Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Avg_HP,LeadAvg_HP,Avg_Attack,LeadAvg_Attack,Avg_Special Attack,LeadAvg_Special Attack,Avg_Defense,LeadAvg_Defense,Avg_Special Defense,LeadAvg_Special Defense,Avg_Speed,LeadAvg_Speed,Lead_HP,Lead_Attack,Lead_Special Attack,Lead_Defense,Lead_Special Defense,Lead_Speed
1000949555,HaxerShouldAllDie,1444,Infernape,Breloom,Tyranitar,Jellicent,Bronzong,Reuniclus,Infernape,24,lose,85.5,0,96.99999999999999,0,87.0,0,91.33333333333333,0,89.5,0,60.33333333333333,0,76.0,104.0,71.0,104.0,71.0,108.0
1000956864,HaxerShouldAllDie,1365,Infernape,Breloom,Tyranitar,Jellicent,Bronzong,Reuniclus,Infernape,18,lose,85.5,0,96.99999999999999,0,87.0,0,91.33333333333333,0,89.5,0,60.33333333333333,0,76.0,104.0,71.0,104.0,71.0,108.0
100157536,BigBadLeroyBrown,1306,Tyranitar,Alakazam,Latios,Ferrothorn,Landorus-Therian,Excadrill,Tyranitar,31,win,84.66666666666667,0,108.0,0,86.0,0,94.83333333333333,0,92.66666666666666,0,81.66666666666667,0,100.0,134.0,110.0,95.0,100.0,61.0
1001647389,testing4g4in,1488,Tyranitar,Amoonguss,Starmie,Alakazam,Heatran,Skarmory,Starmie,22,lose,80.83333333333333,0,85.66666666666667,0,92.66666666666666,0,97.50000000000001,0,87.66666666666667,0,78.83333333333334,0,60.0,75.0,85.0,100.0,85.0,115.0
100171063,bossaru2,1377,Tyranitar,Stoutland,Forretress,Salamence,Gliscor,Breloom,Breloom,24,lose,81.66666666666667,0,114.0,0,104.16666666666664,0,69.16666666666667,0,77.5,0,74.33333333333334,0,60.0,130.0,80.0,60.0,60.0,70.0
100192677,jo0n vo0ight,1312,Tornadus,Politoed,Tentacruel,Dugtrio,Ferrothorn,Jirachi,Tornadus,22,lose,76.33333333333334,0,89.00000000000001,0,81.83333333333334,0,83.16666666666667,0,97.66666666666667,0,86.83333333333333,0,79.0,115.0,70.0,125.0,80.0,111.0
1002108995,Artemeye,1380,Tyranitar,Rotom-Wash,Ferrothorn,Landorus-Therian,Alakazam,Latias,Latias,56,win,74.66666666666667,0,94.66666666666666,0,95.5,0,100.66666666666667,0,103.0,0,81.33333333333333,0,80.0,80.0,90.0,110.0,130.0,110.0
1002577437,uncertainty of tmr,1480,Gengar,Dragonite,Alakazam,Toxicroak,Skarmory,Scizor,Skarmory,22,win,70.66666666666667,0,94.16666666666667,0,84.16666666666667,0,91.00000000000001,0,79.16666666666667,0,88.33333333333333,0,65.0,80.0,140.0,40.0,70.0,70.0
1002585142,uncertainty of tmr,1499,Gengar,Dragonite,Alakazam,Toxicroak,Skarmory,Scizor,Skarmory,15,win,70.66666666666667,0,94.16666666666667,0,84.16666666666667,0,91.00000000000001,0,79.16666666666667,0,88.33333333333333,0,65.0,80.0,140.0,40.0,70.0,70.0
1002695411,Alpacapazzo,1352,Toxicroak,Chansey,Politoed,Tentacruel,Skarmory,Jirachi,Politoed,58,lose,111.33333333333333,0,72.66666666666667,0,75.0,0,71.83333333333334,0,93.33333333333334,0,79.16666666666666,0,90.0,75.0,75.0,90.0,100.0,70.0
1002983067,Machine Gun Dragon,1519,Skarmory,Gastrodon,Reuniclus,Tyranitar,Latias,Heatran,Tyranitar,52,lose,92.83333333333334,0,88.66666666666666,0,98.16666666666667,0,98.66666666666667,0,95.50000000000001,0,64.49999999999999,0,100.0,134.0,110.0,95.0,100.0,61.0
100300188,WeForneMon,1325,Victini,Garchomp,Ninetales,Starmie,Venusaur,Gengar,Starmie,11,win,80.16666666666667,0,88.0,0,83.0,0,98.50000000000001,0,90.83333333333333,0,101.16666666666667,0,60.0,75.0,85.0,100.0,85.0,115.0
1003083688,blackkaiser,1304,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,15,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1003084675,westburger,1356,Garchomp,Heatran,Ferrothorn,Jellicent,Jolteon,Scizor,Ferrothorn,32,lose,84.66666666666667,0,94.83333333333334,0,93.66666666666667,0,85.66666666666667,0,97.83333333333333,0,75.66666666666667,0,74.0,94.0,131.0,54.0,116.0,20.0
1003097860,Seanb143,1400,Jellicent,Scizor,Starmie,Heatran,Ninetales,Landorus-Therian,Landorus-Therian,16,lose,80.5,0,96.00000000000001,0,87.66666666666667,0,92.66666666666667,0,92.66666666666667,0,84.66666666666667,0,89.0,145.0,90.0,105.0,80.0,91.0
1003135367,doughboy,1469,Garchomp,Dragonite,Breloom,Starmie,Volcarona,Scizor,Dragonite,24,lose,79.0,0,109.83333333333334,0,86.66666666666667,0,88.33333333333334,0,85.83333333333333,0,88.66666666666667,0,91.0,134.0,95.0,100.0,100.0,80.0
1003555728,foxbeatsfalco,1334,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,25,lose,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1003767530,II Armando II,1515,Politoed,Jirachi,Kyurem-Black,Thundurus-Therian,Donphan,Keldeo,Politoed,22,win,95.83333333333334,0,107.0,0,92.5,0,107.33333333333334,0,86.66666666666667,0,87.33333333333333,0,90.0,75.0,75.0,90.0,100.0,70.0
1003769330,Odissey Nausicaa,1351,Breloom,Alakazam,Garchomp,Froslass,Scizor,Keldeo,Froslass,23,lose,75.66666666666666,0,98.66666666666667,0,80.0,0,89.83333333333334,0,78.33333333333333,0,95.83333333333333,0,70.0,80.0,70.0,80.0,70.0,110.0
1003797263,II Armando II,1511,Politoed,Jirachi,Kyurem-Black,Thundurus-Therian,Donphan,Keldeo,Politoed,47,win,95.83333333333334,0,107.0,0,92.5,0,107.33333333333334,0,86.66666666666667,0,87.33333333333333,0,90.0,75.0,75.0,90.0,100.0,70.0
100419815,LittlePichu:3,1351,Ninetales,Milotic,Togekiss,Zoroark,Garchomp,Glaceon,Ninetales,18,lose,80.99999999999999,0,80.16666666666667,0,85.66666666666666,0,105.16666666666667,0,96.66666666666667,0,88.83333333333333,0,73.0,76.0,75.0,81.0,100.0,100.0
1004651431,Sword8laze,1342,Bronzong,Jellicent,Reuniclus,Breloom,Tyranitar,Torkoal,Torkoal,46,lose,84.50000000000001,0,93.83333333333334,0,98.5,0,88.16666666666667,0,89.33333333333333,0,45.666666666666664,0,70.0,85.0,140.0,85.0,70.0,20.0
1004655951,WaterLeau,1510,Alakazam,Garchomp,Gastrodon,Skarmory,Tyranitar,Gengar,Gastrodon,36,win,83.16666666666667,0,90.33333333333333,0,86.33333333333333,0,95.33333333333334,0,82.83333333333333,0,83.66666666666666,0,111.0,83.0,68.0,92.0,82.0,39.0
1005184570,initialoffense,1478,Tyranitar,Alakazam,Breloom,Hydreigon,Landorus-Therian,Scizor,Breloom,15,lose,77.66666666666667,0,115.66666666666667,0,85.83333333333333,0,95.83333333333334,0,82.5,0,84.16666666666666,0,60.0,130.0,80.0,60.0,60.0,70.0
100529510,Sage Hane,1276,Chansey,Wobbuffet,Cloyster,Garchomp,Dragonite,Donphan,Cloyster,5,win,129.83333333333331,0,86.16666666666667,0,92.16666666666667,0,65.5,0,75.5,0,64.16666666666667,0,50.0,95.0,180.0,85.0,45.0,70.0
1006337862,fdsfsdfsdsdfdfsdf,1502,Alakazam,Hydreigon,Landorus-Therian,Ferrothorn,Amoonguss,Tyranitar,Landorus-Therian,34,win,87.33333333333334,0,102.16666666666667,0,89.33333333333333,0,99.83333333333333,0,91.83333333333333,0,70.0,0,89.0,145.0,90.0,105.0,80.0,91.0
1006510055,doughboy,1534,Abomasnow,Kyurem-Black,Magnezone,Gliscor,Dragonite,Forretress,Forretress,44,lose,87.66666666666666,0,108.49999999999999,0,108.33333333333333,0,91.16666666666667,0,83.33333333333333,0,71.66666666666667,0,75.0,90.0,140.0,60.0,60.0,40.0
1006635862,blackkaiser,1485,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,19,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1006707735,Pilif,1419,Latios,Salamence,Jellicent,Ferrothorn,Hitmontop,Gliscor,Latios,34,lose,79.0,0,94.83333333333333,0,96.83333333333333,0,76.5,0,99.33333333333333,0,75.83333333333333,0,80.0,90.0,80.0,130.0,110.0,110.0
100672841,JeT´aimeYS,1484,Breloom,Latios,Terrakion,Tyranitar,Keldeo,Scizor,Latios,26,lose,82.00000000000001,0,114.16666666666667,0,91.66666666666667,0,90.16666666666667,0,88.33333333333333,0,86.99999999999999,0,80.0,90.0,80.0,130.0,110.0,110.0
1006890791,BUMBACLAAT,1474,Rotom-Wash,Landorus-Therian,Heracross,Latios,Tyranitar,Skarmory,Heracross,13,win,77.33333333333333,0,106.49999999999999,0,100.33333333333333,0,85.83333333333333,0,93.66666666666667,0,83.83333333333334,0,80.0,125.0,75.0,40.0,95.0,85.0
1006925191,Chellison,1315,Hippowdon,Forretress,Jellicent,Roserade,Jirachi,Gliscor,Hippowdon,42,lose,86.33333333333334,0,87.83333333333333,0,101.33333333333333,0,80.5,0,86.16666666666667,0,72.0,0,108.0,112.0,118.0,68.0,72.0,47.0
1007167190,mellrrowe,1275,Garchomp,Breloom,Volcarona,Dragonite,Starmie,Scizor,Breloom,25,win,79.0,0,109.83333333333334,0,86.66666666666667,0,88.33333333333334,0,85.83333333333333,0,88.66666666666666,0,60.0,130.0,80.0,60.0,60.0,70.0
1007178648,initialoffense,1466,Tyranitar,Keldeo,Heatran,Amoonguss,Landorus-Therian,Excadrill,Amoonguss,21,lose,99.16666666666666,0,110.16666666666666,0,87.66666666666666,0,99.0,0,86.83333333333333,0,75.83333333333333,0,114.0,85.0,70.0,85.0,80.0,30.0
1007185463,gfgfdhdh,1344,Tyranitar,Garchomp,Magnezone,Amoonguss,Alakazam,Landorus-Therian,Tyranitar,19,win,89.33333333333334,0,102.33333333333333,0,87.5,0,105.0,0,86.66666666666667,0,77.33333333333333,0,100.0,134.0,110.0,95.0,100.0,61.0
1007536171,Samurott7777777,1327,Politoed,Keldeo-Resolute,Ferrothorn,Magnezone,Salamence,Excadrill,Magnezone,31,lose,88.33333333333333,0,96.83333333333333,0,91.83333333333333,0,93.83333333333333,0,90.16666666666666,0,74.33333333333334,0,70.0,70.0,115.0,130.0,90.0,60.0
1007539397,blackkaiser,1364,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,19,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,80.0,90.0,80.0,130.0,110.0,110.0
1008216643,MP58,1326,Ferrothorn,Politoed,Rotom-Wash,Toxicroak,Jellicent,Tornadus,Ferrothorn,49,lose,79.33333333333334,0,85.83333333333334,0,86.33333333333333,0,90.83333333333333,0,95.49999999999999,0,72.0,0,74.0,94.0,131.0,54.0,116.0,20.0
100893247,iowna360x,1352,Landorus-Therian,Azumarill,Latias,Tyranitar,Breloom,Jirachi,Landorus-Therian,28,lose,88.16666666666667,0,106.50000000000001,0,91.66666666666667,0,86.66666666666667,0,91.66666666666667,0,80.33333333333333,0,89.0,145.0,90.0,105.0,80.0,91.0
100928181,i lose evrytiem,1376,Scizor,Tentacruel,Politoed,Volcarona,Ferrothorn,Latios,Politoed,22,lose,79.83333333333333,0,86.5,0,86.0,0,90.66666666666667,0,105.16666666666666,0,77.5,0,90.0,75.0,75.0,90.0,100.0,70.0
1009839002,space bound monkey,1368,Cofagrigus,Alakazam,Skarmory,Kyurem-Black,Scizor,Reuniclus,Skarmory,20,win,80.5,0,90.83333333333333,0,100.83333333333334,0,95.0,0,85.83333333333333,0,68.33333333333334,0,65.0,80.0,140.0,40.0,70.0,70.0
1009843719,Icequake,1452,Tyranitar,Salamence,Excadrill,Milotic,Starmie,Ferrothorn,Milotic,27,lose,88.99999999999999,0,105.5,0,90.83333333333333,0,84.83333333333334,0,95.16666666666667,0,77.5,0,95.0,60.0,79.0,100.0,125.0,81.0
1009968408,blackkaiser,1307,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,26,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,80.0,90.0,80.0,130.0,110.0,110.0
1009976647,SkAm NEwToN,1382,Ninetales,Volcarona,Donphan,Jolteon,Dragonite,Gyarados,Donphan,23,lose,83.16666666666666,0,96.66666666666666,0,82.33333333333334,0,91.0,0,93.33333333333334,0,90.16666666666667,0,90.0,120.0,120.0,60.0,60.0,50.0
1010021662,blackkaiser,1399,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,35,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1010113249,Spritzalcianuro96,1419,Ninetales,Terrakion,Hydreigon,Heatran,Volcarona,Starmie,Terrakion,15,win,82.0,0,89.16666666666666,0,85.16666666666667,0,107.16666666666667,0,96.00000000000001,0,99.66666666666667,0,91.0,129.0,90.0,72.0,90.0,108.0
1010333451,blackkaiser,1398,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,17,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
101033923,ŝhofư,1378,Politoed,Tentacruel,Skarmory,Tangrowth,Chansey,Celebi,Politoed,48,win,114.16666666666667,0,71.66666666666667,0,85.0,0,75.83333333333333,0,90.83333333333334,0,73.33333333333334,0,90.0,75.0,75.0,90.0,100.0,70.0
1010351563,Spritzalcianuro96,1488,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,25,win,91.66666666666666,0,120.83333333333334,0,92.5,0,102.5,0,85.0,0,85.0,0,110.0,130.0,80.0,70.0,60.0,80.0
1010360021,Spritzalcianuro96,1476,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,32,win,91.66666666666666,0,120.83333333333334,0,92.5,0,102.5,0,85.0,0,85.0,0,110.0,130.0,80.0,70.0,60.0,80.0
1010427805,blackkaiser,1410,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,18,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1010430266,blackkaiser,1436,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,31,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,80.0,90.0,80.0,130.0,110.0,110.0
1010436748,gamerno1,1464,Mamoswine,Lucario,Gyarados,Haxorus,Mew,Uxie,Mew,30,win,87.66666666666667,0,114.5,0,91.5,0,80.0,0,88.33333333333333,0,90.5,0,100.0,100.0,100.0,100.0,100.0,100.0
1010457477,doughboy,1473,Starmie,Metagross,Garchomp,Volcarona,Dragonite,Breloom,Starmie,25,lose,80.66666666666667,0,110.66666666666667,0,91.66666666666667,0,95.00000000000001,0,87.5,0,89.5,0,60.0,75.0,85.0,100.0,85.0,115.0
1010614307,Spritzalcianuro96,1399,Landorus-Therian,Garchomp,Ferrothorn,Hydreigon,Jellicent,Tyranitar,Hydreigon,67,win,93.83333333333334,0,111.33333333333333,0,97.66666666666667,0,90.66666666666667,0,96.0,0,72.0,0,92.0,105.0,90.0,125.0,90.0,98.0
1010624548,Manolo1978,1337,Garchomp,Arcanine,Venusaur,Empoleon,Gengar,Weavile,Gengar,18,lose,82.00000000000001,0,98.83333333333333,0,78.49999999999999,0,94.33333333333334,0,87.66666666666667,0,95.33333333333333,0,60.0,65.0,60.0,130.0,75.0,110.0
101099103,do a flip99,1343,Tyranitar,Mamoswine,Starmie,Breloom,Landorus-Therian,Heatran,Breloom,19,lose,85.0,0,117.33333333333334,0,91.83333333333333,0,93.33333333333334,0,81.83333333333334,0,82.33333333333333,0,60.0,130.0,80.0,60.0,60.0,70.0
1011179629,Gh0stp3pper,1332,Scizor,Togekiss,Scrafty,Starmie,Landorus-Therian,Chandelure,Starmie,22,lose,71.5,0,90.83333333333334,0,95.83333333333334,0,95.0,0,94.16666666666667,0,81.5,0,60.0,75.0,85.0,100.0,85.0,115.0
1011272669,hf losing,1589,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Thundurus-Therian,40,win,78.83333333333333,0,94.0,0,86.83333333333333,0,92.33333333333334,0,101.0,0,77.66666666666667,0,79.0,105.0,70.0,145.0,80.0,101.0
1011743201,sankafola,1428,Lucario,Forretress,Scizor,Gengar,Latios,Keldeo-Resolute,Forretress,22,win,74.33333333333333,0,92.83333333333333,0,90.0,0,103.16666666666667,0,80.83333333333333,0,87.16666666666666,0,75.0,90.0,140.0,60.0,60.0,40.0
1011775530,Puke,1395,Hippowdon,Alakazam,Lucario,Jolteon,Gastrodon,Infernape,Jolteon,24,lose,80.83333333333333,0,87.33333333333333,0,72.0,0,103.99999999999999,0,79.16666666666666,0,89.0,0,65.0,65.0,60.0,110.0,95.0,130.0
101179801,Pythagorean Python,1441,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie,Hippowdon,36,win,105.66666666666669,0,76.0,0,81.33333333333334,0,81.66666666666667,0,89.5,0,85.83333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
1011889096,Machine Gun Dragon,1502,Alakazam,Garchomp,Gastrodon,Skarmory,Tyranitar,Gengar,Alakazam,14,win,83.16666666666667,0,90.33333333333333,0,86.33333333333333,0,95.33333333333334,0,82.83333333333333,0,83.66666666666666,0,55.0,50.0,45.0,135.0,85.0,120.0
101231733,SkAm NEwToN,1418,Rotom-Wash,Scizor,Mew,Venusaur,Garchomp,Hydreigon,Mew,29,lose,83.33333333333333,0,102.0,0,95.83333333333333,0,94.16666666666666,0,93.66666666666667,0,88.5,0,100.0,100.0,100.0,100.0,100.0,100.0
1014368954,blackkaiser,1485,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,19,win,90.00000000000001,0,102.66666666666667,0,99.0,0,78.66666666666667,0,94.66666666666666,0,67.33333333333333,0,108.0,112.0,118.0,68.0,72.0,47.0
101544483,kid emulation,1436,Feraligatr,Politoed,Garchomp,Ferrothorn,Tornadus,Alakazam,Garchomp,27,lose,81.83333333333334,0,94.83333333333334,0,86.0,0,93.83333333333333,0,91.5,0,83.5,0,108.0,130.0,95.0,80.0,85.0,102.0
101632354,Pythagorean Python,1403,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie,Starmie,28,win,105.66666666666669,0,76.0,0,81.33333333333334,0,81.66666666666667,0,89.5,0,85.83333333333333,0,60.0,75.0,85.0,100.0,85.0,115.0
101635780,Pythagorean Python,1433,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie,Starmie,23,win,105.66666666666669,0,76.0,0,81.33333333333334,0,81.66666666666667,0,89.5,0,85.83333333333333,0,60.0,75.0,85.0,100.0,85.0,115.0
1016985031,nx3 sobcay,1416,Tyranitar,Scizor,Starmie,Breloom,Thundurus-Therian,Lucario,Breloom,29,lose,73.16666666666667,0,114.0,0,85.83333333333334,0,95.00000000000001,0,79.16666666666667,0,83.66666666666667,0,60.0,130.0,80.0,60.0,60.0,70.0
101708749,WeForneMon,1660,Latios,Lucario,Gengar,Gastrodon,Heatran,Skarmory,,0,lose,79.5,0,86.33333333333333,0,87.33333333333333,0,106.16666666666667,0,85.5,0,82.66666666666666,0,,,,,,
101718393,Śhofũ,1418,Politoed,Chansey,Skarmory,Tentacruel,Celebi,Tangrowth,Chansey,98,win,114.16666666666667,0,71.66666666666667,0,85.0,0,75.83333333333333,0,90.83333333333334,0,73.33333333333333,0,250.0,5.0,5.0,35.0,105.0,50.0
101724423,Śhofũ,1434,Politoed,Chansey,Skarmory,Tentacruel,Celebi,Tangrowth,Chansey,148,win,114.16666666666667,0,71.66666666666667,0,85.0,0,75.83333333333333,0,90.83333333333334,0,73.33333333333333,0,250.0,5.0,5.0,35.0,105.0,50.0
1017763446,The Daisuke,1446,Tyranitar,Seismitoad,Latios,Tentacruel,Ferrothorn,Mew,Mew,32,lose,89.83333333333334,0,95.5,0,93.5,0,90.66666666666667,0,103.5,0,77.5,0,100.0,100.0,100.0,100.0,100.0,100.0
