 Total battles: 1851
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.04160% | 853    | 23.042% | 752    | 25.886% | 
 | 2    | Scizor             | 21.52890% | 797    | 21.529% | 644    | 22.169% | 
 | 3    | Latios             | 20.93463% | 775    | 20.935% | 569    | 19.587% | 
 | 4    | Landorus-Therian   | 19.90816% | 737    | 19.908% | 622    | 21.411% | 
 | 5    | Tyranitar          | 19.85413% | 735    | 19.854% | 583    | 20.069% | 
 | 6    | Politoed           | 18.15235% | 672    | 18.152% | 610    | 20.998% | 
 | 7    | Starmie            | 17.93625% | 664    | 17.936% | 510    | 17.556% | 
 | 8    | Garchomp           | 17.20692% | 637    | 17.207% | 506    | 17.418% | 
 | 9    | Jirachi            | 16.99082% | 629    | 16.991% | 508    | 17.487% | 
 | 10   | Heatran            | 16.69368% | 618    | 16.694% | 492    | 16.936% | 
 | 11   | Breloom            | 13.20908% | 489    | 13.209% | 390    | 13.425% | 
 | 12   | Dragonite          | 12.99298% | 481    | 12.993% | 352    | 12.117% | 
 | 13   | Keldeo             | 12.39870% | 459    | 12.399% | 347    | 11.945% | 
 | 14   | Skarmory           | 11.99352% | 444    | 11.994% | 390    | 13.425% | 
 | 15   | Rotom-Wash         | 11.66937% | 432    | 11.669% | 375    | 12.909% | 
 | 16   | Volcarona          | 10.66991% | 395    | 10.670% | 286    |  9.845% | 
 | 17   | Terrakion          | 10.64290% | 394    | 10.643% | 285    |  9.811% | 
 | 18   | Gengar             |  9.80551% | 363    |  9.806% | 274    |  9.432% | 
 | 19   | Jellicent          |  9.61642% | 356    |  9.616% | 272    |  9.363% | 
 | 20   | Gliscor            |  7.29335% | 270    |  7.293% | 206    |  7.091% | 
 | 21   | Tentacruel         |  7.13128% | 264    |  7.131% | 210    |  7.229% | 
 | 22   | Hydreigon          |  6.83414% | 253    |  6.834% | 200    |  6.885% | 
 | 23   | Hippowdon          |  6.80713% | 252    |  6.807% | 227    |  7.814% | 
 | 24   | Latias             |  6.40194% | 237    |  6.402% | 170    |  5.852% | 
 | 25   | Alakazam           |  6.34792% | 235    |  6.348% | 176    |  6.059% | 
 | 26   | Toxicroak          |  6.23987% | 231    |  6.240% | 166    |  5.714% | 
 | 27   | Ninetales          |  6.15883% | 228    |  6.159% | 213    |  7.332% | 
 | 28   | Forretress         |  6.05078% | 224    |  6.051% | 192    |  6.609% | 
 | 29   | Reuniclus          |  5.78066% | 214    |  5.781% | 135    |  4.647% | 
 | 30   | Magnezone          |  5.75365% | 213    |  5.754% | 158    |  5.439% | 
 | 31   | Gyarados           |  5.51053% | 204    |  5.511% | 157    |  5.404% | 
 | 32   | Salamence          |  5.48352% | 203    |  5.484% | 149    |  5.129% | 
 | 33   | Thundurus-Therian  |  5.45651% | 202    |  5.457% | 148    |  5.095% | 
 | 34   | Infernape          |  5.29444% | 196    |  5.294% | 155    |  5.336% | 
 | 35   | Cloyster           |  5.07834% | 188    |  5.078% | 118    |  4.062% | 
 | 36   | Venusaur           |  4.97029% | 184    |  4.970% | 147    |  5.060% | 
 | 37   | Donphan            |  4.72717% | 175    |  4.727% | 146    |  5.026% | 
 | 38   | Celebi             |  4.61912% | 171    |  4.619% | 143    |  4.923% | 
 | 39   | Jolteon            |  4.61912% | 171    |  4.619% | 134    |  4.613% | 
 | 40   | Metagross          |  4.59211% | 170    |  4.592% | 124    |  4.269% | 
