 Total battles: 45133
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.19961% | 24552  | 27.200% | 21380  | 30.225% | 
 | 2    | Garchomp           | 21.19070% | 19128  | 21.191% | 14651  | 20.712% | 
 | 3    | Latios             | 18.93736% | 17094  | 18.937% | 12939  | 18.292% | 
 | 4    | Tyranitar          | 18.27045% | 16492  | 18.270% | 13644  | 19.288% | 
 | 5    | Politoed           | 16.84355% | 15204  | 16.844% | 13725  | 19.403% | 
 | 6    | Scizor             | 16.67073% | 15048  | 16.671% | 11611  | 16.414% | 
 | 7    | Landorus-Therian   | 15.58173% | 14065  | 15.582% | 12066  | 17.058% | 
 | 8    | Starmie            | 14.25454% | 12867  | 14.255% | 9745   | 13.776% | 
 | 9    | Dragonite          | 13.94656% | 12589  | 13.947% | 9145   | 12.928% | 
 | 10   | Magnezone          | 13.68954% | 12357  | 13.690% | 9780   | 13.826% | 
 | 11   | Excadrill          | 11.81397% | 10664  | 11.814% | 7876   | 11.134% | 
 | 12   | Hydreigon          | 11.37084% | 10264  | 11.371% | 7852   | 11.100% | 
 | 13   | Volcarona          | 11.35533% | 10250  | 11.355% | 7458   | 10.543% | 
 | 14   | Jirachi            | 11.01633% | 9944   | 11.016% | 8068   | 11.406% | 
 | 15   | Keldeo             | 10.81470% | 9762   | 10.815% | 7303   | 10.324% | 
 | 16   | Gengar             | 10.72940% | 9685   | 10.729% | 7129   | 10.078% | 
 | 17   | Salamence          | 10.14446% | 9157   | 10.144% | 6856   |  9.692% | 
 | 18   | Rotom-Wash         |  9.85642% | 8897   |  9.856% | 7604   | 10.750% | 
 | 19   | Alakazam           |  9.78885% | 8836   |  9.789% | 6555   |  9.267% | 
 | 20   | Gliscor            |  9.59719% | 8663   |  9.597% | 6833   |  9.660% | 
 | 21   | Skarmory           |  9.29807% | 8393   |  9.298% | 7237   | 10.231% | 
 | 22   | Tentacruel         |  9.19726% | 8302   |  9.197% | 6426   |  9.084% | 
 | 23   | Conkeldurr         |  8.84718% | 7986   |  8.847% | 6198   |  8.762% | 
 | 24   | Heatran            |  7.94541% | 7172   |  7.945% | 5905   |  8.348% | 
 | 25   | Thundurus-Therian  |  7.83684% | 7074   |  7.837% | 5230   |  7.394% | 
 | 26   | Infernape          |  7.81247% | 7052   |  7.812% | 5708   |  8.069% | 
 | 27   | Kyurem-Black       |  7.76594% | 7010   |  7.766% | 4961   |  7.013% | 
 | 28   | Breloom            |  7.52554% | 6793   |  7.526% | 5303   |  7.497% | 
 | 29   | Cloyster           |  7.31837% | 6606   |  7.318% | 5003   |  7.073% | 
 | 30   | Gyarados           |  6.92176% | 6248   |  6.922% | 4864   |  6.876% | 
 | 31   | Forretress         |  6.64591% | 5999   |  6.646% | 5239   |  7.406% | 
 | 32   | Mamoswine          |  6.54953% | 5912   |  6.550% | 4789   |  6.770% | 
 | 33   | Jellicent          |  6.54732% | 5910   |  6.547% | 4762   |  6.732% | 
 | 34   | Haxorus            |  6.43542% | 5809   |  6.435% | 4181   |  5.911% | 
 | 35   | Jolteon            |  5.67766% | 5125   |  5.678% | 3970   |  5.612% | 
 | 36   | Reuniclus          |  5.56577% | 5024   |  5.566% | 3756   |  5.310% | 
 | 37   | Gastrodon          |  5.20794% | 4701   |  5.208% | 3907   |  5.523% | 
 | 38   | Blissey            |  4.87227% | 4398   |  4.872% | 3321   |  4.695% | 
 | 39   | Metagross          |  4.75927% | 4296   |  4.759% | 3363   |  4.754% | 
 | 40   | Espeon             |  4.64848% | 4196   |  4.648% | 3327   |  4.703% | 
 | 41   | Chandelure         |  4.34604% | 3923   |  4.346% | 3010   |  4.255% | 
 | 42   | Toxicroak          |  4.31170% | 3892   |  4.312% | 2948   |  4.168% | 
 | 43   | Celebi             |  4.15217% | 3748   |  4.152% | 2973   |  4.203% | 
 | 44   | Lucario            |  3.99043% | 3602   |  3.990% | 2685   |  3.796% | 
 | 45   | Terrakion          |  3.95498% | 3570   |  3.955% | 2639   |  3.731% | 
 | 46   | Ninetales          |  3.79102% | 3422   |  3.791% | 2981   |  4.214% | 
 | 47   | Chansey            |  3.77218% | 3405   |  3.772% | 2619   |  3.702% | 
 | 48   | Tornadus           |  3.51406% | 3172   |  3.514% | 2388   |  3.376% | 
 | 49   | Hippowdon          |  3.28141% | 2962   |  3.281% | 2589   |  3.660% | 
 | 50   | Latias             |  3.24264% | 2927   |  3.243% | 2139   |  3.024% | 
 | 51   | Milotic            |  3.08643% | 2786   |  3.086% | 2140   |  3.025% | 
 | 52   | Donphan            |  3.05431% | 2757   |  3.054% | 2301   |  3.253% | 
 | 53   | Vaporeon           |  2.93134% | 2646   |  2.931% | 2048   |  2.895% | 
 | 54   | Mienshao           |  2.87927% | 2599   |  2.879% | 2124   |  3.003% | 
 | 55   | Darmanitan         |  2.42062% | 2185   |  2.421% | 1684   |  2.381% | 
 | 56   | Weavile            |  2.33754% | 2110   |  2.338% | 1523   |  2.153% | 
 | 57   | Cofagrigus         |  2.20238% | 1988   |  2.202% | 1605   |  2.269% | 
 | 58   | Togekiss           |  2.18244% | 1970   |  2.182% | 1549   |  2.190% | 
 | 59   | Swampert           |  2.15253% | 1943   |  2.153% | 1618   |  2.287% | 
 | 60   | Arcanine           |  2.09381% | 1890   |  2.094% | 1510   |  2.135% | 
 | 61   | Mew                |  1.99632% | 1802   |  1.996% | 1592   |  2.251% | 
 | 62   | Zoroark            |  1.98524% | 1792   |  1.985% | 720    |  1.018% | 
 | 63   | Umbreon            |  1.97306% | 1781   |  1.973% | 1423   |  2.012% | 
 | 64   | Staraptor          |  1.93096% | 1743   |  1.931% | 1335   |  1.887% | 
 | 65   | Charizard          |  1.89108% | 1707   |  1.891% | 1370   |  1.937% | 
 | 66   | Venusaur           |  1.87668% | 1694   |  1.877% | 1311   |  1.853% | 
 | 67   | Bisharp            |  1.79026% | 1616   |  1.790% | 1128   |  1.595% | 
 | 68   | Bronzong           |  1.76922% | 1597   |  1.769% | 1415   |  2.000% | 
 | 69   | Azelf              |  1.75814% | 1587   |  1.758% | 1500   |  2.121% | 
 | 70   | Krookodile         |  1.59861% | 1443   |  1.599% | 1100   |  1.555% | 
 | 71   | Porygon2           |  1.52881% | 1380   |  1.529% | 1138   |  1.609% | 
 | 72   | Empoleon           |  1.49890% | 1353   |  1.499% | 975    |  1.378% | 
 | 73   | Serperior          |  1.49780% | 1352   |  1.498% | 1051   |  1.486% | 
 | 74   | Abomasnow          |  1.48893% | 1344   |  1.489% | 1175   |  1.661% | 
 | 75   | Kingdra            |  1.44130% | 1301   |  1.441% | 992    |  1.402% | 
 | 76   | Amoonguss          |  1.42468% | 1286   |  1.425% | 1060   |  1.499% | 
 | 77   | Victini            |  1.38480% | 1250   |  1.385% | 963    |  1.361% | 
 | 78   | Sceptile           |  1.35378% | 1222   |  1.354% | 942    |  1.332% | 
 | 79   | Eelektross         |  1.34048% | 1210   |  1.340% | 988    |  1.397% | 
 | 80   | Electivire         |  1.29838% | 1172   |  1.298% | 852    |  1.204% | 
