 Total battles: 4721
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 21.48909% | 2029   | 21.489% | 1465   | 20.351% | 
 | 2    | Ferrothorn         | 21.19254% | 2001   | 21.193% | 1722   | 23.921% | 
 | 3    | Politoed           | 19.24380% | 1817   | 19.244% | 1630   | 22.643% | 
 | 4    | Tyranitar          | 15.56874% | 1470   | 15.569% | 1215   | 16.878% | 
 | 5    | Scizor             | 15.14510% | 1430   | 15.145% | 1067   | 14.822% | 
 | 6    | Starmie            | 13.85300% | 1308   | 13.853% | 970    | 13.475% | 
 | 7    | Dragonite          | 13.82122% | 1305   | 13.821% | 943    | 13.100% | 
 | 8    | Jirachi            | 13.21754% | 1248   | 13.218% | 970    | 13.475% | 
 | 9    | Volcarona          | 12.53972% | 1184   | 12.540% | 893    | 12.405% | 
 | 10   | Landorus-Therian   | 12.50794% | 1181   | 12.508% | 959    | 13.322% | 
 | 11   | Latios             | 12.10549% | 1143   | 12.105% | 855    | 11.877% | 
 | 12   | Breloom            | 11.65007% | 1100   | 11.650% | 840    | 11.669% | 
 | 13   | Hydreigon          | 11.17348% | 1055   | 11.173% | 807    | 11.210% | 
 | 14   | Alakazam           | 11.03580% | 1042   | 11.036% | 691    |  9.599% | 
 | 15   | Rotom-Wash         | 10.42152% | 984    | 10.422% | 814    | 11.308% | 
 | 16   | Keldeo             | 10.07202% | 951    | 10.072% | 688    |  9.557% | 
 | 17   | Skarmory           |  9.97670% | 942    |  9.977% | 815    | 11.322% | 
 | 18   | Heatran            |  9.48951% | 896    |  9.490% | 734    | 10.196% | 
 | 19   | Salamence          |  8.82228% | 833    |  8.822% | 614    |  8.529% | 
 | 20   | Gliscor            |  8.34569% | 788    |  8.346% | 622    |  8.640% | 
 | 21   | Excadrill          |  8.01737% | 757    |  8.017% | 553    |  7.682% | 
 | 22   | Gengar             |  7.79496% | 736    |  7.795% | 518    |  7.196% | 
 | 23   | Conkeldurr         |  7.61491% | 719    |  7.615% | 561    |  7.793% | 
 | 24   | Gyarados           |  7.54078% | 712    |  7.541% | 560    |  7.779% | 
 | 25   | Chansey            |  7.50900% | 709    |  7.509% | 564    |  7.835% | 
 | 26   | Tentacruel         |  7.30777% | 690    |  7.308% | 510    |  7.085% | 
 | 27   | Toxicroak          |  6.90532% | 652    |  6.905% | 472    |  6.557% | 
 | 28   | Jellicent          |  6.89473% | 651    |  6.895% | 511    |  7.099% | 
 | 29   | Magnezone          |  6.74645% | 637    |  6.746% | 495    |  6.876% | 
 | 30   | Terrakion          |  6.70409% | 633    |  6.704% | 455    |  6.321% | 
 | 31   | Forretress         |  6.30163% | 595    |  6.302% | 509    |  7.071% | 
 | 32   | Cloyster           |  6.26986% | 592    |  6.270% | 428    |  5.946% | 
 | 33   | Jolteon            |  6.24868% | 590    |  6.249% | 430    |  5.973% | 
