 Total battles: 11362
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.87573% | 5880   | 25.876% | 5055   | 28.383% | 
 | 2    | Tyranitar          | 19.64003% | 4463   | 19.640% | 3696   | 20.752% | 
 | 3    | Garchomp           | 19.34519% | 4396   | 19.345% | 3404   | 19.113% | 
 | 4    | Politoed           | 19.13396% | 4348   | 19.134% | 3959   | 22.229% | 
 | 5    | Jirachi            | 16.03151% | 3643   | 16.032% | 2879   | 16.165% | 
 | 6    | Latios             | 15.61785% | 3549   | 15.618% | 2665   | 14.964% | 
 | 7    | Landorus-Therian   | 15.20419% | 3455   | 15.204% | 2954   | 16.586% | 
 | 8    | Scizor             | 14.11723% | 3208   | 14.117% | 2415   | 13.560% | 
 | 9    | Breloom            | 13.72118% | 3118   | 13.721% | 2368   | 13.296% | 
 | 10   | Starmie            | 13.61556% | 3094   | 13.616% | 2321   | 13.032% | 
 | 11   | Volcarona          | 13.47474% | 3062   | 13.475% | 2191   | 12.302% | 
 | 12   | Keldeo             | 12.65182% | 2875   | 12.652% | 2160   | 12.128% | 
 | 13   | Dragonite          | 12.57261% | 2857   | 12.573% | 2081   | 11.684% | 
 | 14   | Alakazam           | 10.87837% | 2472   | 10.878% | 1820   | 10.219% | 
 | 15   | Skarmory           | 10.47791% | 2381   | 10.478% | 2045   | 11.482% | 
 | 16   | Excadrill          |  9.74740% | 2215   |  9.747% | 1609   |  9.034% | 
 | 17   | Gliscor            |  9.33374% | 2121   |  9.334% | 1668   |  9.366% | 
 | 18   | Heatran            |  9.32054% | 2118   |  9.321% | 1741   |  9.775% | 
 | 19   | Salamence          |  9.20613% | 2092   |  9.206% | 1490   |  8.366% | 
 | 20   | Hydreigon          |  9.06531% | 2060   |  9.065% | 1602   |  8.995% | 
 | 21   | Rotom-Wash         |  8.79247% | 1998   |  8.792% | 1697   |  9.528% | 
 | 22   | Tentacruel         |  8.56803% | 1947   |  8.568% | 1465   |  8.226% | 
 | 23   | Jellicent          |  8.23799% | 1872   |  8.238% | 1494   |  8.389% | 
 | 24   | Magnezone          |  8.05756% | 1831   |  8.058% | 1414   |  7.939% | 
 | 25   | Terrakion          |  7.67030% | 1743   |  7.670% | 1282   |  7.198% | 
 | 26   | Gengar             |  7.50308% | 1705   |  7.503% | 1252   |  7.030% | 
 | 27   | Thundurus-Therian  |  7.08942% | 1611   |  7.089% | 1203   |  6.755% | 
 | 28   | Ninetales          |  6.89579% | 1567   |  6.896% | 1365   |  7.664% | 
 | 29   | Gyarados           |  6.78578% | 1542   |  6.786% | 1209   |  6.788% | 
 | 30   | Kyurem-Black       |  6.73737% | 1531   |  6.737% | 1101   |  6.182% | 
 | 31   | Haxorus            |  6.36332% | 1446   |  6.363% | 1080   |  6.064% | 
 | 32   | Metagross          |  5.87045% | 1334   |  5.870% | 1015   |  5.699% | 
 | 33   | Infernape          |  5.68122% | 1291   |  5.681% | 1031   |  5.789% | 
 | 34   | Cloyster           |  5.65921% | 1286   |  5.659% | 971    |  5.452% | 
 | 35   | Conkeldurr         |  5.43918% | 1236   |  5.439% | 949    |  5.328% | 
 | 36   | Jolteon            |  5.37317% | 1221   |  5.373% | 930    |  5.222% | 
 | 37   | Donphan            |  5.36437% | 1219   |  5.364% | 1002   |  5.626% | 
 | 38   | Mamoswine          |  5.34677% | 1215   |  5.347% | 969    |  5.441% | 
 | 39   | Toxicroak          |  5.19715% | 1181   |  5.197% | 851    |  4.778% | 
 | 40   | Reuniclus          |  4.83190% | 1098   |  4.832% | 772    |  4.335% | 
 | 41   | Forretress         |  4.33022% | 984    |  4.330% | 841    |  4.722% | 
 | 42   | Tornadus           |  4.18500% | 951    |  4.185% | 736    |  4.133% | 
 | 43   | Latias             |  4.15420% | 944    |  4.154% | 727    |  4.082% | 
 | 44   | Lucario            |  3.94297% | 896    |  3.943% | 651    |  3.655% | 
 | 45   | Blissey            |  3.92977% | 893    |  3.930% | 653    |  3.666% | 
 | 46   | Espeon             |  3.86816% | 879    |  3.868% | 662    |  3.717% | 
 | 47   | Amoonguss          |  3.66573% | 833    |  3.666% | 708    |  3.975% | 
 | 48   | Chandelure         |  3.52491% | 801    |  3.525% | 603    |  3.386% | 
 | 49   | Celebi             |  3.36208% | 764    |  3.362% | 599    |  3.363% | 
 | 50   | Hippowdon          |  3.20806% | 729    |  3.208% | 639    |  3.588% | 
 | 51   | Gothitelle         |  3.18166% | 723    |  3.182% | 546    |  3.066% | 
