 Total battles: 12821
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.64933% | 6577   | 25.649% | 5618   | 27.867% | 
 | 2    | Tyranitar          | 19.90484% | 5104   | 19.905% | 4292   | 21.289% | 
 | 3    | Landorus-Therian   | 19.14047% | 4908   | 19.140% | 4075   | 20.213% | 
 | 4    | Politoed           | 17.88862% | 4587   | 17.889% | 4141   | 20.540% | 
 | 5    | Garchomp           | 17.29974% | 4436   | 17.300% | 3417   | 16.949% | 
 | 6    | Latios             | 15.24452% | 3909   | 15.245% | 2997   | 14.866% | 
 | 7    | Scizor             | 14.46455% | 3709   | 14.465% | 2834   | 14.057% | 
 | 8    | Jirachi            | 13.81717% | 3543   | 13.817% | 2856   | 14.166% | 
 | 9    | Starmie            | 13.77428% | 3532   | 13.774% | 2702   | 13.403% | 
 | 10   | Dragonite          | 13.76258% | 3529   | 13.763% | 2591   | 12.852% | 
 | 11   | Keldeo             | 13.45449% | 3450   | 13.454% | 2724   | 13.512% | 
 | 12   | Heatran            | 11.89065% | 3049   | 11.891% | 2463   | 12.217% | 
 | 13   | Skarmory           | 11.78145% | 3021   | 11.781% | 2632   | 13.055% | 
 | 14   | Breloom            | 11.71905% | 3005   | 11.719% | 2394   | 11.875% | 
 | 15   | Excadrill          | 11.26667% | 2889   | 11.267% | 2121   | 10.521% | 
 | 16   | Hydreigon          | 10.80649% | 2771   | 10.806% | 2019   | 10.015% | 
 | 17   | Gliscor            | 10.46720% | 2684   | 10.467% | 2109   | 10.461% | 
 | 18   | Alakazam           |  9.94072% | 2549   |  9.941% | 1841   |  9.132% | 
 | 19   | Volcarona          |  9.79643% | 2512   |  9.796% | 1828   |  9.067% | 
 | 20   | Tentacruel         |  9.53904% | 2446   |  9.539% | 1897   |  9.410% | 
 | 21   | Rotom-Wash         |  9.48054% | 2431   |  9.481% | 2105   | 10.441% | 
 | 22   | Magnezone          |  8.68887% | 2228   |  8.689% | 1713   |  8.497% | 
 | 23   | Salamence          |  8.42368% | 2160   |  8.424% | 1591   |  7.892% | 
 | 24   | Gengar             |  7.65931% | 1964   |  7.659% | 1467   |  7.277% | 
 | 25   | Jellicent          |  7.14063% | 1831   |  7.141% | 1494   |  7.411% | 
 | 26   | Reuniclus          |  6.99243% | 1793   |  6.992% | 1334   |  6.617% | 
 | 27   | Infernape          |  6.99243% | 1793   |  6.992% | 1389   |  6.890% | 
 | 28   | Conkeldurr         |  6.71944% | 1723   |  6.719% | 1333   |  6.612% | 
 | 29   | Cloyster           |  6.63755% | 1702   |  6.638% | 1328   |  6.587% | 
 | 30   | Thundurus-Therian  |  6.43866% | 1651   |  6.439% | 1284   |  6.369% | 
 | 31   | Blissey            |  6.04867% | 1551   |  6.049% | 1205   |  5.977% | 
 | 32   | Mamoswine          |  5.88098% | 1508   |  5.881% | 1185   |  5.878% | 
 | 33   | Forretress         |  5.55339% | 1424   |  5.553% | 1266   |  6.280% | 
 | 34   | Celebi             |  5.17510% | 1327   |  5.175% | 1100   |  5.456% | 
 | 35   | Gyarados           |  5.16730% | 1325   |  5.167% | 1005   |  4.985% | 
 | 36   | Jolteon            |  5.16730% | 1325   |  5.167% | 1006   |  4.990% | 
 | 37   | Gastrodon          |  5.10101% | 1308   |  5.101% | 1057   |  5.243% | 
 | 38   | Kyurem-Black       |  5.05031% | 1295   |  5.050% | 936    |  4.643% | 
 | 39   | Terrakion          |  4.84752% | 1243   |  4.848% | 896    |  4.444% | 
 | 40   | Toxicroak          |  4.46533% | 1145   |  4.465% | 856    |  4.246% | 
 | 41   | Amoonguss          |  4.41073% | 1131   |  4.411% | 981    |  4.866% | 
 | 42   | Haxorus            |  4.39123% | 1126   |  4.391% | 789    |  3.914% | 
 | 43   | Ninetales          |  4.20404% | 1078   |  4.204% | 945    |  4.687% | 
 | 44   | Latias             |  4.07145% | 1044   |  4.071% | 767    |  3.805% | 
 | 45   | Metagross          |  4.04415% | 1037   |  4.044% | 782    |  3.879% | 
 | 46   | Espeon             |  3.96225% | 1016   |  3.962% | 768    |  3.809% | 
 | 47   | Lucario            |  3.57616% | 917    |  3.576% | 667    |  3.308% | 
 | 48   | Tornadus           |  3.33437% | 855    |  3.334% | 617    |  3.060% | 
