 Total battles: 53605
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.55340% | 29540  | 27.553% | 25407  | 30.820% | 
 | 2    | Latios             | 25.00233% | 26805  | 25.002% | 19865  | 24.098% | 
 | 3    | Garchomp           | 21.96064% | 23544  | 21.961% | 17795  | 21.587% | 
 | 4    | Tyranitar          | 20.85906% | 22363  | 20.859% | 18415  | 22.339% | 
 | 5    | Scizor             | 18.68762% | 20035  | 18.688% | 15249  | 18.498% | 
 | 6    | Politoed           | 18.15596% | 19465  | 18.156% | 17404  | 21.112% | 
 | 7    | Dragonite          | 15.14318% | 16235  | 15.143% | 11893  | 14.427% | 
 | 8    | Excadrill          | 14.07425% | 15089  | 14.074% | 10787  | 13.085% | 
 | 9    | Landorus-Therian   | 13.67503% | 14661  | 13.675% | 12386  | 15.025% | 
 | 10   | Volcarona          | 13.60134% | 14582  | 13.601% | 10553  | 12.801% | 
 | 11   | Alakazam           | 13.37002% | 14334  | 13.370% | 10183  | 12.353% | 
 | 12   | Keldeo             | 13.04169% | 13982  | 13.042% | 10087  | 12.236% | 
 | 13   | Starmie            | 12.92603% | 13858  | 12.926% | 10282  | 12.473% | 
 | 14   | Magnezone          | 12.56879% | 13475  | 12.569% | 10425  | 12.646% | 
 | 15   | Tentacruel         | 12.13320% | 13008  | 12.133% | 9454   | 11.468% | 
 | 16   | Rotom-Wash         | 11.81793% | 12670  | 11.818% | 10601  | 12.860% | 
 | 17   | Jirachi            | 11.04934% | 11846  | 11.049% | 9977   | 12.103% | 
 | 18   | Breloom            | 10.92529% | 11713  | 10.925% | 9065   | 10.996% | 
 | 19   | Gliscor            | 10.67251% | 11442  | 10.673% | 8985   | 10.899% | 
 | 20   | Skarmory           |  9.60731% | 10300  |  9.607% | 8827   | 10.708% | 
 | 21   | Thundurus-Therian  |  9.11389% | 9771   |  9.114% | 7465   |  9.056% | 
 | 22   | Jellicent          |  8.91988% | 9563   |  8.920% | 7452   |  9.040% | 
 | 23   | Kyurem-Black       |  8.43765% | 9046   |  8.438% | 6508   |  7.895% | 
 | 24   | Reuniclus          |  8.36489% | 8968   |  8.365% | 6674   |  8.096% | 
 | 25   | Conkeldurr         |  7.40882% | 7943   |  7.409% | 6153   |  7.464% | 
 | 26   | Gengar             |  7.40696% | 7941   |  7.407% | 5876   |  7.128% | 
 | 27   | Salamence          |  7.28757% | 7813   |  7.288% | 5706   |  6.922% | 
 | 28   | Heatran            |  7.17004% | 7687   |  7.170% | 6035   |  7.321% | 
 | 29   | Hydreigon          |  6.79414% | 7284   |  6.794% | 5294   |  6.422% | 
 | 30   | Cloyster           |  6.62065% | 7098   |  6.621% | 5285   |  6.411% | 
 | 31   | Forretress         |  6.37347% | 6833   |  6.373% | 6002   |  7.281% | 
 | 32   | Infernape          |  6.34083% | 6798   |  6.341% | 5166   |  6.267% | 
 | 33   | Gyarados           |  5.98265% | 6414   |  5.983% | 4868   |  5.905% | 
 | 34   | Mamoswine          |  5.56851% | 5970   |  5.569% | 4612   |  5.595% | 
 | 35   | Terrakion          |  5.26723% | 5647   |  5.267% | 4118   |  4.995% | 
 | 36   | Gastrodon          |  5.12452% | 5494   |  5.125% | 4239   |  5.142% | 
 | 37   | Ninetales          |  4.20763% | 4511   |  4.208% | 3903   |  4.735% | 
 | 38   | Hippowdon          |  4.03600% | 4327   |  4.036% | 3677   |  4.460% | 
 | 39   | Toxicroak          |  4.03507% | 4326   |  4.035% | 3264   |  3.959% | 
 | 40   | Lucario            |  3.98843% | 4276   |  3.988% | 3115   |  3.779% | 
 | 41   | Celebi             |  3.98284% | 4270   |  3.983% | 3373   |  4.092% | 
 | 42   | Chandelure         |  3.81401% | 4089   |  3.814% | 3152   |  3.824% | 
 | 43   | Blissey            |  3.79442% | 4068   |  3.794% | 2970   |  3.603% | 
 | 44   | Haxorus            |  3.72540% | 3994   |  3.725% | 2857   |  3.466% | 
 | 45   | Latias             |  3.67503% | 3940   |  3.675% | 2849   |  3.456% | 
 | 46   | Jolteon            |  2.99879% | 3215   |  2.999% | 2456   |  2.979% | 
 | 47   | Chansey            |  2.90738% | 3117   |  2.907% | 2422   |  2.938% | 
 | 48   | Metagross          |  2.75254% | 2951   |  2.753% | 2113   |  2.563% | 
 | 49   | Tornadus           |  2.56692% | 2752   |  2.567% | 2067   |  2.507% | 
 | 50   | Espeon             |  2.39530% | 2568   |  2.395% | 1966   |  2.385% | 
 | 51   | Togekiss           |  2.17610% | 2333   |  2.176% | 1657   |  2.010% | 
 | 52   | Mienshao           |  2.17144% | 2328   |  2.171% | 1875   |  2.275% | 
 | 53   | Darmanitan         |  2.13320% | 2287   |  2.133% | 1696   |  2.057% | 
 | 54   | Slowbro            |  1.93918% | 2079   |  1.939% | 1648   |  1.999% | 
 | 55   | Cofagrigus         |  1.92799% | 2067   |  1.928% | 1603   |  1.945% | 
 | 56   | Porygon2           |  1.90934% | 2047   |  1.909% | 1632   |  1.980% | 
 | 57   | Milotic            |  1.86456% | 1999   |  1.865% | 1551   |  1.881% | 
 | 58   | Zoroark            |  1.85897% | 1993   |  1.859% | 790    |  0.958% | 
 | 59   | Donphan            |  1.84404% | 1977   |  1.844% | 1664   |  2.019% | 
 | 60   | Weavile            |  1.79834% | 1928   |  1.798% | 1427   |  1.731% | 
 | 61   | Bronzong           |  1.78062% | 1909   |  1.781% | 1625   |  1.971% | 
 | 62   | Krookodile         |  1.73305% | 1858   |  1.733% | 1392   |  1.689% | 
 | 63   | Xatu               |  1.65563% | 1775   |  1.656% | 1385   |  1.680% | 
 | 64   | Crobat             |  1.62765% | 1745   |  1.628% | 1348   |  1.635% | 
 | 65   | Mew                |  1.62671% | 1744   |  1.627% | 1395   |  1.692% | 
 | 66   | Umbreon            |  1.62578% | 1743   |  1.626% | 1335   |  1.619% | 
 | 67   | Vaporeon           |  1.60713% | 1723   |  1.607% | 1243   |  1.508% | 
 | 68   | Scrafty            |  1.55116% | 1663   |  1.551% | 1181   |  1.433% | 
 | 69   | Swampert           |  1.53624% | 1647   |  1.536% | 1370   |  1.662% | 
 | 70   | Staraptor          |  1.52504% | 1635   |  1.525% | 1237   |  1.501% | 
 | 71   | Amoonguss          |  1.52131% | 1631   |  1.521% | 1342   |  1.628% | 
 | 72   | Sableye            |  1.51665% | 1626   |  1.517% | 1371   |  1.663% | 
 | 73   | Bisharp            |  1.47747% | 1584   |  1.477% | 1237   |  1.501% | 
 | 74   | Abomasnow          |  1.38233% | 1482   |  1.382% | 1324   |  1.606% | 
 | 75   | Arcanine           |  1.37021% | 1469   |  1.370% | 1149   |  1.394% | 
 | 76   | Samurott           |  1.37021% | 1469   |  1.370% | 1089   |  1.321% | 
 | 77   | Kingdra            |  1.36648% | 1465   |  1.366% | 1069   |  1.297% | 
 | 78   | Venusaur           |  1.30771% | 1402   |  1.308% | 1048   |  1.271% | 
 | 79   | Victini            |  1.28719% | 1380   |  1.287% | 1003   |  1.217% | 
 | 80   | Aerodactyl         |  1.26574% | 1357   |  1.266% | 1148   |  1.393% | 
 | 81   | Sceptile           |  1.26014% | 1351   |  1.260% | 999    |  1.212% | 
 | 82   | Sigilyph           |  1.24988% | 1340   |  1.250% | 1043   |  1.265% | 
 | 83   | Mandibuzz          |  1.23496% | 1324   |  1.235% | 845    |  1.025% | 
 | 84   | Serperior          |  1.18739% | 1273   |  1.187% | 997    |  1.209% | 
 | 85   | Eelektross         |  1.18179% | 1267   |  1.182% | 999    |  1.212% | 
 | 86   | Empoleon           |  1.15008% | 1233   |  1.150% | 977    |  1.185% | 
 | 87   | Snorlax            |  1.11743% | 1198   |  1.117% | 866    |  1.051% | 
 | 88   | Azelf              |  1.02416% | 1098   |  1.024% | 1023   |  1.241% | 
 | 89   | Nidoking           |  0.99897% | 1071   |  0.999% | 794    |  0.963% | 
 | 90   | Blastoise          |  0.96446% | 1034   |  0.964% | 853    |  1.035% | 
