 Total battles: 48718
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Latios             | 26.03863% | 25371  | 26.039% | 18775  | 24.873% | 
 | 2    | Ferrothorn         | 24.74958% | 24115  | 24.750% | 20680  | 27.397% | 
 | 3    | Garchomp           | 22.50400% | 21927  | 22.504% | 17139  | 22.706% | 
 | 4    | Tyranitar          | 22.00316% | 21439  | 22.003% | 17619  | 23.342% | 
 | 5    | Scizor             | 18.90369% | 18419  | 18.904% | 14193  | 18.803% | 
 | 6    | Politoed           | 18.09290% | 17629  | 18.093% | 15525  | 20.567% | 
 | 7    | Dragonite          | 17.06556% | 16628  | 17.066% | 12019  | 15.923% | 
 | 8    | Starmie            | 16.59140% | 16166  | 16.591% | 12415  | 16.447% | 
 | 9    | Volcarona          | 14.73583% | 14358  | 14.736% | 10383  | 13.755% | 
 | 10   | Landorus-Therian   | 14.68143% | 14305  | 14.681% | 12252  | 16.231% | 
 | 11   | Alakazam           | 14.21959% | 13855  | 14.220% | 9874   | 13.081% | 
 | 12   | Magnezone          | 12.99109% | 12658  | 12.991% | 9905   | 13.122% | 
 | 13   | Tentacruel         | 12.98596% | 12653  | 12.986% | 9111   | 12.070% | 
 | 14   | Excadrill          | 12.86999% | 12540  | 12.870% | 9024   | 11.955% | 
 | 15   | Jirachi            | 12.63086% | 12307  | 12.631% | 10390  | 13.765% | 
 | 16   | Keldeo             | 11.97504% | 11668  | 11.975% | 8538   | 11.311% | 
 | 17   | Breloom            | 11.50909% | 11214  | 11.509% | 8544   | 11.319% | 
 | 18   | Rotom-Wash         | 11.02467% | 10742  | 11.025% | 9031   | 11.964% | 
 | 19   | Gliscor            | 10.70344% | 10429  | 10.703% | 8477   | 11.230% | 
 | 20   | Skarmory           | 10.53820% | 10268  | 10.538% | 9180   | 12.162% | 
 | 21   | Thundurus-Therian  |  8.92381% | 8695   |  8.924% | 6675   |  8.843% | 
 | 22   | Jellicent          |  8.61386% | 8393   |  8.614% | 6792   |  8.998% | 
 | 23   | Salamence          |  8.32341% | 8110   |  8.323% | 6041   |  8.003% | 
 | 24   | Kyurem-Black       |  8.24849% | 8037   |  8.248% | 5793   |  7.675% | 
 | 25   | Heatran            |  8.05452% | 7848   |  8.055% | 6319   |  8.371% | 
 | 26   | Reuniclus          |  7.88518% | 7683   |  7.885% | 5638   |  7.469% | 
 | 27   | Gengar             |  7.55162% | 7358   |  7.552% | 5432   |  7.196% | 
 | 28   | Hydreigon          |  7.43052% | 7240   |  7.431% | 5319   |  7.047% | 
 | 29   | Cloyster           |  6.84860% | 6673   |  6.849% | 4768   |  6.317% | 
 | 30   | Forretress         |  6.52018% | 6353   |  6.520% | 5647   |  7.481% | 
 | 31   | Conkeldurr         |  6.46989% | 6304   |  6.470% | 4661   |  6.175% | 
 | 32   | Mamoswine          |  5.98034% | 5827   |  5.980% | 4621   |  6.122% | 
 | 33   | Gyarados           |  5.70631% | 5560   |  5.706% | 4157   |  5.507% | 
 | 34   | Gastrodon          |  5.39431% | 5256   |  5.394% | 4215   |  5.584% | 
 | 35   | Terrakion          |  4.87807% | 4753   |  4.878% | 3636   |  4.817% | 
 | 36   | Infernape          |  4.35157% | 4240   |  4.352% | 3306   |  4.380% | 
 | 37   | Celebi             |  4.29000% | 4180   |  4.290% | 3242   |  4.295% | 
 | 38   | Lucario            |  4.10013% | 3995   |  4.100% | 2870   |  3.802% | 
 | 39   | Blissey            |  4.06010% | 3956   |  4.060% | 3000   |  3.974% | 
 | 40   | Toxicroak          |  3.88050% | 3781   |  3.880% | 2849   |  3.774% | 
 | 41   | Jolteon            |  3.77786% | 3681   |  3.778% | 2772   |  3.672% | 
 | 42   | Ninetales          |  3.68447% | 3590   |  3.684% | 3052   |  4.043% | 
 | 43   | Espeon             |  3.58594% | 3494   |  3.586% | 2730   |  3.617% | 
 | 44   | Hippowdon          |  3.40326% | 3316   |  3.403% | 2831   |  3.751% | 
 | 45   | Chandelure         |  3.38273% | 3296   |  3.383% | 2515   |  3.332% | 
 | 46   | Latias             |  3.06458% | 2986   |  3.065% | 2243   |  2.972% | 
 | 47   | Haxorus            |  3.05329% | 2975   |  3.053% | 2131   |  2.823% | 
 | 48   | Metagross          |  3.00813% | 2931   |  3.008% | 2241   |  2.969% | 
 | 49   | Mienshao           |  2.71666% | 2647   |  2.717% | 2145   |  2.842% | 
 | 50   | Chansey            |  2.64071% | 2573   |  2.641% | 1921   |  2.545% | 
 | 51   | Mew                |  2.52884% | 2464   |  2.529% | 2057   |  2.725% | 
 | 52   | Tornadus           |  2.44366% | 2381   |  2.444% | 1804   |  2.390% | 
 | 53   | Togekiss           |  2.28766% | 2229   |  2.288% | 1654   |  2.191% | 
