 Total battles: 14427
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.79913% | 6867   | 23.799% | 5989   | 26.926% | 
 | 2    | Garchomp           | 20.76315% | 5991   | 20.763% | 4543   | 20.425% | 
 | 3    | Tyranitar          | 19.60907% | 5658   | 19.609% | 4759   | 21.396% | 
 | 4    | Politoed           | 18.70451% | 5397   | 18.705% | 4773   | 21.459% | 
 | 5    | Landorus-Therian   | 15.91460% | 4592   | 15.915% | 3865   | 17.377% | 
 | 6    | Latios             | 15.19720% | 4385   | 15.197% | 3261   | 14.661% | 
 | 7    | Breloom            | 14.17828% | 4091   | 14.178% | 3192   | 14.351% | 
 | 8    | Starmie            | 13.49899% | 3895   | 13.499% | 2951   | 13.267% | 
 | 9    | Scizor             | 13.36383% | 3856   | 13.364% | 2940   | 13.218% | 
 | 10   | Dragonite          | 13.30838% | 3840   | 13.308% | 2721   | 12.233% | 
 | 11   | Magnezone          | 12.89249% | 3720   | 12.892% | 2858   | 12.849% | 
 | 12   | Jirachi            | 12.87863% | 3716   | 12.879% | 2899   | 13.034% | 
 | 13   | Tentacruel         | 11.62404% | 3354   | 11.624% | 2393   | 10.759% | 
 | 14   | Salamence          | 11.45075% | 3304   | 11.451% | 2351   | 10.570% | 
 | 15   | Gengar             | 11.28786% | 3257   | 11.288% | 2318   | 10.422% | 
 | 16   | Skarmory           | 11.10418% | 3204   | 11.104% | 2707   | 12.170% | 
 | 17   | Hydreigon          | 10.80959% | 3119   | 10.810% | 2356   | 10.592% | 
 | 18   | Excadrill          | 10.18576% | 2939   | 10.186% | 2139   |  9.617% | 
 | 19   | Volcarona          |  9.74562% | 2812   |  9.746% | 2060   |  9.262% | 
 | 20   | Keldeo             |  9.30893% | 2686   |  9.309% | 1968   |  8.848% | 
 | 21   | Gliscor            |  9.17377% | 2647   |  9.174% | 2048   |  9.208% | 
 | 22   | Alakazam           |  9.10099% | 2626   |  9.101% | 1891   |  8.502% | 
 | 23   | Gyarados           |  8.97276% | 2589   |  8.973% | 1935   |  8.700% | 
 | 24   | Heatran            |  8.65391% | 2497   |  8.654% | 1928   |  8.668% | 
