 Total battles: 5809
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 17.21467% | 2000   | 17.215% | 1487   | 17.089% | 
 | 2    | Dragonite          | 16.21622% | 1884   | 16.216% | 1377   | 15.825% | 
 | 3    | Tyranitar          | 15.50181% | 1801   | 15.502% | 1437   | 16.514% | 
 | 4    | Scizor             | 15.24359% | 1771   | 15.244% | 1342   | 15.423% | 
 | 5    | Ferrothorn         | 14.20210% | 1650   | 14.202% | 1408   | 16.181% | 
 | 6    | Politoed           | 12.83353% | 1491   | 12.834% | 1369   | 15.733% | 
 | 7    | Alakazam           | 12.69582% | 1475   | 12.696% | 1013   | 11.642% | 
 | 8    | Starmie            | 12.36013% | 1436   | 12.360% | 1042   | 11.975% | 
 | 9    | Gengar             | 11.94698% | 1388   | 11.947% | 1018   | 11.699% | 
 | 10   | Latios             | 11.71458% | 1361   | 11.715% | 1042   | 11.975% | 
 | 11   | Volcarona          | 11.61129% | 1349   | 11.611% | 944    | 10.849% | 
 | 12   | Landorus-Therian   | 10.90549% | 1267   | 10.905% | 1003   | 11.527% | 
 | 13   | Skarmory           |  9.34756% | 1086   |  9.348% | 905    | 10.401% | 
 | 14   | Breloom            |  9.31313% | 1082   |  9.313% | 799    |  9.182% | 
 | 15   | Gyarados           |  8.77087% | 1019   |  8.771% | 826    |  9.493% | 
 | 16   | Hydreigon          |  8.30608% | 965    |  8.306% | 716    |  8.228% | 
 | 17   | Salamence          |  8.26304% | 960    |  8.263% | 717    |  8.240% | 
 | 18   | Gliscor            |  8.25443% | 959    |  8.254% | 748    |  8.596% | 
 | 19   | Rotom-Wash         |  7.85850% | 913    |  7.858% | 745    |  8.562% | 
 | 20   | Heatran            |  7.82407% | 909    |  7.824% | 713    |  8.194% | 
 | 21   | Jirachi            |  7.81546% | 908    |  7.815% | 656    |  7.539% | 
 | 22   | Keldeo             |  7.70356% | 895    |  7.704% | 636    |  7.309% | 
 | 23   | Metagross          |  7.35066% | 854    |  7.351% | 610    |  7.010% | 
 | 24   | Excadrill          |  7.00637% | 814    |  7.006% | 539    |  6.194% | 
 | 25   | Infernape          |  6.87726% | 799    |  6.877% | 603    |  6.930% | 
 | 26   | Jellicent          |  6.55018% | 761    |  6.550% | 582    |  6.689% | 
 | 27   | Lucario            |  6.46411% | 751    |  6.464% | 565    |  6.493% | 
 | 28   | Kyurem-Black       |  6.33500% | 736    |  6.335% | 544    |  6.252% | 
 | 29   | Jolteon            |  6.14564% | 714    |  6.146% | 532    |  6.114% | 
 | 30   | Magnezone          |  6.05956% | 704    |  6.060% | 516    |  5.930% | 
 | 31   | Charizard          |  6.00792% | 698    |  6.008% | 532    |  6.114% | 
 | 32   | Haxorus            |  5.94767% | 691    |  5.948% | 471    |  5.413% | 
 | 33   | Cloyster           |  5.90463% | 686    |  5.905% | 523    |  6.010% | 
 | 34   | Conkeldurr         |  5.57755% | 648    |  5.578% | 492    |  5.654% | 
 | 35   | Chandelure         |  5.08693% | 591    |  5.087% | 436    |  5.011% | 
 | 36   | Thundurus-Therian  |  4.69960% | 546    |  4.700% | 378    |  4.344% | 
 | 37   | Tentacruel         |  4.63935% | 539    |  4.639% | 406    |  4.666% | 
 | 38   | Blissey            |  4.56189% | 530    |  4.562% | 379    |  4.356% | 
 | 39   | Gastrodon          |  4.52746% | 526    |  4.527% | 403    |  4.631% | 
 | 40   | Celebi             |  4.46721% | 519    |  4.467% | 417    |  4.792% | 
 | 41   | Venusaur           |  4.43278% | 515    |  4.433% | 368    |  4.229% | 
 | 42   | Espeon             |  4.36392% | 507    |  4.364% | 366    |  4.206% | 
 | 43   | Forretress         |  4.30367% | 500    |  4.304% | 429    |  4.930% | 
 | 44   | Reuniclus          |  4.26063% | 495    |  4.261% | 316    |  3.632% | 
 | 45   | Toxicroak          |  3.82166% | 444    |  3.822% | 309    |  3.551% | 
 | 46   | Terrakion          |  3.79583% | 441    |  3.796% | 279    |  3.206% | 
 | 47   | Donphan            |  3.75280% | 436    |  3.753% | 356    |  4.091% | 
 | 48   | Blastoise          |  3.63229% | 422    |  3.632% | 338    |  3.884% | 
 | 49   | Snorlax            |  3.54622% | 412    |  3.546% | 307    |  3.528% | 
 | 50   | Ninetales          |  3.52040% | 409    |  3.520% | 342    |  3.930% | 
 | 51   | Krookodile         |  3.36547% | 391    |  3.365% | 286    |  3.287% | 
 | 52   | Arcanine           |  3.33965% | 388    |  3.340% | 267    |  3.068% | 
 | 53   | Crobat             |  3.33104% | 387    |  3.331% | 299    |  3.436% | 
 | 54   | Mamoswine          |  3.27079% | 380    |  3.271% | 295    |  3.390% | 
 | 55   | Vaporeon           |  3.23636% | 376    |  3.236% | 289    |  3.321% | 
 | 56   | Dugtrio            |  3.15028% | 366    |  3.150% | 268    |  3.080% | 
 | 57   | Weavile            |  3.07282% | 357    |  3.073% | 250    |  2.873% | 
 | 58   | Latias             |  2.94371% | 342    |  2.944% | 227    |  2.609% | 
 | 59   | Zapdos             |  2.81460% | 327    |  2.815% | 250    |  2.873% | 
 | 60   | Nidoking           |  2.75435% | 320    |  2.754% | 241    |  2.770% | 
 | 61   | Sceptile           |  2.65106% | 308    |  2.651% | 233    |  2.678% | 
 | 62   | Hippowdon          |  2.63384% | 306    |  2.634% | 259    |  2.976% | 
 | 63   | Heracross          |  2.59941% | 302    |  2.599% | 221    |  2.540% | 
 | 64   | Serperior          |  2.57359% | 299    |  2.574% | 223    |  2.563% | 
 | 65   | Mew                |  2.57359% | 299    |  2.574% | 227    |  2.609% | 
 | 66   | Samurott           |  2.52195% | 293    |  2.522% | 221    |  2.540% | 
 | 67   | Tornadus           |  2.50473% | 291    |  2.505% | 196    |  2.252% | 
 | 68   | Swampert           |  2.46170% | 286    |  2.462% | 230    |  2.643% | 
 | 69   | Electivire         |  2.45309% | 285    |  2.453% | 220    |  2.528% | 
 | 70   | Chansey            |  2.40145% | 279    |  2.401% | 197    |  2.264% | 
 | 71   | Abomasnow          |  2.32398% | 270    |  2.324% | 223    |  2.563% | 
 | 72   | Amoonguss          |  2.30677% | 268    |  2.307% | 189    |  2.172% | 
 | 73   | Staraptor          |  2.25512% | 262    |  2.255% | 197    |  2.264% | 
 | 74   | Lapras             |  2.14323% | 249    |  2.143% | 181    |  2.080% | 
 | 75   | Typhlosion         |  2.13462% | 248    |  2.135% | 187    |  2.149% | 
 | 76   | Darmanitan         |  2.07437% | 241    |  2.074% | 186    |  2.138% | 
 | 77   | Umbreon            |  2.07437% | 241    |  2.074% | 180    |  2.069% | 
 | 78   | Machamp            |  1.97969% | 230    |  1.980% | 168    |  1.931% | 
 | 79   | Bisharp            |  1.97108% | 229    |  1.971% | 162    |  1.862% | 
 | 80   | Togekiss           |  1.91944% | 223    |  1.919% | 167    |  1.919% | 
 | 81   | Emboar             |  1.89361% | 220    |  1.894% | 165    |  1.896% | 
 | 82   | Cofagrigus         |  1.88501% | 219    |  1.885% | 176    |  2.023% | 
 | 83   | Aerodactyl         |  1.85918% | 216    |  1.859% | 154    |  1.770% | 
 | 84   | Pikachu            |  1.80754% | 210    |  1.808% | 165    |  1.896% | 
 | 85   | Suicune            |  1.80754% | 210    |  1.808% | 152    |  1.747% | 
 | 86   | Houndoom           |  1.74729% | 203    |  1.747% | 137    |  1.574% | 
 | 87   | Eelektross         |  1.73007% | 201    |  1.730% | 156    |  1.793% | 
 | 88   | Milotic            |  1.67843% | 195    |  1.678% | 151    |  1.735% | 
 | 89   | Mienshao           |  1.67843% | 195    |  1.678% | 162    |  1.862% | 
