 Total battles: 12049
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 26.07270% | 6283   | 26.073% | 5397   | 28.608% | 
 | 2    | Tyranitar          | 20.00166% | 4820   | 20.002% | 4020   | 21.309% | 
 | 3    | Politoed           | 18.08449% | 4358   | 18.084% | 3902   | 20.683% | 
 | 4    | Landorus-Therian   | 17.34169% | 4179   | 17.342% | 3510   | 18.605% | 
 | 5    | Latios             | 16.86032% | 4063   | 16.860% | 3092   | 16.390% | 
 | 6    | Garchomp           | 16.37480% | 3946   | 16.375% | 3044   | 16.135% | 
 | 7    | Jirachi            | 14.08831% | 3395   | 14.088% | 2718   | 14.407% | 
 | 8    | Dragonite          | 13.97211% | 3367   | 13.972% | 2466   | 13.071% | 
 | 9    | Gliscor            | 13.96796% | 3366   | 13.968% | 2627   | 13.925% | 
 | 10   | Scizor             | 12.93468% | 3117   | 12.935% | 2347   | 12.441% | 
 | 11   | Skarmory           | 12.76040% | 3075   | 12.760% | 2698   | 14.301% | 
 | 12   | Starmie            | 12.68570% | 3057   | 12.686% | 2361   | 12.515% | 
 | 13   | Breloom            | 11.58187% | 2791   | 11.582% | 2163   | 11.465% | 
 | 14   | Heatran            | 10.93867% | 2636   | 10.939% | 2110   | 11.184% | 
 | 15   | Keldeo             | 10.47390% | 2524   | 10.474% | 1858   |  9.849% | 
 | 16   | Volcarona          | 10.27886% | 2477   | 10.279% | 1781   |  9.440% | 
 | 17   | Magnezone          | 10.26226% | 2473   | 10.262% | 1929   | 10.225% | 
 | 18   | Tentacruel         | 10.12117% | 2439   | 10.121% | 1881   |  9.970% | 
 | 19   | Hydreigon          |  9.44062% | 2275   |  9.441% | 1827   |  9.684% | 
 | 20   | Excadrill          |  9.34517% | 2252   |  9.345% | 1654   |  8.767% | 
 | 21   | Alakazam           |  9.08374% | 2189   |  9.084% | 1564   |  8.290% | 
 | 22   | Gengar             |  8.88041% | 2140   |  8.880% | 1615   |  8.561% | 
 | 23   | Rotom-Wash         |  8.31604% | 2004   |  8.316% | 1698   |  9.000% | 
 | 24   | Jellicent          |  8.14175% | 1962   |  8.142% | 1547   |  8.200% | 
 | 25   | Salamence          |  8.03801% | 1937   |  8.038% | 1396   |  7.400% | 
 | 26   | Reuniclus          |  7.26201% | 1750   |  7.262% | 1279   |  6.780% | 
 | 27   | Infernape          |  6.87194% | 1656   |  6.872% | 1294   |  6.859% | 
 | 28   | Forretress         |  6.55656% | 1580   |  6.557% | 1378   |  7.304% | 
 | 29   | Conkeldurr         |  6.37812% | 1537   |  6.378% | 1192   |  6.318% | 
 | 30   | Blissey            |  6.26193% | 1509   |  6.262% | 1113   |  5.900% | 
 | 31   | Ninetales          |  6.01295% | 1449   |  6.013% | 1285   |  6.811% | 
 | 32   | Jolteon            |  5.96730% | 1438   |  5.967% | 1099   |  5.825% | 
 | 33   | Cloyster           |  5.85111% | 1410   |  5.851% | 1113   |  5.900% | 
 | 34   | Gyarados           |  5.80131% | 1398   |  5.801% | 1036   |  5.491% | 
 | 35   | Mamoswine          |  5.78886% | 1395   |  5.789% | 1102   |  5.841% | 
 | 36   | Kyurem-Black       |  5.59383% | 1348   |  5.594% | 987    |  5.232% | 
 | 37   | Gastrodon          |  5.51498% | 1329   |  5.515% | 1023   |  5.423% | 
 | 38   | Thundurus-Therian  |  5.09586% | 1228   |  5.096% | 936    |  4.961% | 
 | 39   | Terrakion          |  4.98382% | 1201   |  4.984% | 914    |  4.845% | 
 | 40   | Donphan            |  4.69334% | 1131   |  4.693% | 936    |  4.961% | 
