 Total battles: 1413
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.46072% | 663    | 23.461% | 572    | 26.325% | 
 | 2    | Tyranitar          | 23.07148% | 652    | 23.071% | 518    | 23.840% | 
 | 3    | Garchomp           | 22.18684% | 627    | 22.187% | 457    | 21.032% | 
 | 4    | Politoed           | 20.48832% | 579    | 20.488% | 524    | 24.116% | 
 | 5    | Dragonite          | 16.59590% | 469    | 16.596% | 340    | 15.648% | 
 | 6    | Latios             | 16.02972% | 453    | 16.030% | 322    | 14.819% | 
 | 7    | Starmie            | 14.36660% | 406    | 14.367% | 305    | 14.037% | 
 | 8    | Scizor             | 13.87120% | 392    | 13.871% | 307    | 14.129% | 
 | 9    | Heatran            | 13.65888% | 386    | 13.659% | 321    | 14.773% | 
 | 10   | Keldeo             | 13.58811% | 384    | 13.588% | 284    | 13.070% | 
 | 11   | Jirachi            | 12.66808% | 358    | 12.668% | 273    | 12.564% | 
 | 12   | Skarmory           | 12.45577% | 352    | 12.456% | 304    | 13.991% | 
 | 13   | Gliscor            | 11.88960% | 336    | 11.890% | 267    | 12.288% | 
 | 14   | Breloom            | 10.61571% | 300    | 10.616% | 255    | 11.736% | 
 | 15   | Landorus-Therian   | 10.54494% | 298    | 10.545% | 252    | 11.598% | 
 | 16   | Gengar             | 10.36801% | 293    | 10.368% | 220    | 10.125% | 
 | 17   | Rotom-Wash         | 10.26185% | 290    | 10.262% | 232    | 10.677% | 
 | 18   | Tentacruel         |  9.80184% | 277    |  9.802% | 219    | 10.079% | 
 | 19   | Jellicent          |  9.16490% | 259    |  9.165% | 220    | 10.125% | 
 | 20   | Volcarona          |  7.85563% | 222    |  7.856% | 153    |  7.041% | 
 | 21   | Hydreigon          |  7.60793% | 215    |  7.608% | 174    |  8.008% | 
 | 22   | Excadrill          |  7.07714% | 200    |  7.077% | 147    |  6.765% | 
 | 23   | Latias             |  6.93560% | 196    |  6.936% | 133    |  6.121% | 
 | 24   | Alakazam           |  6.82944% | 193    |  6.829% | 133    |  6.121% | 
 | 25   | Gyarados           |  6.61713% | 187    |  6.617% | 151    |  6.949% | 
 | 26   | Mamoswine          |  6.58174% | 186    |  6.582% | 172    |  7.916% | 
 | 27   | Conkeldurr         |  6.36943% | 180    |  6.369% | 139    |  6.397% | 
 | 28   | Terrakion          |  6.26327% | 177    |  6.263% | 126    |  5.799% | 
 | 29   | Thundurus-Therian  |  6.19250% | 175    |  6.192% | 130    |  5.983% | 
 | 30   | Forretress         |  5.98018% | 169    |  5.980% | 139    |  6.397% | 
 | 31   | Celebi             |  5.76787% | 163    |  5.768% | 133    |  6.121% | 
 | 32   | Magnezone          |  5.59094% | 158    |  5.591% | 118    |  5.431% | 
 | 33   | Kyurem-Black       |  5.59094% | 158    |  5.591% | 103    |  4.740% | 
 | 34   | Haxorus            |  5.48478% | 155    |  5.485% | 102    |  4.694% | 
 | 35   | Salamence          |  5.37863% | 152    |  5.379% | 110    |  5.063% | 
 | 36   | Metagross          |  5.34324% | 151    |  5.343% | 106    |  4.878% | 
 | 37   | Weavile            |  5.09554% | 144    |  5.096% | 120    |  5.523% | 
 | 38   | Toxicroak          |  5.02477% | 142    |  5.025% | 98     |  4.510% | 
 | 39   | Cloyster           |  4.98938% | 141    |  4.989% | 95     |  4.372% | 
 | 40   | Reuniclus          |  4.84784% | 137    |  4.848% | 103    |  4.740% | 
 | 41   | Lucario            |  4.70630% | 133    |  4.706% | 103    |  4.740% | 
 | 42   | Gastrodon          |  4.67091% | 132    |  4.671% | 100    |  4.602% | 
 | 43   | Hippowdon          |  4.35244% | 123    |  4.352% | 105    |  4.832% | 
 | 44   | Jolteon            |  4.10474% | 116    |  4.105% | 86     |  3.958% | 
 | 45   | Tornadus           |  3.92781% | 111    |  3.928% | 90     |  4.142% | 
 | 46   | Donphan            |  3.92781% | 111    |  3.928% | 87     |  4.004% | 
 | 47   | Mew                |  3.82166% | 108    |  3.822% | 93     |  4.280% | 
 | 48   | Blissey            |  3.71550% | 105    |  3.715% | 84     |  3.866% | 
 | 49   | Ninetales          |  3.46780% | 98     |  3.468% | 85     |  3.912% | 
 | 50   | Chansey            |  3.29087% | 93     |  3.291% | 68     |  3.130% | 
 | 51   | Amoonguss          |  3.18471% | 90     |  3.185% | 74     |  3.406% | 
 | 52   | Infernape          |  3.14933% | 89     |  3.149% | 73     |  3.360% | 
 | 53   | Bisharp            |  3.00778% | 85     |  3.008% | 50     |  2.301% | 
 | 54   | Chandelure         |  3.00778% | 85     |  3.008% | 67     |  3.084% | 
 | 55   | Charizard          |  2.90163% | 82     |  2.902% | 74     |  3.406% | 
 | 56   | Arcanine           |  2.76008% | 78     |  2.760% | 59     |  2.715% | 
 | 57   | Azelf              |  2.65393% | 75     |  2.654% | 60     |  2.761% | 
 | 58   | Swampert           |  2.61854% | 74     |  2.619% | 51     |  2.347% | 
 | 59   | Sigilyph           |  2.54777% | 72     |  2.548% | 53     |  2.439% | 
 | 60   | Azumarill          |  2.51238% | 71     |  2.512% | 55     |  2.531% | 
 | 61   | Venusaur           |  2.47700% | 70     |  2.477% | 59     |  2.715% | 
 | 62   | Serperior          |  2.44161% | 69     |  2.442% | 49     |  2.255% | 
