 Total battles: 11668
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 22.77597% | 5315   | 22.776% | 4535   | 25.240% | 
 | 2    | Tyranitar          | 19.31779% | 4508   | 19.318% | 3633   | 20.220% | 
 | 3    | Politoed           | 17.87367% | 4171   | 17.874% | 3820   | 21.261% | 
 | 4    | Latios             | 17.77940% | 4149   | 17.779% | 3023   | 16.825% | 
 | 5    | Garchomp           | 17.41944% | 4065   | 17.419% | 3031   | 16.870% | 
 | 6    | Landorus-Therian   | 16.14244% | 3767   | 16.142% | 3143   | 17.493% | 
 | 7    | Scizor             | 14.46692% | 3376   | 14.467% | 2482   | 13.814% | 
 | 8    | Dragonite          | 14.05125% | 3279   | 14.051% | 2397   | 13.341% | 
 | 9    | Keldeo             | 13.57988% | 3169   | 13.580% | 2303   | 12.818% | 
 | 10   | Jirachi            | 13.09993% | 3057   | 13.100% | 2435   | 13.552% | 
 | 11   | Volcarona          | 12.34573% | 2881   | 12.346% | 2028   | 11.287% | 
 | 12   | Breloom            | 11.79722% | 2753   | 11.797% | 2119   | 11.794% | 
 | 13   | Hydreigon          | 11.75009% | 2742   | 11.750% | 2082   | 11.588% | 
 | 14   | Heatran            | 11.51440% | 2687   | 11.514% | 2166   | 12.055% | 
 | 15   | Starmie            | 10.43881% | 2436   | 10.439% | 1797   | 10.002% | 
 | 16   | Skarmory           | 10.29739% | 2403   | 10.297% | 2077   | 11.560% | 
 | 17   | Excadrill          | 10.18169% | 2376   | 10.182% | 1745   |  9.712% | 
 | 18   | Alakazam           | 10.03171% | 2341   | 10.032% | 1645   |  9.156% | 
 | 19   | Rotom-Wash         |  9.68461% | 2260   |  9.685% | 1884   | 10.486% | 
 | 20   | Gyarados           |  8.79757% | 2053   |  8.798% | 1650   |  9.183% | 
 | 21   | Gliscor            |  8.73329% | 2038   |  8.733% | 1551   |  8.632% | 
 | 22   | Salamence          |  8.64330% | 2017   |  8.643% | 1442   |  8.026% | 
 | 23   | Gengar             |  8.49760% | 1983   |  8.498% | 1464   |  8.148% | 
 | 24   | Conkeldurr         |  8.42904% | 1967   |  8.429% | 1565   |  8.710% | 
 | 25   | Tentacruel         |  7.92767% | 1850   |  7.928% | 1452   |  8.081% | 
 | 26   | Jellicent          |  7.77340% | 1814   |  7.773% | 1485   |  8.265% | 
 | 27   | Magnezone          |  7.75626% | 1810   |  7.756% | 1386   |  7.714% | 
 | 28   | Thundurus-Therian  |  6.99349% | 1632   |  6.993% | 1198   |  6.668% | 
 | 29   | Forretress         |  6.90350% | 1611   |  6.903% | 1382   |  7.692% | 
 | 30   | Toxicroak          |  5.92647% | 1383   |  5.926% | 1053   |  5.861% | 
 | 31   | Terrakion          |  5.84505% | 1364   |  5.845% | 1000   |  5.566% | 
 | 32   | Metagross          |  5.84076% | 1363   |  5.841% | 1014   |  5.644% | 
 | 33   | Infernape          |  5.72506% | 1336   |  5.725% | 1027   |  5.716% | 
 | 34   | Celebi             |  5.44652% | 1271   |  5.447% | 993    |  5.527% | 
 | 35   | Cloyster           |  5.40367% | 1261   |  5.404% | 979    |  5.449% | 
 | 36   | Blissey            |  5.33939% | 1246   |  5.339% | 885    |  4.926% | 
 | 37   | Lucario            |  5.31796% | 1241   |  5.318% | 879    |  4.892% | 
 | 38   | Jolteon            |  5.09942% | 1190   |  5.099% | 875    |  4.870% | 
 | 39   | Tornadus           |  5.01371% | 1170   |  5.014% | 872    |  4.853% | 
