 Total battles: 54345
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.89107% | 28141  | 25.891% | 23852  | 28.545% | 
 | 2    | Latios             | 25.01242% | 27186  | 25.012% | 19952  | 23.878% | 
 | 3    | Garchomp           | 23.36646% | 25397  | 23.366% | 19504  | 23.342% | 
 | 4    | Tyranitar          | 20.34042% | 22108  | 20.340% | 17998  | 21.539% | 
 | 5    | Scizor             | 17.35762% | 18866  | 17.358% | 14403  | 17.237% | 
 | 6    | Politoed           | 17.19569% | 18690  | 17.196% | 16372  | 19.594% | 
 | 7    | Dragonite          | 14.98666% | 16289  | 14.987% | 11578  | 13.856% | 
 | 8    | Starmie            | 14.43463% | 15689  | 14.435% | 11739  | 14.049% | 
 | 9    | Magnezone          | 14.04913% | 15270  | 14.049% | 11838  | 14.167% | 
 | 10   | Landorus-Therian   | 14.04545% | 15266  | 14.045% | 12914  | 15.455% | 
 | 11   | Excadrill          | 13.81912% | 15020  | 13.819% | 10843  | 12.977% | 
 | 12   | Jirachi            | 13.39130% | 14555  | 13.391% | 12062  | 14.435% | 
 | 13   | Volcarona          | 13.39038% | 14554  | 13.390% | 10583  | 12.665% | 
 | 14   | Alakazam           | 13.07480% | 14211  | 13.075% | 10103  | 12.091% | 
 | 15   | Rotom-Wash         | 12.56877% | 13661  | 12.569% | 11315  | 13.541% | 
 | 16   | Tentacruel         | 12.43721% | 13518  | 12.437% | 9676   | 11.580% | 
 | 17   | Keldeo             | 11.92014% | 12956  | 11.920% | 9466   | 11.329% | 
 | 18   | Breloom            | 11.91738% | 12953  | 11.917% | 9877   | 11.821% | 
 | 19   | Skarmory           |  9.81415% | 10667  |  9.814% | 9168   | 10.972% | 
 | 20   | Gliscor            |  9.56298% | 10394  |  9.563% | 8232   |  9.852% | 
 | 21   | Kyurem-Black       |  9.35505% | 10168  |  9.355% | 7105   |  8.503% | 
 | 22   | Gengar             |  8.71377% | 9471   |  8.714% | 6917   |  8.278% | 
 | 23   | Thundurus-Therian  |  8.60337% | 9351   |  8.603% | 7122   |  8.523% | 
 | 24   | Jellicent          |  8.14886% | 8857   |  8.149% | 6899   |  8.257% | 
 | 25   | Conkeldurr         |  8.05042% | 8750   |  8.050% | 6458   |  7.729% | 
 | 26   | Reuniclus          |  7.99890% | 8694   |  7.999% | 6281   |  7.517% | 
 | 27   | Salamence          |  7.67688% | 8344   |  7.677% | 6059   |  7.251% | 
 | 28   | Hydreigon          |  7.56003% | 8217   |  7.560% | 6070   |  7.264% | 
 | 29   | Heatran            |  7.37510% | 8016   |  7.375% | 6370   |  7.623% | 
 | 30   | Gyarados           |  6.54338% | 7112   |  6.543% | 5270   |  6.307% | 
 | 31   | Cloyster           |  6.51302% | 7079   |  6.513% | 5250   |  6.283% | 
 | 32   | Forretress         |  5.78158% | 6284   |  5.782% | 5482   |  6.561% | 
 | 33   | Mamoswine          |  5.68314% | 6177   |  5.683% | 4787   |  5.729% | 
 | 34   | Gastrodon          |  5.32524% | 5788   |  5.325% | 4538   |  5.431% | 
 | 35   | Infernape          |  5.07498% | 5516   |  5.075% | 4377   |  5.238% | 
 | 36   | Toxicroak          |  4.21382% | 4580   |  4.214% | 3437   |  4.113% | 
 | 37   | Terrakion          |  4.20922% | 4575   |  4.209% | 3539   |  4.235% | 
 | 38   | Ninetales          |  3.98841% | 4335   |  3.988% | 3738   |  4.474% | 
 | 39   | Celebi             |  3.88168% | 4219   |  3.882% | 3383   |  4.049% | 
 | 40   | Blissey            |  3.85960% | 4195   |  3.860% | 3134   |  3.751% | 
 | 41   | Jolteon            |  3.79612% | 4126   |  3.796% | 3064   |  3.667% | 
 | 42   | Metagross          |  3.72435% | 4048   |  3.724% | 2927   |  3.503% | 
 | 43   | Chandelure         |  3.60199% | 3915   |  3.602% | 3074   |  3.679% | 
 | 44   | Lucario            |  3.53758% | 3845   |  3.538% | 2776   |  3.322% | 
 | 45   | Hippowdon          |  3.46122% | 3762   |  3.461% | 3198   |  3.827% | 
 | 46   | Haxorus            |  3.01040% | 3272   |  3.010% | 2363   |  2.828% | 
 | 47   | Espeon             |  2.95059% | 3207   |  2.951% | 2489   |  2.979% | 
 | 48   | Latias             |  2.67550% | 2908   |  2.675% | 2030   |  2.429% | 
 | 49   | Mew                |  2.65250% | 2883   |  2.652% | 2380   |  2.848% | 
 | 50   | Weavile            |  2.57521% | 2799   |  2.575% | 1986   |  2.377% | 
 | 51   | Abomasnow          |  2.52001% | 2739   |  2.520% | 2395   |  2.866% | 
 | 52   | Donphan            |  2.50529% | 2723   |  2.505% | 2248   |  2.690% | 
 | 53   | Tornadus           |  2.46757% | 2682   |  2.468% | 2060   |  2.465% | 
 | 54   | Chansey            |  2.39488% | 2603   |  2.395% | 2001   |  2.395% | 
 | 55   | Darmanitan         |  2.38016% | 2587   |  2.380% | 2041   |  2.443% | 
 | 56   | Togekiss           |  2.38016% | 2587   |  2.380% | 2023   |  2.421% | 
 | 57   | Milotic            |  2.32680% | 2529   |  2.327% | 1934   |  2.315% | 
 | 58   | Cofagrigus         |  2.14371% | 2330   |  2.144% | 1789   |  2.141% | 
 | 59   | Umbreon            |  1.78765% | 1943   |  1.788% | 1335   |  1.598% | 
 | 60   | Mienshao           |  1.76281% | 1916   |  1.763% | 1544   |  1.848% | 
 | 61   | Scrafty            |  1.66253% | 1807   |  1.663% | 1438   |  1.721% | 
 | 62   | Zoroark            |  1.63308% | 1775   |  1.633% | 647    |  0.774% | 
 | 63   | Bisharp            |  1.57696% | 1714   |  1.577% | 1277   |  1.528% | 
 | 64   | Staraptor          |  1.53096% | 1664   |  1.531% | 1282   |  1.534% | 
 | 65   | Whimsicott         |  1.46380% | 1591   |  1.464% | 1232   |  1.474% | 
 | 66   | Vaporeon           |  1.45460% | 1581   |  1.455% | 1167   |  1.397% | 
 | 67   | Arcanine           |  1.42515% | 1549   |  1.425% | 1213   |  1.452% | 
 | 68   | Xatu               |  1.38927% | 1510   |  1.389% | 1199   |  1.435% | 
 | 69   | Bronzong           |  1.36443% | 1483   |  1.364% | 1323   |  1.583% | 
