 Total battles: 10492
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.44644% | 4920   | 23.446% | 4343   | 26.408% | 
 | 2    | Tyranitar          | 20.58711% | 4320   | 20.587% | 3543   | 21.543% | 
 | 3    | Latios             | 19.46245% | 4084   | 19.462% | 2977   | 18.102% | 
 | 4    | Garchomp           | 18.83816% | 3953   | 18.838% | 3035   | 18.454% | 
 | 5    | Landorus-Therian   | 17.96130% | 3769   | 17.961% | 3212   | 19.531% | 
 | 6    | Politoed           | 17.58483% | 3690   | 17.585% | 3363   | 20.449% | 
 | 7    | Jirachi            | 15.40221% | 3232   | 15.402% | 2569   | 15.621% | 
 | 8    | Scizor             | 15.36885% | 3225   | 15.369% | 2533   | 15.402% | 
 | 9    | Breloom            | 13.58178% | 2850   | 13.582% | 2190   | 13.316% | 
 | 10   | Keldeo             | 12.94319% | 2716   | 12.943% | 2023   | 12.301% | 
 | 11   | Dragonite          | 12.48094% | 2619   | 12.481% | 1875   | 11.401% | 
 | 12   | Starmie            | 12.41422% | 2605   | 12.414% | 1957   | 11.900% | 
 | 13   | Rotom-Wash         | 11.18471% | 2347   | 11.185% | 2045   | 12.435% | 
 | 14   | Hydreigon          | 11.00362% | 2309   | 11.004% | 1801   | 10.951% | 
 | 15   | Volcarona          | 10.78917% | 2264   | 10.789% | 1631   |  9.917% | 
 | 16   | Skarmory           | 10.77011% | 2260   | 10.770% | 1904   | 11.577% | 
 | 17   | Excadrill          | 10.37457% | 2177   | 10.375% | 1564   |  9.510% | 
 | 18   | Heatran            | 10.02669% | 2104   | 10.027% | 1720   | 10.458% | 
 | 19   | Gliscor            |  9.38811% | 1970   |  9.388% | 1518   |  9.230% | 
 | 20   | Alakazam           |  8.84960% | 1857   |  8.850% | 1309   |  7.959% | 
 | 21   | Magnezone          |  8.84007% | 1855   |  8.840% | 1440   |  8.756% | 
 | 22   | Jellicent          |  8.63039% | 1811   |  8.630% | 1472   |  8.951% | 
 | 23   | Gengar             |  8.28250% | 1738   |  8.283% | 1285   |  7.813% | 
 | 24   | Tentacruel         |  7.80118% | 1637   |  7.801% | 1292   |  7.856% | 
 | 25   | Salamence          |  7.32939% | 1538   |  7.329% | 1141   |  6.938% | 
 | 26   | Kyurem-Black       |  7.01010% | 1471   |  7.010% | 1103   |  6.707% | 
 | 27   | Gyarados           |  6.93862% | 1456   |  6.939% | 1109   |  6.743% | 
 | 28   | Conkeldurr         |  6.83378% | 1434   |  6.834% | 1125   |  6.841% | 
 | 29   | Terrakion          |  6.22856% | 1307   |  6.229% | 976    |  5.935% | 
 | 30   | Reuniclus          |  6.11895% | 1284   |  6.119% | 984    |  5.983% | 
 | 31   | Haxorus            |  6.01887% | 1263   |  6.019% | 925    |  5.624% | 
 | 32   | Thundurus-Therian  |  5.60904% | 1177   |  5.609% | 895    |  5.442% | 
 | 33   | Forretress         |  5.09436% | 1069   |  5.094% | 945    |  5.746% | 
 | 34   | Lucario            |  4.93233% | 1035   |  4.932% | 773    |  4.700% | 
 | 35   | Infernape          |  4.89421% | 1027   |  4.894% | 819    |  4.980% | 
 | 36   | Cloyster           |  4.85132% | 1018   |  4.851% | 806    |  4.901% | 
 | 37   | Hippowdon          |  4.47484% | 939    |  4.475% | 821    |  4.992% | 
 | 38   | Jolteon            |  4.43671% | 931    |  4.437% | 680    |  4.135% | 
 | 39   | Celebi             |  4.17461% | 876    |  4.175% | 698    |  4.244% | 
 | 40   | Mamoswine          |  4.08883% | 858    |  4.089% | 704    |  4.281% | 
 | 41   | Vaporeon           |  4.01735% | 843    |  4.017% | 617    |  3.752% | 
 | 42   | Espeon             |  3.97922% | 835    |  3.979% | 659    |  4.007% | 
 | 43   | Metagross          |  3.93633% | 826    |  3.936% | 606    |  3.685% | 
 | 44   | Gastrodon          |  3.86485% | 811    |  3.865% | 657    |  3.995% | 
 | 45   | Amoonguss          |  3.75524% | 788    |  3.755% | 676    |  4.110% | 
 | 46   | Ninetales          |  3.64087% | 764    |  3.641% | 674    |  4.098% | 
 | 47   | Suicune            |  3.56462% | 748    |  3.565% | 593    |  3.606% | 
 | 48   | Chansey            |  3.56462% | 748    |  3.565% | 630    |  3.831% | 
 | 49   | Tornadus           |  3.55509% | 746    |  3.555% | 553    |  3.363% | 
 | 50   | Toxicroak          |  3.44548% | 723    |  3.445% | 524    |  3.186% | 
 | 51   | Blissey            |  3.30252% | 693    |  3.303% | 533    |  3.241% | 
 | 52   | Chandelure         |  3.07377% | 645    |  3.074% | 503    |  3.058% | 
 | 53   | Latias             |  3.06424% | 643    |  3.064% | 472    |  2.870% | 
 | 54   | Donphan            |  3.02135% | 634    |  3.021% | 537    |  3.265% | 
 | 55   | Xatu               |  2.96416% | 622    |  2.964% | 503    |  3.058% | 
 | 56   | Krookodile         |  2.94510% | 618    |  2.945% | 459    |  2.791% | 
 | 57   | Weavile            |  2.81643% | 591    |  2.816% | 433    |  2.633% | 
 | 58   | Gothitelle         |  2.77354% | 582    |  2.774% | 460    |  2.797% | 
 | 59   | Charizard          |  2.73065% | 573    |  2.731% | 413    |  2.511% | 
 | 60   | Venusaur           |  2.40183% | 504    |  2.402% | 374    |  2.274% | 
 | 61   | Slowbro            |  2.38753% | 501    |  2.388% | 429    |  2.609% | 
 | 62   | Mew                |  2.38277% | 500    |  2.383% | 411    |  2.499% | 
 | 63   | Milotic            |  2.32082% | 487    |  2.321% | 387    |  2.353% | 
 | 64   | Arcanine           |  2.26839% | 476    |  2.268% | 349    |  2.122% | 
 | 65   | Kingdra            |  2.20168% | 462    |  2.202% | 342    |  2.080% | 
 | 66   | Snorlax            |  2.18262% | 458    |  2.183% | 370    |  2.250% | 
 | 67   | Umbreon            |  2.15879% | 453    |  2.159% | 337    |  2.049% | 
 | 68   | Serperior          |  1.83473% | 385    |  1.835% | 282    |  1.715% | 
 | 69   | Mienshao           |  1.82997% | 384    |  1.830% | 320    |  1.946% | 
 | 70   | Togekiss           |  1.70606% | 358    |  1.706% | 300    |  1.824% | 
 | 71   | Abomasnow          |  1.70130% | 357    |  1.701% | 327    |  1.988% | 
 | 72   | Samurott           |  1.69653% | 356    |  1.697% | 294    |  1.788% | 
 | 73   | Quagsire           |  1.68223% | 353    |  1.682% | 287    |  1.745% | 
 | 74   | Pikachu            |  1.62981% | 342    |  1.630% | 319    |  1.940% | 
 | 75   | Cofagrigus         |  1.59645% | 335    |  1.596% | 279    |  1.696% | 
 | 76   | Emboar             |  1.56786% | 329    |  1.568% | 267    |  1.623% | 
 | 77   | Aerodactyl         |  1.46302% | 307    |  1.463% | 284    |  1.727% | 
 | 78   | Zoroark            |  1.42966% | 300    |  1.430% | 129    |  0.784% | 
 | 79   | Cresselia          |  1.40583% | 295    |  1.406% | 235    |  1.429% | 
 | 80   | Bronzong           |  1.37247% | 288    |  1.372% | 247    |  1.502% | 
 | 81   | Azelf              |  1.35818% | 285    |  1.358% | 260    |  1.581% | 
 | 82   | Bisharp            |  1.35341% | 284    |  1.353% | 219    |  1.332% | 
 | 83   | Seismitoad         |  1.33435% | 280    |  1.334% | 221    |  1.344% | 
 | 84   | Kyurem             |  1.28669% | 270    |  1.287% | 208    |  1.265% | 
 | 85   | Blastoise          |  1.28193% | 269    |  1.282% | 199    |  1.210% | 
 | 86   | Swampert           |  1.26763% | 266    |  1.268% | 227    |  1.380% | 
 | 87   | Eelektross         |  1.24857% | 262    |  1.249% | 197    |  1.198% | 
 | 88   | Crobat             |  1.22951% | 258    |  1.230% | 195    |  1.186% | 
 | 89   | Diglett            |  1.22474% | 257    |  1.225% | 188    |  1.143% | 
 | 90   | Roserade           |  1.21045% | 254    |  1.210% | 195    |  1.186% | 
 | 91   | Heracross          |  1.14373% | 240    |  1.144% | 157    |  0.955% | 
 | 92   | Scrafty            |  1.13420% | 238    |  1.134% | 196    |  1.192% | 
 | 93   | Wobbuffet          |  1.12467% | 236    |  1.125% | 197    |  1.198% | 
 | 94   | Victini            |  1.08654% | 228    |  1.087% | 181    |  1.101% | 
 | 95   | Pignite            |  1.07225% | 225    |  1.072% | 211    |  1.283% | 
 | 96   | Sableye            |  1.06271% | 223    |  1.063% | 182    |  1.107% | 
 | 97   | Staraptor          |  1.06271% | 223    |  1.063% | 168    |  1.022% | 
 | 98   | Lanturn            |  1.01029% | 212    |  1.010% | 168    |  1.022% | 
 | 99   | Galvantula         |  1.00553% | 211    |  1.006% | 159    |  0.967% | 
 | 100  | Zapdos             |  0.99600% | 209    |  0.996% | 172    |  1.046% | 
 | 101  | Azumarill          |  0.97693% | 205    |  0.977% | 141    |  0.857% | 
 | 102  | Aggron             |  0.95787% | 201    |  0.958% | 161    |  0.979% | 
 | 103  | Oshawott           |  0.91498% | 192    |  0.915% | 182    |  1.107% | 
 | 104  | Snivy              |  0.91498% | 192    |  0.915% | 180    |  1.094% | 
