 Total battles: 4362
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 20.62127% | 1799   | 20.621% | 1563   | 23.877% | 
 | 2    | Garchomp           | 19.50940% | 1702   | 19.509% | 1259   | 19.233% | 
 | 3    | Dragonite          | 16.55204% | 1444   | 16.552% | 967    | 14.772% | 
 | 4    | Scizor             | 16.34571% | 1426   | 16.346% | 1051   | 16.055% | 
 | 5    | Politoed           | 15.87575% | 1385   | 15.876% | 1245   | 19.019% | 
 | 6    | Tyranitar          | 15.85282% | 1383   | 15.853% | 1109   | 16.941% | 
 | 7    | Starmie            | 14.05319% | 1226   | 14.053% | 884    | 13.504% | 
 | 8    | Landorus-Therian   | 13.07886% | 1141   | 13.079% | 939    | 14.344% | 
 | 9    | Jirachi            | 12.70060% | 1108   | 12.701% | 856    | 13.076% | 
 | 10   | Gengar             | 12.66621% | 1105   | 12.666% | 793    | 12.114% | 
 | 11   | Volcarona          | 11.56580% | 1009   | 11.566% | 709    | 10.831% | 
 | 12   | Latios             | 10.95828% | 956    | 10.958% | 690    | 10.541% | 
 | 13   | Keldeo             | 10.95828% | 956    | 10.958% | 673    | 10.281% | 
 | 14   | Breloom            | 10.45392% | 912    | 10.454% | 691    | 10.556% | 
 | 15   | Heatran            |  9.81201% | 856    |  9.812% | 676    | 10.327% | 
 | 16   | Alakazam           |  9.41082% | 821    |  9.411% | 551    |  8.417% | 
 | 17   | Gliscor            |  9.10133% | 794    |  9.101% | 587    |  8.967% | 
 | 18   | Skarmory           |  8.81476% | 769    |  8.815% | 658    | 10.052% | 
 | 19   | Gyarados           |  8.73453% | 762    |  8.735% | 571    |  8.723% | 
 | 20   | Tentacruel         |  8.48235% | 740    |  8.482% | 549    |  8.387% | 
 | 21   | Hydreigon          |  8.39065% | 732    |  8.391% | 513    |  7.837% | 
 | 22   | Infernape          |  8.24163% | 719    |  8.242% | 549    |  8.387% | 
 | 23   | Rotom-Wash         |  8.18432% | 714    |  8.184% | 568    |  8.677% | 
 | 24   | Thundurus-Therian  |  8.17286% | 713    |  8.173% | 531    |  8.112% | 
 | 25   | Salamence          |  7.95507% | 694    |  7.955% | 472    |  7.210% | 
 | 26   | Cloyster           |  7.78313% | 679    |  7.783% | 469    |  7.164% | 
 | 27   | Kyurem-Black       |  7.55387% | 659    |  7.554% | 500    |  7.638% | 
 | 28   | Terrakion          |  7.42779% | 648    |  7.428% | 435    |  6.645% | 
 | 29   | Magnezone          |  6.78588% | 592    |  6.786% | 441    |  6.737% | 
 | 30   | Espeon             |  6.67125% | 582    |  6.671% | 445    |  6.798% | 
 | 31   | Jellicent          |  6.60248% | 576    |  6.602% | 457    |  6.981% | 
 | 32   | Blissey            |  6.23567% | 544    |  6.236% | 420    |  6.416% | 
 | 33   | Conkeldurr         |  5.60523% | 489    |  5.605% | 353    |  5.392% | 
 | 34   | Haxorus            |  5.58230% | 487    |  5.582% | 307    |  4.690% | 
 | 35   | Forretress         |  5.18111% | 452    |  5.181% | 400    |  6.110% | 
 | 36   | Celebi             |  5.04356% | 440    |  5.044% | 347    |  5.301% | 
 | 37   | Lucario            |  5.02063% | 438    |  5.021% | 297    |  4.537% | 
 | 38   | Vaporeon           |  4.99771% | 436    |  4.998% | 316    |  4.827% | 
 | 39   | Toxicroak          |  4.92893% | 430    |  4.929% | 311    |  4.751% | 
 | 40   | Jolteon            |  4.84869% | 423    |  4.849% | 316    |  4.827% | 
 | 41   | Ninetales          |  4.73407% | 413    |  4.734% | 357    |  5.454% | 
 | 42   | Mamoswine          |  4.68822% | 409    |  4.688% | 323    |  4.934% | 
 | 43   | Latias             |  4.36726% | 381    |  4.367% | 256    |  3.911% | 
 | 44   | Amoonguss          |  4.33287% | 378    |  4.333% | 287    |  4.384% | 
 | 45   | Dugtrio            |  4.30995% | 376    |  4.310% | 286    |  4.369% | 
 | 46   | Reuniclus          |  4.17240% | 364    |  4.172% | 243    |  3.712% | 
 | 47   | Excadrill          |  4.17240% | 364    |  4.172% | 265    |  4.048% | 
 | 48   | Metagross          |  4.12655% | 360    |  4.127% | 277    |  4.231% | 
 | 49   | Snorlax            |  4.02338% | 351    |  4.023% | 250    |  3.819% | 
 | 50   | Weavile            |  3.94315% | 344    |  3.943% | 218    |  3.330% | 
 | 51   | Chansey            |  3.86291% | 337    |  3.863% | 245    |  3.743% | 
 | 52   | Gastrodon          |  3.69097% | 322    |  3.691% | 248    |  3.788% | 
 | 53   | Donphan            |  3.20954% | 280    |  3.210% | 219    |  3.345% | 
 | 54   | Tornadus           |  3.16369% | 276    |  3.164% | 189    |  2.887% | 
 | 55   | Milotic            |  3.04906% | 266    |  3.049% | 179    |  2.734% | 
 | 56   | Chandelure         |  2.83127% | 247    |  2.831% | 181    |  2.765% | 
 | 57   | Charizard          |  2.76249% | 241    |  2.762% | 185    |  2.826% | 
 | 58   | Sceptile           |  2.70518% | 236    |  2.705% | 168    |  2.566% | 
 | 59   | Venusaur           |  2.53324% | 221    |  2.533% | 171    |  2.612% | 
 | 60   | Exeggutor          |  2.37276% | 207    |  2.373% | 141    |  2.154% | 
 | 61   | Azelf              |  2.26960% | 198    |  2.270% | 186    |  2.841% | 
 | 62   | Kingdra            |  2.21229% | 193    |  2.212% | 139    |  2.123% | 
 | 63   | Staraptor          |  2.16644% | 189    |  2.166% | 156    |  2.383% | 
 | 64   | Hippowdon          |  2.08620% | 182    |  2.086% | 153    |  2.337% | 
 | 65   | Umbreon            |  2.05181% | 179    |  2.052% | 140    |  2.139% | 
 | 66   | Zapdos             |  2.00596% | 175    |  2.006% | 127    |  1.940% | 
 | 67   | Slowbro            |  1.99450% | 174    |  1.994% | 144    |  2.200% | 
 | 68   | Bronzong           |  1.92572% | 168    |  1.926% | 158    |  2.414% | 
 | 69   | Swampert           |  1.92572% | 168    |  1.926% | 138    |  2.108% | 
 | 70   | Steelix            |  1.79963% | 157    |  1.800% | 113    |  1.726% | 
 | 71   | Feraligatr         |  1.76525% | 154    |  1.765% | 107    |  1.635% | 
