 Total battles: 21576
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 29.27095% | 12631  | 29.271% | 10918  | 32.603% | 
 | 2    | Garchomp           | 20.14043% | 8691   | 20.140% | 6475   | 19.336% | 
 | 3    | Landorus-Therian   | 17.97136% | 7755   | 17.971% | 6554   | 19.572% | 
 | 4    | Tyranitar          | 17.60057% | 7595   | 17.601% | 6149   | 18.362% | 
 | 5    | Politoed           | 17.25065% | 7444   | 17.251% | 6633   | 19.807% | 
 | 6    | Latios             | 16.40017% | 7077   | 16.400% | 5351   | 15.979% | 
 | 7    | Scizor             | 14.32842% | 6183   | 14.328% | 4669   | 13.943% | 
 | 8    | Jirachi            | 13.93910% | 6015   | 13.939% | 4829   | 14.420% | 
 | 9    | Dragonite          | 13.11874% | 5661   | 13.119% | 4192   | 12.518% | 
 | 10   | Rotom-Wash         | 12.26363% | 5292   | 12.264% | 4464   | 13.330% | 
 | 11   | Keldeo             | 11.99713% | 5177   | 11.997% | 3860   | 11.527% | 
 | 12   | Salamence          | 11.04004% | 4764   | 11.040% | 3401   | 10.156% | 
 | 13   | Starmie            | 11.03077% | 4760   | 11.031% | 3576   | 10.679% | 
 | 14   | Tentacruel         | 10.99833% | 4746   | 10.998% | 3502   | 10.458% | 
 | 15   | Excadrill          | 10.98906% | 4742   | 10.989% | 3598   | 10.744% | 
 | 16   | Magnezone          | 10.85465% | 4684   | 10.855% | 3618   | 10.804% | 
 | 17   | Volcarona          | 10.85465% | 4684   | 10.855% | 3357   | 10.025% | 
 | 18   | Gliscor            | 10.53485% | 4546   | 10.535% | 3486   | 10.410% | 
 | 19   | Alakazam           | 10.17102% | 4389   | 10.171% | 3204   |  9.568% | 
 | 20   | Gengar             |  9.68437% | 4179   |  9.684% | 3054   |  9.120% | 
 | 21   | Hydreigon          |  9.18382% | 3963   |  9.184% | 2956   |  8.827% | 
 | 22   | Breloom            |  8.94976% | 3862   |  8.950% | 2849   |  8.508% | 
 | 23   | Jellicent          |  8.85938% | 3823   |  8.859% | 3063   |  9.147% | 
 | 24   | Skarmory           |  8.31711% | 3589   |  8.317% | 3084   |  9.209% | 
 | 25   | Thundurus-Therian  |  8.28467% | 3575   |  8.285% | 2713   |  8.102% | 
 | 26   | Heatran            |  8.23369% | 3553   |  8.234% | 2840   |  8.481% | 
 | 27   | Cloyster           |  8.06220% | 3479   |  8.062% | 2550   |  7.615% | 
 | 28   | Conkeldurr         |  7.77021% | 3353   |  7.770% | 2507   |  7.486% | 
 | 29   | Gyarados           |  7.50834% | 3240   |  7.508% | 2530   |  7.555% | 
 | 30   | Infernape          |  7.41333% | 3199   |  7.413% | 2560   |  7.645% | 
 | 31   | Haxorus            |  6.90814% | 2981   |  6.908% | 2163   |  6.459% | 
 | 32   | Kyurem-Black       |  6.08083% | 2624   |  6.081% | 1954   |  5.835% | 
 | 33   | Reuniclus          |  6.04607% | 2609   |  6.046% | 1974   |  5.895% | 
 | 34   | Jolteon            |  5.57564% | 2406   |  5.576% | 1856   |  5.542% | 
 | 35   | Forretress         |  5.26743% | 2273   |  5.267% | 1979   |  5.910% | 
 | 36   | Toxicroak          |  4.81785% | 2079   |  4.818% | 1530   |  4.569% | 
 | 37   | Celebi             |  4.72284% | 2038   |  4.723% | 1609   |  4.805% | 
 | 38   | Metagross          |  4.69040% | 2024   |  4.690% | 1573   |  4.697% | 
 | 39   | Blissey            |  4.63478% | 2000   |  4.635% | 1475   |  4.405% | 
 | 40   | Mamoswine          |  4.62783% | 1997   |  4.628% | 1553   |  4.638% | 
 | 41   | Espeon             |  4.60002% | 1985   |  4.600% | 1460   |  4.360% | 
 | 42   | Terrakion          |  4.51196% | 1947   |  4.512% | 1415   |  4.225% | 
 | 43   | Lucario            |  4.28022% | 1847   |  4.280% | 1336   |  3.990% | 
 | 44   | Chansey            |  4.08556% | 1763   |  4.086% | 1303   |  3.891% | 
 | 45   | Tornadus           |  3.82369% | 1650   |  3.824% | 1333   |  3.981% | 
 | 46   | Gastrodon          |  3.82369% | 1650   |  3.824% | 1301   |  3.885% | 
 | 47   | Ninetales          |  3.73100% | 1610   |  3.731% | 1356   |  4.049% | 
