 Total battles: 10501
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.83087% | 5425   | 25.831% | 4769   | 28.824% | 
 | 2    | Tyranitar          | 22.45977% | 4717   | 22.460% | 4048   | 24.467% | 
 | 3    | Politoed           | 21.28369% | 4470   | 21.284% | 4048   | 24.467% | 
 | 4    | Garchomp           | 17.99352% | 3779   | 17.994% | 2861   | 17.292% | 
 | 5    | Landorus-Therian   | 17.66022% | 3709   | 17.660% | 3211   | 19.408% | 
 | 6    | Latios             | 17.62689% | 3702   | 17.627% | 2756   | 16.658% | 
 | 7    | Scizor             | 14.64622% | 3076   | 14.646% | 2324   | 14.047% | 
 | 8    | Dragonite          | 14.59385% | 3065   | 14.594% | 2261   | 13.666% | 
 | 9    | Keldeo             | 14.18912% | 2980   | 14.189% | 2239   | 13.533% | 
 | 10   | Jirachi            | 13.71774% | 2881   | 13.718% | 2319   | 14.016% | 
 | 11   | Starmie            | 12.95591% | 2721   | 12.956% | 2103   | 12.711% | 
 | 12   | Alakazam           | 11.71793% | 2461   | 11.718% | 1789   | 10.813% | 
 | 13   | Heatran            | 10.88468% | 2286   | 10.885% | 1876   | 11.339% | 
 | 14   | Skarmory           | 10.51805% | 2209   | 10.518% | 1905   | 11.514% | 
 | 15   | Excadrill          | 10.43234% | 2191   | 10.432% | 1621   |  9.798% | 
 | 16   | Breloom            | 10.15141% | 2132   | 10.151% | 1655   | 10.003% | 
 | 17   | Tentacruel         | 10.04190% | 2109   | 10.042% | 1637   |  9.894% | 
 | 18   | Magnezone          |  9.97048% | 2094   |  9.970% | 1648   |  9.961% | 
 | 19   | Thundurus-Therian  |  9.44196% | 1983   |  9.442% | 1536   |  9.284% | 
 | 20   | Gliscor            |  9.32768% | 1959   |  9.328% | 1567   |  9.471% | 
 | 21   | Salamence          |  9.24198% | 1941   |  9.242% | 1413   |  8.540% | 
 | 22   | Gengar             |  9.09913% | 1911   |  9.099% | 1441   |  8.710% | 
 | 23   | Gyarados           |  8.44205% | 1773   |  8.442% | 1451   |  8.770% | 
 | 24   | Hydreigon          |  8.26588% | 1736   |  8.266% | 1331   |  8.045% | 
 | 25   | Volcarona          |  8.17065% | 1716   |  8.171% | 1252   |  7.567% | 
 | 26   | Rotom-Wash         |  7.99924% | 1680   |  7.999% | 1433   |  8.661% | 
 | 27   | Cloyster           |  7.05647% | 1482   |  7.056% | 1159   |  7.005% | 
 | 28   | Jellicent          |  6.55652% | 1377   |  6.557% | 1087   |  6.570% | 
 | 29   | Celebi             |  6.52795% | 1371   |  6.528% | 1098   |  6.636% | 
 | 30   | Jolteon            |  6.21369% | 1305   |  6.214% | 984    |  5.947% | 
 | 31   | Terrakion          |  6.04704% | 1270   |  6.047% | 910    |  5.500% | 
 | 32   | Infernape          |  5.81849% | 1222   |  5.818% | 944    |  5.706% | 
 | 33   | Haxorus            |  5.80897% | 1220   |  5.809% | 805    |  4.866% | 
 | 34   | Lucario            |  5.70898% | 1199   |  5.709% | 844    |  5.101% | 
 | 35   | Conkeldurr         |  5.67565% | 1192   |  5.676% | 948    |  5.730% | 
 | 36   | Amoonguss          |  5.56138% | 1168   |  5.561% | 996    |  6.020% | 
 | 37   | Kyurem-Black       |  5.31854% | 1117   |  5.319% | 828    |  5.005% | 
 | 38   | Reuniclus          |  4.67098% | 981    |  4.671% | 715    |  4.322% | 
 | 39   | Tornadus           |  4.54719% | 955    |  4.547% | 704    |  4.255% | 
 | 40   | Forretress         |  4.48529% | 942    |  4.485% | 795    |  4.805% | 
 | 41   | Toxicroak          |  4.44720% | 934    |  4.447% | 706    |  4.267% | 
 | 42   | Espeon             |  4.35673% | 915    |  4.357% | 709    |  4.285% | 
 | 43   | Mamoswine          |  4.34244% | 912    |  4.342% | 736    |  4.448% | 
 | 44   | Gastrodon          |  4.23769% | 890    |  4.238% | 729    |  4.406% | 
 | 45   | Vaporeon           |  4.06152% | 853    |  4.062% | 640    |  3.868% | 
 | 46   | Latias             |  4.02343% | 845    |  4.023% | 603    |  3.645% | 
 | 47   | Blissey            |  3.94248% | 828    |  3.942% | 630    |  3.808% | 
 | 48   | Ninetales          |  3.79488% | 797    |  3.795% | 672    |  4.062% | 
 | 49   | Metagross          |  3.53776% | 743    |  3.538% | 552    |  3.336% | 
 | 50   | Donphan            |  3.43301% | 721    |  3.433% | 604    |  3.651% | 
 | 51   | Chansey            |  3.34254% | 702    |  3.343% | 515    |  3.113% | 
 | 52   | Weavile            |  2.99495% | 629    |  2.995% | 467    |  2.823% | 
 | 53   | Chandelure         |  2.71879% | 571    |  2.719% | 447    |  2.702% | 
 | 54   | Slowbro            |  2.66165% | 559    |  2.662% | 463    |  2.798% | 
 | 55   | Hippowdon          |  2.59499% | 545    |  2.595% | 482    |  2.913% | 
 | 56   | Sableye            |  2.40453% | 505    |  2.405% | 429    |  2.593% | 
 | 57   | Mew                |  2.38549% | 501    |  2.385% | 434    |  2.623% | 
 | 58   | Charizard          |  2.37120% | 498    |  2.371% | 398    |  2.406% | 
 | 59   | Crobat             |  2.22836% | 468    |  2.228% | 359    |  2.170% | 
 | 60   | Milotic            |  2.17598% | 457    |  2.176% | 368    |  2.224% | 
 | 61   | Arcanine           |  2.04266% | 429    |  2.043% | 343    |  2.073% | 
 | 62   | Venusaur           |  1.99029% | 418    |  1.990% | 316    |  1.910% | 
 | 63   | Scrafty            |  1.91886% | 403    |  1.919% | 314    |  1.898% | 
 | 64   | Kingdra            |  1.85220% | 389    |  1.852% | 303    |  1.831% | 
