 Total battles: 1417
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Scizor             | 22.65349% | 642    | 22.653% | 503    | 22.506% | 
 | 2    | Ferrothorn         | 21.17149% | 600    | 21.171% | 536    | 23.982% | 
 | 3    | Dragonite          | 18.41920% | 522    | 18.419% | 380    | 17.002% | 
 | 4    | Jirachi            | 18.24277% | 517    | 18.243% | 390    | 17.450% | 
 | 5    | Politoed           | 17.74876% | 503    | 17.749% | 459    | 20.537% | 
 | 6    | Garchomp           | 17.50176% | 496    | 17.502% | 389    | 17.405% | 
 | 7    | Tyranitar          | 16.09033% | 456    | 16.090% | 382    | 17.092% | 
 | 8    | Latios             | 14.89061% | 422    | 14.891% | 313    | 14.004% | 
 | 9    | Landorus-Therian   | 14.11433% | 400    | 14.114% | 327    | 14.631% | 
 | 10   | Heatran            | 13.09104% | 371    | 13.091% | 298    | 13.333% | 
 | 11   | Rotom-Wash         | 12.91461% | 366    | 12.915% | 310    | 13.870% | 
 | 12   | Gengar             | 10.65632% | 302    | 10.656% | 228    | 10.201% | 
 | 13   | Skarmory           | 10.62103% | 301    | 10.621% | 259    | 11.588% | 
 | 14   | Keldeo             | 10.44460% | 296    | 10.445% | 230    | 10.291% | 
 | 15   | Alakazam           | 10.05646% | 285    | 10.056% | 198    |  8.859% | 
 | 16   | Starmie            |  9.73888% | 276    |  9.739% | 208    |  9.306% | 
 | 17   | Gliscor            |  9.70360% | 275    |  9.704% | 214    |  9.575% | 
 | 18   | Breloom            |  9.70360% | 275    |  9.704% | 207    |  9.262% | 
 | 19   | Jellicent          |  9.35074% | 265    |  9.351% | 220    |  9.843% | 
 | 20   | Tentacruel         |  9.13903% | 259    |  9.139% | 199    |  8.904% | 
 | 21   | Terrakion          |  9.06845% | 257    |  9.068% | 190    |  8.501% | 
 | 22   | Volcarona          |  9.03317% | 256    |  9.033% | 184    |  8.233% | 
 | 23   | Hippowdon          |  7.69231% | 218    |  7.692% | 206    |  9.217% | 
 | 24   | Ninetales          |  7.30416% | 207    |  7.304% | 192    |  8.591% | 
 | 25   | Venusaur           |  6.91602% | 196    |  6.916% | 147    |  6.577% | 
 | 26   | Celebi             |  6.31616% | 179    |  6.316% | 158    |  7.069% | 
 | 27   | Gyarados           |  6.28088% | 178    |  6.281% | 130    |  5.817% | 
 | 28   | Forretress         |  6.17502% | 175    |  6.175% | 151    |  6.756% | 
 | 29   | Salamence          |  6.13973% | 174    |  6.140% | 130    |  5.817% | 
 | 30   | Latias             |  5.99859% | 170    |  5.999% | 124    |  5.548% | 
 | 31   | Charizard          |  5.96330% | 169    |  5.963% | 135    |  6.040% | 
 | 32   | Infernape          |  5.71630% | 162    |  5.716% | 138    |  6.174% | 
 | 33   | Thundurus-Therian  |  5.50459% | 156    |  5.505% | 121    |  5.414% | 
 | 34   | Conkeldurr         |  5.25759% | 149    |  5.258% | 111    |  4.966% | 
 | 35   | Magnezone          |  5.01059% | 142    |  5.011% | 107    |  4.787% | 
 | 36   | Metagross          |  4.94001% | 140    |  4.940% | 102    |  4.564% | 
 | 37   | Cloyster           |  4.79887% | 136    |  4.799% | 105    |  4.698% | 
 | 38   | Hydreigon          |  4.76359% | 135    |  4.764% | 106    |  4.743% | 
 | 39   | Lucario            |  4.72830% | 134    |  4.728% | 108    |  4.832% | 
 | 40   | Espeon             |  4.65773% | 132    |  4.658% | 108    |  4.832% | 
 | 41   | Reuniclus          |  4.44601% | 126    |  4.446% | 91     |  4.072% | 
 | 42   | Mamoswine          |  4.30487% | 122    |  4.305% | 97     |  4.340% | 
 | 43   | Blissey            |  4.23430% | 120    |  4.234% | 85     |  3.803% | 
 | 44   | Dugtrio            |  4.19901% | 119    |  4.199% | 89     |  3.982% | 
 | 45   | Jolteon            |  4.02258% | 114    |  4.023% | 96     |  4.295% | 
 | 46   | Kyurem-Black       |  3.63444% | 103    |  3.634% | 79     |  3.535% | 
 | 47   | Gastrodon          |  3.59915% | 102    |  3.599% | 78     |  3.490% | 
 | 48   | Zapdos             |  3.49330% | 99     |  3.493% | 80     |  3.579% | 
 | 49   | Chandelure         |  3.28158% | 93     |  3.282% | 78     |  3.490% | 
 | 50   | Vaporeon           |  3.17572% | 90     |  3.176% | 71     |  3.177% | 
 | 51   | Donphan            |  3.14044% | 89     |  3.140% | 77     |  3.445% | 
 | 52   | Chansey            |  3.03458% | 86     |  3.035% | 72     |  3.221% | 
 | 53   | Tornadus           |  2.96401% | 84     |  2.964% | 64     |  2.864% | 
 | 54   | Toxicroak          |  2.92872% | 83     |  2.929% | 56     |  2.506% | 
 | 55   | Staraptor          |  2.92872% | 83     |  2.929% | 54     |  2.416% | 
 | 56   | Bisharp            |  2.71701% | 77     |  2.717% | 58     |  2.595% | 
 | 57   | Heracross          |  2.68172% | 76     |  2.682% | 53     |  2.371% | 
 | 58   | Amoonguss          |  2.64644% | 75     |  2.646% | 63     |  2.819% | 
 | 59   | Slowbro            |  2.57586% | 73     |  2.576% | 56     |  2.506% | 
 | 60   | Togekiss           |  2.50529% | 71     |  2.505% | 57     |  2.550% | 
 | 61   | Mew                |  2.39944% | 68     |  2.399% | 58     |  2.595% | 
 | 62   | Smeargle           |  2.29358% | 65     |  2.294% | 51     |  2.282% | 
 | 63   | Haxorus            |  2.22301% | 63     |  2.223% | 47     |  2.103% | 
 | 64   | Xatu               |  2.18772% | 62     |  2.188% | 42     |  1.879% | 
 | 65   | Stoutland          |  2.18772% | 62     |  2.188% | 28     |  1.253% | 
 | 66   | Pikachu            |  2.15243% | 61     |  2.152% | 56     |  2.506% | 
 | 67   | Machamp            |  2.11715% | 60     |  2.117% | 51     |  2.282% | 
 | 68   | Azumarill          |  2.08186% | 59     |  2.082% | 46     |  2.058% | 
 | 69   | Sableye            |  2.08186% | 59     |  2.082% | 47     |  2.103% | 
 | 70   | Snorlax            |  2.01129% | 57     |  2.011% | 49     |  2.192% | 
 | 71   | Swampert           |  1.97601% | 56     |  1.976% | 46     |  2.058% | 
 | 72   | Roserade           |  1.97601% | 56     |  1.976% | 51     |  2.282% | 
 | 73   | Cresselia          |  1.94072% | 55     |  1.941% | 33     |  1.477% | 
 | 74   | Darmanitan         |  1.94072% | 55     |  1.941% | 43     |  1.924% | 
 | 75   | Blastoise          |  1.83486% | 52     |  1.835% | 38     |  1.700% | 
 | 76   | Arcanine           |  1.79958% | 51     |  1.800% | 39     |  1.745% | 
 | 77   | Kingdra            |  1.76429% | 50     |  1.764% | 38     |  1.700% | 
 | 78   | Emboar             |  1.62315% | 46     |  1.623% | 41     |  1.834% | 
 | 79   | Gallade            |  1.58786% | 45     |  1.588% | 36     |  1.611% | 
 | 80   | Weavile            |  1.58786% | 45     |  1.588% | 37     |  1.655% | 
 | 81   | Victini            |  1.58786% | 45     |  1.588% | 38     |  1.700% | 
 | 82   | Milotic            |  1.51729% | 43     |  1.517% | 33     |  1.477% | 
 | 83   | Zoroark            |  1.48200% | 42     |  1.482% | 18     |  0.805% | 
 | 84   | Aerodactyl         |  1.48200% | 42     |  1.482% | 34     |  1.521% | 
 | 85   | Umbreon            |  1.44672% | 41     |  1.447% | 35     |  1.566% | 
 | 86   | Scrafty            |  1.44672% | 41     |  1.447% | 35     |  1.566% | 
 | 87   | Serperior          |  1.44672% | 41     |  1.447% | 38     |  1.700% | 
 | 88   | Ninjask            |  1.41143% | 40     |  1.411% | 31     |  1.387% | 
 | 89   | Crobat             |  1.37615% | 39     |  1.376% | 33     |  1.477% | 
 | 90   | Samurott           |  1.30558% | 37     |  1.306% | 33     |  1.477% | 
 | 91   | Mienshao           |  1.30558% | 37     |  1.306% | 31     |  1.387% | 
 | 92   | Flygon             |  1.30558% | 37     |  1.306% | 31     |  1.387% | 
 | 93   | Krookodile         |  1.27029% | 36     |  1.270% | 26     |  1.163% | 
 | 94   | Electivire         |  1.27029% | 36     |  1.270% | 28     |  1.253% | 
 | 95   | Lapras             |  1.19972% | 34     |  1.200% | 28     |  1.253% | 
 | 96   | Abomasnow          |  1.16443% | 33     |  1.164% | 31     |  1.387% | 
 | 97   | Empoleon           |  1.12915% | 32     |  1.129% | 25     |  1.119% | 
 | 98   | Suicune            |  1.12915% | 32     |  1.129% | 25     |  1.119% | 
 | 99   | Moltres            |  1.12915% | 32     |  1.129% | 27     |  1.208% | 
 | 100  | Porygon-Z          |  1.09386% | 31     |  1.094% | 28     |  1.253% | 
 | 101  | Nidoking           |  1.09386% | 31     |  1.094% | 22     |  0.984% | 
 | 102  | Victreebel         |  1.05857% | 30     |  1.059% | 23     |  1.029% | 
 | 103  | Altaria            |  1.05857% | 30     |  1.059% | 24     |  1.074% | 
 | 104  | Ditto              |  1.02329% | 29     |  1.023% | 21     |  0.940% | 
 | 105  | Wobbuffet          |  0.98800% | 28     |  0.988% | 23     |  1.029% | 
 | 106  | Riolu              |  0.95272% | 27     |  0.953% | 25     |  1.119% | 
 | 107  | Raikou             |  0.95272% | 27     |  0.953% | 23     |  1.029% | 
 | 108  | Azelf              |  0.91743% | 26     |  0.917% | 23     |  1.029% | 
 | 109  | Gardevoir          |  0.91743% | 26     |  0.917% | 23     |  1.029% | 
 | 110  | Aggron             |  0.88215% | 25     |  0.882% | 19     |  0.850% | 
 | 111  | Gothitelle         |  0.88215% | 25     |  0.882% | 17     |  0.761% | 
 | 112  | Galvantula         |  0.88215% | 25     |  0.882% | 19     |  0.850% | 
 | 113  | Mandibuzz          |  0.88215% | 25     |  0.882% | 22     |  0.984% | 
 | 114  | Torterra           |  0.88215% | 25     |  0.882% | 21     |  0.940% | 
 | 115  | Ambipom            |  0.84686% | 24     |  0.847% | 21     |  0.940% | 
 | 116  | Rotom-Heat         |  0.84686% | 24     |  0.847% | 19     |  0.850% | 
 | 117  | Eelektross         |  0.81157% | 23     |  0.812% | 14     |  0.626% | 
 | 118  | Porygon2           |  0.81157% | 23     |  0.812% | 19     |  0.850% | 
 | 119  | Golurk             |  0.81157% | 23     |  0.812% | 18     |  0.805% | 
 | 120  | Ludicolo           |  0.81157% | 23     |  0.812% | 17     |  0.761% | 
 | 121  | Crawdaunt          |  0.77629% | 22     |  0.776% | 17     |  0.761% | 
 | 122  | Liepard            |  0.77629% | 22     |  0.776% | 16     |  0.716% | 
 | 123  | Kyurem             |  0.77629% | 22     |  0.776% | 18     |  0.805% | 
 | 124  | Slowking           |  0.77629% | 22     |  0.776% | 15     |  0.671% | 
 | 125  | Bronzong           |  0.77629% | 22     |  0.776% | 22     |  0.984% | 
 | 126  | Absol              |  0.74100% | 21     |  0.741% | 17     |  0.761% | 
 | 127  | Cobalion           |  0.74100% | 21     |  0.741% | 18     |  0.805% | 
 | 128  | Sceptile           |  0.70572% | 20     |  0.706% | 18     |  0.805% | 
 | 129  | Hitmontop          |  0.70572% | 20     |  0.706% | 15     |  0.671% | 
 | 130  | Quagsire           |  0.67043% | 19     |  0.670% | 18     |  0.805% | 
 | 131  | Lilligant          |  0.67043% | 19     |  0.670% | 12     |  0.537% | 
 | 132  | Seismitoad         |  0.63514% | 18     |  0.635% | 17     |  0.761% | 
 | 133  | Tangela            |  0.59986% | 17     |  0.600% | 8      |  0.358% | 
 | 134  | Braviary           |  0.59986% | 17     |  0.600% | 12     |  0.537% | 
 | 135  | Virizion           |  0.59986% | 17     |  0.600% | 12     |  0.537% | 
 | 136  | Gurdurr            |  0.59986% | 17     |  0.600% | 16     |  0.716% | 
