 Total battles: 8317
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 17.93916% | 2984   | 17.939% | 2085   | 17.369% | 
 | 2    | Dragonite          | 17.68065% | 2941   | 17.681% | 2033   | 16.936% | 
 | 3    | Ferrothorn         | 15.67272% | 2607   | 15.673% | 2110   | 17.578% | 
 | 4    | Tyranitar          | 14.39822% | 2395   | 14.398% | 1854   | 15.445% | 
 | 5    | Volcarona          | 13.71288% | 2281   | 13.713% | 1633   | 13.604% | 
 | 6    | Scizor             | 12.84117% | 2136   | 12.841% | 1508   | 12.563% | 
 | 7    | Gengar             | 11.08573% | 1844   | 11.086% | 1268   | 10.563% | 
 | 8    | Starmie            | 10.51461% | 1749   | 10.515% | 1144   |  9.530% | 
 | 9    | Politoed           |  9.62486% | 1601   |  9.625% | 1452   | 12.096% | 
 | 10   | Hydreigon          |  9.48058% | 1577   |  9.481% | 1100   |  9.164% | 
 | 11   | Alakazam           |  9.46255% | 1574   |  9.463% | 1052   |  8.764% | 
 | 12   | Latios             |  9.09583% | 1513   |  9.096% | 1073   |  8.939% | 
 | 13   | Lucario            |  8.82530% | 1468   |  8.825% | 1036   |  8.631% | 
 | 14   | Skarmory           |  8.28424% | 1378   |  8.284% | 1178   |  9.814% | 
 | 15   | Breloom            |  8.27823% | 1377   |  8.278% | 1063   |  8.856% | 
 | 16   | Haxorus            |  8.10990% | 1349   |  8.110% | 917    |  7.639% | 
 | 17   | Gliscor            |  7.81532% | 1300   |  7.815% | 960    |  7.997% | 
 | 18   | Infernape          |  7.75520% | 1290   |  7.755% | 952    |  7.931% | 
 | 19   | Landorus-Therian   |  7.52675% | 1252   |  7.527% | 973    |  8.106% | 
 | 20   | Jirachi            |  7.46062% | 1241   |  7.461% | 919    |  7.656% | 
 | 21   | Rotom-Wash         |  7.24420% | 1205   |  7.244% | 957    |  7.972% | 
 | 22   | Gyarados           |  7.14801% | 1189   |  7.148% | 891    |  7.423% | 
 | 23   | Metagross          |  7.14200% | 1188   |  7.142% | 893    |  7.439% | 
 | 24   | Jellicent          |  7.06986% | 1176   |  7.070% | 911    |  7.589% | 
 | 25   | Jolteon            |  6.78129% | 1128   |  6.781% | 816    |  6.798% | 
 | 26   | Salamence          |  6.75123% | 1123   |  6.751% | 811    |  6.756% | 
 | 27   | Cloyster           |  6.25827% | 1041   |  6.258% | 761    |  6.340% | 
 | 28   | Heatran            |  6.21618% | 1034   |  6.216% | 798    |  6.648% | 
 | 29   | Magnezone          |  5.81339% | 967    |  5.813% | 668    |  5.565% | 
 | 30   | Excadrill          |  5.72322% | 952    |  5.723% | 570    |  4.748% | 
 | 31   | Keldeo             |  5.71721% | 951    |  5.717% | 645    |  5.373% | 
 | 32   | Kyurem-Black       |  5.68114% | 945    |  5.681% | 658    |  5.482% | 
 | 33   | Thundurus-Therian  |  5.63304% | 937    |  5.633% | 633    |  5.273% | 
 | 34   | Conkeldurr         |  5.58495% | 929    |  5.585% | 685    |  5.707% | 
 | 35   | Charizard          |  5.54286% | 922    |  5.543% | 704    |  5.865% | 
 | 36   | Venusaur           |  4.91764% | 818    |  4.918% | 574    |  4.782% | 
 | 37   | Snorlax            |  4.72526% | 786    |  4.725% | 579    |  4.823% | 
 | 38   | Terrakion          |  4.67717% | 778    |  4.677% | 526    |  4.382% | 
 | 39   | Chandelure         |  4.62907% | 770    |  4.629% | 586    |  4.882% | 
 | 40   | Krookodile         |  4.55092% | 757    |  4.551% | 570    |  4.748% | 
 | 41   | Mamoswine          |  4.51485% | 751    |  4.515% | 571    |  4.757% | 
 | 42   | Blissey            |  4.47277% | 744    |  4.473% | 531    |  4.424% | 
 | 43   | Reuniclus          |  4.42467% | 736    |  4.425% | 477    |  3.974% | 
 | 44   | Swampert           |  4.38259% | 729    |  4.383% | 580    |  4.832% | 
 | 45   | Tentacruel         |  4.34051% | 722    |  4.341% | 543    |  4.524% | 
 | 46   | Donphan            |  4.23831% | 705    |  4.238% | 548    |  4.565% | 
 | 47   | Forretress         |  4.23230% | 704    |  4.232% | 587    |  4.890% | 
 | 48   | Umbreon            |  4.07599% | 678    |  4.076% | 470    |  3.915% | 
 | 49   | Ninetales          |  3.97379% | 661    |  3.974% | 543    |  4.524% | 
 | 50   | Celebi             |  3.95575% | 658    |  3.956% | 463    |  3.857% | 
 | 51   | Toxicroak          |  3.94974% | 657    |  3.950% | 417    |  3.474% | 
 | 52   | Espeon             |  3.75135% | 624    |  3.751% | 429    |  3.574% | 
 | 53   | Vaporeon           |  3.72129% | 619    |  3.721% | 405    |  3.374% | 
 | 54   | Emboar             |  3.67320% | 611    |  3.673% | 451    |  3.757% | 
 | 55   | Weavile            |  3.31850% | 552    |  3.319% | 362    |  3.016% | 
 | 56   | Serperior          |  3.24636% | 540    |  3.246% | 405    |  3.374% | 
 | 57   | Arcanine           |  3.19226% | 531    |  3.192% | 371    |  3.091% | 
 | 58   | Sceptile           |  3.15017% | 524    |  3.150% | 384    |  3.199% | 
 | 59   | Samurott           |  3.15017% | 524    |  3.150% | 390    |  3.249% | 
 | 60   | Latias             |  3.13214% | 521    |  3.132% | 336    |  2.799% | 
 | 61   | Zoroark            |  3.04196% | 506    |  3.042% | 244    |  2.033% | 
 | 62   | Chansey            |  2.97583% | 495    |  2.976% | 377    |  3.141% | 
 | 63   | Bisharp            |  2.92173% | 486    |  2.922% | 327    |  2.724% | 
 | 64   | Lapras             |  2.74137% | 456    |  2.741% | 306    |  2.549% | 
 | 65   | Milotic            |  2.57905% | 429    |  2.579% | 313    |  2.608% | 
 | 66   | Staraptor          |  2.38668% | 397    |  2.387% | 278    |  2.316% | 
 | 67   | Crobat             |  2.35662% | 392    |  2.357% | 284    |  2.366% | 
 | 68   | Kingdra            |  2.28448% | 380    |  2.284% | 286    |  2.383% | 
 | 69   | Darmanitan         |  2.26644% | 377    |  2.266% | 296    |  2.466% | 
 | 70   | Dugtrio            |  2.26644% | 377    |  2.266% | 281    |  2.341% | 
 | 71   | Pikachu            |  2.25442% | 375    |  2.254% | 290    |  2.416% | 
 | 72   | Roserade           |  2.24841% | 374    |  2.248% | 281    |  2.341% | 
 | 73   | Blastoise          |  2.20031% | 366    |  2.200% | 277    |  2.308% | 
 | 74   | Aerodactyl         |  2.09811% | 349    |  2.098% | 259    |  2.158% | 
 | 75   | Hippowdon          |  2.05603% | 342    |  2.056% | 295    |  2.458% | 
 | 76   | Gastrodon          |  2.04401% | 340    |  2.044% | 271    |  2.258% | 
 | 77   | Mew                |  1.98990% | 331    |  1.990% | 269    |  2.241% | 
 | 78   | Togekiss           |  1.97186% | 328    |  1.972% | 224    |  1.866% | 
 | 79   | Cofagrigus         |  1.91776% | 319    |  1.918% | 225    |  1.874% | 
 | 80   | Heracross          |  1.83359% | 305    |  1.834% | 219    |  1.824% | 
 | 81   | Galvantula         |  1.82758% | 304    |  1.828% | 203    |  1.691% | 
 | 82   | Nidoking           |  1.77348% | 295    |  1.773% | 242    |  2.016% | 
 | 83   | Empoleon           |  1.73741% | 289    |  1.737% | 223    |  1.858% | 
 | 84   | Tornadus           |  1.70133% | 283    |  1.701% | 190    |  1.583% | 
 | 85   | Scrafty            |  1.67128% | 278    |  1.671% | 197    |  1.641% | 
 | 86   | Machamp            |  1.66526% | 277    |  1.665% | 216    |  1.799% | 
 | 87   | Slowbro            |  1.62318% | 270    |  1.623% | 208    |  1.733% | 
 | 88   | Amoonguss          |  1.61717% | 269    |  1.617% | 190    |  1.583% | 
 | 89   | Electivire         |  1.61717% | 269    |  1.617% | 209    |  1.741% | 
 | 90   | Eelektross         |  1.59913% | 266    |  1.599% | 200    |  1.666% | 
 | 91   | Abomasnow          |  1.58711% | 264    |  1.587% | 227    |  1.891% | 
 | 92   | Zapdos             |  1.55104% | 258    |  1.551% | 203    |  1.691% | 
 | 93   | Gallade            |  1.54503% | 257    |  1.545% | 186    |  1.550% | 
 | 94   | Torterra           |  1.53902% | 256    |  1.539% | 195    |  1.624% | 
 | 95   | Porygon-Z          |  1.50295% | 250    |  1.503% | 158    |  1.316% | 
 | 96   | Raikou             |  1.44884% | 241    |  1.449% | 174    |  1.450% | 
 | 97   | Raichu             |  1.44283% | 240    |  1.443% | 172    |  1.433% | 
 | 98   | Houndoom           |  1.43080% | 238    |  1.431% | 169    |  1.408% | 
 | 99   | Flygon             |  1.43080% | 238    |  1.431% | 190    |  1.583% | 
 | 100  | Sableye            |  1.42479% | 237    |  1.425% | 184    |  1.533% | 
 | 101  | Sharpedo           |  1.35265% | 225    |  1.353% | 162    |  1.350% | 
 | 102  | Drapion            |  1.33462% | 222    |  1.335% | 170    |  1.416% | 
 | 103  | Seismitoad         |  1.32860% | 221    |  1.329% | 186    |  1.550% | 
 | 104  | Archeops           |  1.31658% | 219    |  1.317% | 152    |  1.266% | 
 | 105  | Aggron             |  1.31057% | 218    |  1.311% | 165    |  1.375% | 
 | 106  | Gothitelle         |  1.28051% | 213    |  1.281% | 159    |  1.325% | 
 | 107  | Victini            |  1.27450% | 212    |  1.274% | 155    |  1.291% | 
 | 108  | Azumarill          |  1.25045% | 208    |  1.250% | 145    |  1.208% | 
 | 109  | Spiritomb          |  1.22039% | 203    |  1.220% | 159    |  1.325% | 
 | 110  | Mienshao           |  1.19033% | 198    |  1.190% | 148    |  1.233% | 
 | 111  | Ampharos           |  1.16629% | 194    |  1.166% | 136    |  1.133% | 
 | 112  | Typhlosion         |  1.16027% | 193    |  1.160% | 146    |  1.216% | 
 | 113  | Honchkrow          |  1.15426% | 192    |  1.154% | 114    |  0.950% | 
 | 114  | Ditto              |  1.12420% | 187    |  1.124% | 96     |  0.800% | 
 | 115  | Braviary           |  1.11218% | 185    |  1.112% | 133    |  1.108% | 
 | 116  | Feraligatr         |  1.09414% | 182    |  1.094% | 131    |  1.091% | 
 | 117  | Suicune            |  1.08212% | 180    |  1.082% | 134    |  1.116% | 
 | 118  | Unfezant           |  1.07010% | 178    |  1.070% | 140    |  1.166% | 
 | 119  | Quagsire           |  1.04605% | 174    |  1.046% | 135    |  1.125% | 
 | 120  | Shuckle            |  1.03403% | 172    |  1.034% | 150    |  1.250% | 
 | 121  | Steelix            |  1.02801% | 171    |  1.028% | 139    |  1.158% | 
 | 122  | Froslass           |  0.99194% | 165    |  0.992% | 125    |  1.041% | 
 | 123  | Xatu               |  0.97391% | 162    |  0.974% | 126    |  1.050% | 
 | 124  | Bronzong           |  0.96790% | 161    |  0.968% | 143    |  1.191% | 
 | 125  | Wobbuffet          |  0.94385% | 157    |  0.944% | 124    |  1.033% | 
 | 126  | Luxray             |  0.91980% | 153    |  0.920% | 108    |  0.900% | 
 | 127  | Exeggutor          |  0.91379% | 152    |  0.914% | 109    |  0.908% | 
 | 128  | Smeargle           |  0.90177% | 150    |  0.902% | 129    |  1.075% | 
 | 129  | Gardevoir          |  0.88974% | 148    |  0.890% | 109    |  0.908% | 
 | 130  | Hitmontop          |  0.88373% | 147    |  0.884% | 95     |  0.791% | 
 | 131  | Kyurem             |  0.87171% | 145    |  0.872% | 87     |  0.725% | 
 | 132  | Mismagius          |  0.86570% | 144    |  0.866% | 113    |  0.941% | 
 | 133  | Golurk             |  0.86570% | 144    |  0.866% | 116    |  0.966% | 
 | 134  | Azelf              |  0.85367% | 142    |  0.854% | 121    |  1.008% | 
 | 135  | Carracosta         |  0.83564% | 139    |  0.836% | 106    |  0.883% | 
 | 136  | Dusknoir           |  0.83564% | 139    |  0.836% | 105    |  0.875% | 
 | 137  | Whimsicott         |  0.82361% | 137    |  0.824% | 116    |  0.966% | 
 | 138  | Scyther            |  0.80558% | 134    |  0.806% | 97     |  0.808% | 
 | 139  | Regigigas          |  0.79957% | 133    |  0.800% | 105    |  0.875% | 
 | 140  | Slowking           |  0.79356% | 132    |  0.794% | 84     |  0.700% | 
 | 141  | Weezing            |  0.78754% | 131    |  0.788% | 98     |  0.816% | 
 | 142  | Scolipede          |  0.77552% | 129    |  0.776% | 91     |  0.758% | 
 | 143  | Walrein            |  0.76951% | 128    |  0.770% | 97     |  0.808% | 
 | 144  | Rhyperior          |  0.75147% | 125    |  0.751% | 89     |  0.741% | 
 | 145  | Banette            |  0.74546% | 124    |  0.745% | 86     |  0.716% | 
 | 146  | Articuno           |  0.73344% | 122    |  0.733% | 97     |  0.808% | 
 | 147  | Tangrowth          |  0.70338% | 117    |  0.703% | 92     |  0.766% | 
 | 148  | Ambipom            |  0.70338% | 117    |  0.703% | 88     |  0.733% | 
 | 149  | Yanmega            |  0.69737% | 116    |  0.697% | 88     |  0.733% | 
 | 150  | Porygon2           |  0.69737% | 116    |  0.697% | 82     |  0.683% | 
 | 151  | Glaceon            |  0.69737% | 116    |  0.697% | 74     |  0.616% | 
 | 152  | Stoutland          |  0.68534% | 114    |  0.685% | 83     |  0.691% | 
 | 153  | Gigalith           |  0.66130% | 110    |  0.661% | 79     |  0.658% | 
 | 154  | Sigilyph           |  0.64927% | 108    |  0.649% | 78     |  0.650% | 
 | 155  | Escavalier         |  0.64326% | 107    |  0.643% | 78     |  0.650% | 
