 Total battles: 6562
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 21.67022% | 2844   | 21.670% | 2168   | 21.359% | 
 | 2    | Dragonite          | 17.79945% | 2336   | 17.799% | 1703   | 16.778% | 
 | 3    | Tyranitar          | 16.67937% | 2189   | 16.679% | 1798   | 17.714% | 
 | 4    | Volcarona          | 14.53825% | 1908   | 14.538% | 1378   | 13.576% | 
 | 5    | Ferrothorn         | 14.50777% | 1904   | 14.508% | 1669   | 16.443% | 
 | 6    | Scizor             | 14.45443% | 1897   | 14.454% | 1437   | 14.157% | 
 | 7    | Starmie            | 13.15910% | 1727   | 13.159% | 1265   | 12.463% | 
 | 8    | Landorus-Therian   | 12.85431% | 1687   | 12.854% | 1440   | 14.187% | 
 | 9    | Latios             | 12.18379% | 1599   | 12.184% | 1221   | 12.029% | 
 | 10   | Jirachi            | 12.02377% | 1578   | 12.024% | 1224   | 12.059% | 
 | 11   | Politoed           | 10.55319% | 1385   | 10.553% | 1255   | 12.364% | 
 | 12   | Alakazam           |  9.92838% | 1303   |  9.928% | 941    |  9.271% | 
 | 13   | Breloom            |  9.50168% | 1247   |  9.502% | 975    |  9.606% | 
 | 14   | Gliscor            |  9.34166% | 1226   |  9.342% | 952    |  9.379% | 
 | 15   | Hydreigon          |  9.19689% | 1207   |  9.197% | 922    |  9.084% | 
 | 16   | Skarmory           |  8.82353% | 1158   |  8.824% | 986    |  9.714% | 
 | 17   | Keldeo             |  8.62542% | 1132   |  8.625% | 856    |  8.433% | 
 | 18   | Gengar             |  8.41969% | 1105   |  8.420% | 848    |  8.355% | 
 | 19   | Heatran            |  8.25968% | 1084   |  8.260% | 870    |  8.571% | 
 | 20   | Rotom-Wash         |  8.07681% | 1060   |  8.077% | 894    |  8.808% | 
 | 21   | Kyurem-Black       |  7.92441% | 1040   |  7.924% | 757    |  7.458% | 
 | 22   | Conkeldurr         |  7.29960% | 958    |  7.300% | 721    |  7.103% | 
 | 23   | Gyarados           |  6.67479% | 876    |  6.675% | 655    |  6.453% | 
 | 24   | Tentacruel         |  6.61384% | 868    |  6.614% | 668    |  6.581% | 
 | 25   | Excadrill          |  6.53002% | 857    |  6.530% | 628    |  6.187% | 
 | 26   | Magnezone          |  6.46144% | 848    |  6.461% | 642    |  6.325% | 
 | 27   | Haxorus            |  6.41573% | 842    |  6.416% | 629    |  6.197% | 
 | 28   | Jellicent          |  6.31667% | 829    |  6.317% | 647    |  6.374% | 
 | 29   | Hippowdon          |  6.08808% | 799    |  6.088% | 638    |  6.286% | 
 | 30   | Infernape          |  6.07284% | 797    |  6.073% | 625    |  6.158% | 
 | 31   | Jolteon            |  6.06522% | 796    |  6.065% | 615    |  6.059% | 
 | 32   | Espeon             |  5.83664% | 766    |  5.837% | 604    |  5.951% | 
 | 33   | Terrakion          |  5.78330% | 759    |  5.783% | 567    |  5.586% | 
 | 34   | Lucario            |  5.13563% | 674    |  5.136% | 476    |  4.690% | 
 | 35   | Amoonguss          |  4.96038% | 651    |  4.960% | 541    |  5.330% | 
 | 36   | Snorlax            |  4.86894% | 639    |  4.869% | 507    |  4.995% | 
 | 37   | Salamence          |  4.85370% | 637    |  4.854% | 469    |  4.621% | 
 | 38   | Cloyster           |  4.55654% | 598    |  4.557% | 452    |  4.453% | 
 | 39   | Reuniclus          |  4.54130% | 596    |  4.541% | 434    |  4.276% | 
 | 40   | Metagross          |  4.39653% | 577    |  4.397% | 422    |  4.158% | 
 | 41   | Gastrodon          |  4.31271% | 566    |  4.313% | 420    |  4.138% | 
 | 42   | Forretress         |  4.16032% | 546    |  4.160% | 466    |  4.591% | 
 | 43   | Chandelure         |  4.12222% | 541    |  4.122% | 418    |  4.118% | 
