 Total battles: 6652
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.26308% | 3361   | 25.263% | 2928   | 28.381% | 
 | 2    | Politoed           | 18.89657% | 2514   | 18.897% | 2278   | 22.081% | 
 | 3    | Garchomp           | 18.56584% | 2470   | 18.566% | 1908   | 18.494% | 
 | 4    | Latios             | 18.00210% | 2395   | 18.002% | 1821   | 17.651% | 
 | 5    | Tyranitar          | 16.76188% | 2230   | 16.762% | 1849   | 17.922% | 
 | 6    | Scizor             | 16.05532% | 2136   | 16.055% | 1580   | 15.315% | 
 | 7    | Dragonite          | 15.40890% | 2050   | 15.409% | 1473   | 14.278% | 
 | 8    | Landorus-Therian   | 15.07817% | 2006   | 15.078% | 1720   | 16.672% | 
 | 9    | Jirachi            | 12.94348% | 1722   | 12.943% | 1360   | 13.183% | 
 | 10   | Alakazam           | 12.14672% | 1616   | 12.147% | 1167   | 11.312% | 
 | 11   | Tentacruel         | 10.68100% | 1421   | 10.681% | 1022   |  9.906% | 
 | 12   | Starmie            | 10.64342% | 1416   | 10.643% | 1072   | 10.391% | 
 | 13   | Magnezone          | 10.51563% | 1399   | 10.516% | 1080   | 10.468% | 
 | 14   | Volcarona          | 10.51563% | 1399   | 10.516% | 1015   |  9.838% | 
 | 15   | Hydreigon          | 10.23001% | 1361   | 10.230% | 1042   | 10.100% | 
 | 16   | Skarmory           | 10.15484% | 1351   | 10.155% | 1148   | 11.128% | 
 | 17   | Gengar             |  9.76398% | 1299   |  9.764% | 954    |  9.247% | 
 | 18   | Breloom            |  9.57607% | 1274   |  9.576% | 965    |  9.354% | 
 | 19   | Keldeo             |  9.52345% | 1267   |  9.523% | 926    |  8.976% | 
 | 20   | Gliscor            |  8.87703% | 1181   |  8.877% | 914    |  8.859% | 
 | 21   | Heatran            |  8.79435% | 1170   |  8.794% | 910    |  8.821% | 
 | 22   | Gyarados           |  8.43355% | 1122   |  8.434% | 865    |  8.384% | 
 | 23   | Jellicent          |  8.21557% | 1093   |  8.216% | 866    |  8.394% | 
 | 24   | Conkeldurr         |  8.04269% | 1070   |  8.043% | 798    |  7.735% | 
 | 25   | Excadrill          |  7.81720% | 1040   |  7.817% | 726    |  7.037% | 
 | 26   | Rotom-Wash         |  7.59170% | 1010   |  7.592% | 832    |  8.065% | 
 | 27   | Infernape          |  7.29856% | 971    |  7.299% | 739    |  7.163% | 
 | 28   | Blissey            |  7.18581% | 956    |  7.186% | 703    |  6.814% | 
 | 29   | Salamence          |  6.87763% | 915    |  6.878% | 672    |  6.514% | 
 | 30   | Forretress         |  6.50180% | 865    |  6.502% | 750    |  7.270% | 
