 Total battles: 15814
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.25749% | 8621   | 27.257% | 7499   | 30.111% | 
 | 2    | Garchomp           | 21.41457% | 6773   | 21.415% | 5300   | 21.281% | 
 | 3    | Tyranitar          | 20.58619% | 6511   | 20.586% | 5502   | 22.092% | 
 | 4    | Politoed           | 17.97774% | 5686   | 17.978% | 5137   | 20.627% | 
 | 5    | Latios             | 16.88377% | 5340   | 16.884% | 3907   | 15.688% | 
 | 6    | Landorus-Therian   | 14.27849% | 4516   | 14.278% | 3944   | 15.836% | 
 | 7    | Starmie            | 14.06349% | 4448   | 14.063% | 3471   | 13.937% | 
 | 8    | Breloom            | 13.98444% | 4423   | 13.984% | 3465   | 13.913% | 
 | 9    | Scizor             | 13.20033% | 4175   | 13.200% | 3208   | 12.881% | 
 | 10   | Dragonite          | 12.15063% | 3843   | 12.151% | 2830   | 11.363% | 
 | 11   | Volcarona          | 12.03364% | 3806   | 12.034% | 2756   | 11.066% | 
 | 12   | Jirachi            | 11.86923% | 3754   | 11.869% | 2879   | 11.560% | 
 | 13   | Excadrill          | 11.75857% | 3719   | 11.759% | 2765   | 11.102% | 
 | 14   | Tentacruel         | 11.68585% | 3696   | 11.686% | 2768   | 11.114% | 
 | 15   | Gliscor            | 11.63526% | 3680   | 11.635% | 2934   | 11.781% | 
 | 16   | Skarmory           | 11.39497% | 3604   | 11.395% | 3161   | 12.692% | 
 | 17   | Magnezone          | 10.55394% | 3338   | 10.554% | 2509   | 10.074% | 
 | 18   | Salamence          | 10.36423% | 3278   | 10.364% | 2387   |  9.585% | 
 | 19   | Heatran            | 10.14923% | 3210   | 10.149% | 2581   | 10.364% | 
 | 20   | Gengar             |  9.39358% | 2971   |  9.394% | 2234   |  8.970% | 
 | 21   | Hydreigon          |  8.94461% | 2829   |  8.945% | 2153   |  8.645% | 
 | 22   | Keldeo             |  8.93196% | 2825   |  8.932% | 2120   |  8.513% | 
 | 23   | Alakazam           |  8.74542% | 2766   |  8.745% | 1967   |  7.898% | 
 | 24   | Rotom-Wash         |  8.60314% | 2721   |  8.603% | 2350   |  9.436% | 
 | 25   | Thundurus-Therian  |  7.32895% | 2318   |  7.329% | 1722   |  6.914% | 
 | 26   | Gyarados           |  6.91792% | 2188   |  6.918% | 1642   |  6.593% | 
 | 27   | Infernape          |  6.90527% | 2184   |  6.905% | 1721   |  6.910% | 
 | 28   | Kyurem-Black       |  6.83888% | 2163   |  6.839% | 1586   |  6.368% | 
 | 29   | Cloyster           |  6.78197% | 2145   |  6.782% | 1656   |  6.649% | 
 | 30   | Jolteon            |  6.77880% | 2144   |  6.779% | 1751   |  7.031% | 
 | 31   | Conkeldurr         |  6.68395% | 2114   |  6.684% | 1626   |  6.529% | 
 | 32   | Jellicent          |  6.38675% | 2020   |  6.387% | 1647   |  6.613% | 
 | 33   | Metagross          |  6.01050% | 1901   |  6.010% | 1420   |  5.702% | 
 | 34   | Lucario            |  6.00101% | 1898   |  6.001% | 1267   |  5.087% | 
 | 35   | Ninetales          |  5.58998% | 1768   |  5.590% | 1545   |  6.204% | 
 | 36   | Mamoswine          |  5.40028% | 1708   |  5.400% | 1310   |  5.260% | 
 | 37   | Blissey            |  5.30859% | 1679   |  5.309% | 1372   |  5.509% | 
 | 38   | Forretress         |  5.20425% | 1646   |  5.204% | 1468   |  5.895% | 
 | 39   | Haxorus            |  5.10623% | 1615   |  5.106% | 1155   |  4.638% | 
 | 40   | Espeon             |  4.80271% | 1519   |  4.803% | 1146   |  4.602% | 
 | 41   | Reuniclus          |  4.71418% | 1491   |  4.714% | 1122   |  4.505% | 
 | 42   | Vaporeon           |  4.58455% | 1450   |  4.585% | 1149   |  4.614% | 
 | 43   | Chansey            |  4.43594% | 1403   |  4.436% | 1040   |  4.176% | 
 | 44   | Donphan            |  4.37903% | 1385   |  4.379% | 1122   |  4.505% | 
 | 45   | Toxicroak          |  3.95219% | 1250   |  3.952% | 935    |  3.754% | 
 | 46   | Swampert           |  3.69925% | 1170   |  3.699% | 957    |  3.843% | 
 | 47   | Amoonguss          |  3.57278% | 1130   |  3.573% | 941    |  3.778% | 
 | 48   | Hippowdon          |  3.55697% | 1125   |  3.557% | 977    |  3.923% | 
 | 49   | Tornadus           |  3.48742% | 1103   |  3.487% | 809    |  3.248% | 
 | 50   | Mew                |  3.45896% | 1094   |  3.459% | 980    |  3.935% | 
 | 51   | Weavile            |  3.29771% | 1043   |  3.298% | 767    |  3.080% | 
 | 52   | Chandelure         |  3.13646% | 992    |  3.136% | 724    |  2.907% | 
 | 53   | Gastrodon          |  3.06690% | 970    |  3.067% | 794    |  3.188% | 
 | 54   | Terrakion          |  2.99418% | 947    |  2.994% | 687    |  2.759% | 
 | 55   | Latias             |  2.74440% | 868    |  2.744% | 658    |  2.642% | 
 | 56   | Celebi             |  2.51360% | 795    |  2.514% | 618    |  2.481% | 
 | 57   | Darmanitan         |  2.38080% | 753    |  2.381% | 618    |  2.481% | 
 | 58   | Milotic            |  2.28595% | 723    |  2.286% | 579    |  2.325% | 
 | 59   | Umbreon            |  2.27646% | 720    |  2.276% | 583    |  2.341% | 
 | 60   | Froslass           |  2.25749% | 714    |  2.257% | 565    |  2.269% | 
 | 61   | Arcanine           |  2.24801% | 711    |  2.248% | 570    |  2.289% | 
 | 62   | Azelf              |  2.16580% | 685    |  2.166% | 672    |  2.698% | 
 | 63   | Venusaur           |  2.11521% | 669    |  2.115% | 516    |  2.072% | 
 | 64   | Mienshao           |  2.08360% | 659    |  2.084% | 553    |  2.220% | 
 | 65   | Togekiss           |  2.08044% | 658    |  2.080% | 520    |  2.088% | 
 | 66   | Cofagrigus         |  2.04249% | 646    |  2.042% | 536    |  2.152% | 
 | 67   | Charizard          |  2.01720% | 638    |  2.017% | 463    |  1.859% | 
 | 68   | Kingdra            |  2.00139% | 633    |  2.001% | 516    |  2.072% | 
 | 69   | Snorlax            |  1.81169% | 573    |  1.812% | 438    |  1.759% | 
 | 70   | Krookodile         |  1.76426% | 558    |  1.764% | 434    |  1.743% | 
 | 71   | Zoroark            |  1.73264% | 548    |  1.733% | 219    |  0.879% | 
 | 72   | Crobat             |  1.66941% | 528    |  1.669% | 428    |  1.719% | 
 | 73   | Samurott           |  1.62514% | 514    |  1.625% | 418    |  1.678% | 
 | 74   | Bronzong           |  1.59669% | 505    |  1.597% | 429    |  1.723% | 
 | 75   | Sableye            |  1.58720% | 502    |  1.587% | 424    |  1.703% | 
 | 76   | Xatu               |  1.48603% | 470    |  1.486% | 378    |  1.518% | 
 | 77   | Blastoise          |  1.44808% | 458    |  1.448% | 362    |  1.454% | 
 | 78   | Scrafty            |  1.42279% | 450    |  1.423% | 364    |  1.462% | 
 | 79   | Abomasnow          |  1.40698% | 445    |  1.407% | 404    |  1.622% | 
 | 80   | Serperior          |  1.38801% | 439    |  1.388% | 328    |  1.317% | 
 | 81   | Cresselia          |  1.37536% | 435    |  1.375% | 345    |  1.385% | 
 | 82   | Nidoking           |  1.27419% | 403    |  1.274% | 312    |  1.253% | 
 | 83   | Victini            |  1.27103% | 402    |  1.271% | 315    |  1.265% | 
 | 84   | Slowbro            |  1.19514% | 378    |  1.195% | 296    |  1.189% | 
 | 85   | Sceptile           |  1.15720% | 366    |  1.157% | 294    |  1.181% | 
 | 86   | Staraptor          |  1.13507% | 359    |  1.135% | 270    |  1.084% | 
 | 87   | Bisharp            |  1.10345% | 349    |  1.103% | 276    |  1.108% | 
 | 88   | Electivire         |  1.10029% | 348    |  1.100% | 282    |  1.132% | 
 | 89   | Pikachu            |  1.09397% | 346    |  1.094% | 313    |  1.257% | 
 | 90   | Spiritomb          |  1.08764% | 344    |  1.088% | 291    |  1.168% | 
 | 91   | Zapdos             |  1.07184% | 339    |  1.072% | 255    |  1.024% | 
 | 92   | Ludicolo           |  1.05286% | 333    |  1.053% | 269    |  1.080% | 
 | 93   | Lapras             |  1.03389% | 327    |  1.034% | 246    |  0.988% | 
 | 94   | Aerodactyl         |  1.03073% | 326    |  1.031% | 299    |  1.201% | 
 | 95   | Roserade           |  1.02125% | 323    |  1.021% | 258    |  1.036% | 
 | 96   | Heracross          |  1.01809% | 322    |  1.018% | 245    |  0.984% | 
 | 97   | Sigilyph           |  0.97066% | 307    |  0.971% | 232    |  0.932% | 
 | 98   | Seismitoad         |  0.94853% | 300    |  0.949% | 248    |  0.996% | 
 | 99   | Eelektross         |  0.94853% | 300    |  0.949% | 232    |  0.932% | 
 | 100  | Suicune            |  0.90426% | 286    |  0.904% | 211    |  0.847% | 
 | 101  | Slowking           |  0.89162% | 282    |  0.892% | 217    |  0.871% | 
 | 102  | Tangrowth          |  0.88213% | 279    |  0.882% | 205    |  0.823% | 
 | 103  | Azumarill          |  0.87897% | 278    |  0.879% | 200    |  0.803% | 
 | 104  | Emboar             |  0.84419% | 267    |  0.844% | 212    |  0.851% | 
 | 105  | Flygon             |  0.81573% | 258    |  0.816% | 189    |  0.759% | 
 | 106  | Medicham           |  0.80309% | 254    |  0.803% | 188    |  0.755% | 
