 Total battles: 8437
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 21.95686% | 3705   | 21.957% | 2973   | 22.538% | 
 | 2    | Tyranitar          | 21.87389% | 3691   | 21.874% | 3081   | 23.357% | 
 | 3    | Scizor             | 20.35676% | 3435   | 20.357% | 2609   | 19.778% | 
 | 4    | Dragonite          | 19.83525% | 3347   | 19.835% | 2362   | 17.906% | 
 | 5    | Landorus-Therian   | 18.95816% | 3199   | 18.958% | 2720   | 20.620% | 
 | 6    | Jirachi            | 18.27664% | 3084   | 18.277% | 2546   | 19.301% | 
 | 7    | Ferrothorn         | 18.12848% | 3059   | 18.128% | 2679   | 20.309% | 
 | 8    | Latios             | 17.01434% | 2871   | 17.014% | 2166   | 16.420% | 
 | 9    | Starmie            | 16.58765% | 2799   | 16.588% | 2179   | 16.519% | 
 | 10   | Politoed           | 14.93422% | 2520   | 14.934% | 2318   | 17.572% | 
 | 11   | Breloom            | 14.46012% | 2440   | 14.460% | 1971   | 14.942% | 
 | 12   | Skarmory           | 12.94892% | 2185   | 12.949% | 1956   | 14.828% | 
 | 13   | Keldeo             | 12.39777% | 2092   | 12.398% | 1624   | 12.311% | 
 | 14   | Heatran            | 11.92960% | 2013   | 11.930% | 1674   | 12.690% | 
 | 15   | Rotom-Wash         | 11.77551% | 1987   | 11.776% | 1682   | 12.751% | 
 | 16   | Volcarona          | 10.93991% | 1846   | 10.940% | 1308   |  9.916% | 
 | 17   | Alakazam           | 10.79768% | 1822   | 10.798% | 1340   | 10.158% | 
 | 18   | Jellicent          |  9.45834% | 1596   |  9.458% | 1313   |  9.954% | 
 | 19   | Gengar             |  9.33389% | 1575   |  9.334% | 1164   |  8.824% | 
 | 20   | Terrakion          |  8.12493% | 1371   |  8.125% | 1046   |  7.930% | 
 | 21   | Gliscor            |  8.05381% | 1359   |  8.054% | 1083   |  8.210% | 
 | 22   | Magnezone          |  8.00047% | 1350   |  8.000% | 1077   |  8.165% | 
 | 23   | Hydreigon          |  7.84046% | 1323   |  7.840% | 1000   |  7.581% | 
 | 24   | Tentacruel         |  7.08783% | 1196   |  7.088% | 926    |  7.020% | 
 | 25   | Salamence          |  6.82707% | 1152   |  6.827% | 819    |  6.209% | 
 | 26   | Kyurem-Black       |  6.76188% | 1141   |  6.762% | 866    |  6.565% | 
 | 27   | Lucario            |  6.21074% | 1048   |  6.211% | 760    |  5.761% | 
 | 28   | Forretress         |  6.15148% | 1038   |  6.151% | 936    |  7.096% | 
 | 29   | Mamoswine          |  5.85516% | 988    |  5.855% | 789    |  5.981% | 
 | 30   | Thundurus-Therian  |  5.81960% | 982    |  5.820% | 747    |  5.663% | 
 | 31   | Reuniclus          |  5.77812% | 975    |  5.778% | 739    |  5.602% | 
 | 32   | Infernape          |  5.73071% | 967    |  5.731% | 742    |  5.625% | 
