 Total battles: 2407
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 23.05775% | 1110   | 23.058% | 888    | 23.043% | 
 | 2    | Scizor             | 21.81138% | 1050   | 21.811% | 811    | 21.045% | 
 | 3    | Politoed           | 21.79061% | 1049   | 21.791% | 952    | 24.704% | 
 | 4    | Ferrothorn         | 21.27129% | 1024   | 21.271% | 904    | 23.458% | 
 | 5    | Jirachi            | 20.60656% | 992    | 20.607% | 829    | 21.512% | 
 | 6    | Starmie            | 20.35729% | 980    | 20.357% | 764    | 19.825% | 
 | 7    | Tyranitar          | 19.21479% | 925    | 19.215% | 771    | 20.007% | 
 | 8    | Landorus-Therian   | 18.88243% | 909    | 18.882% | 794    | 20.604% | 
 | 9    | Latios             | 18.42543% | 887    | 18.425% | 701    | 18.190% | 
 | 10   | Heatran            | 16.90902% | 814    | 16.909% | 661    | 17.152% | 
 | 11   | Dragonite          | 12.69215% | 611    | 12.692% | 447    | 11.599% | 
 | 12   | Rotom-Wash         | 12.42210% | 598    | 12.422% | 521    | 13.520% | 
 | 13   | Skarmory           | 12.11051% | 583    | 12.111% | 517    | 13.416% | 
 | 14   | Breloom            | 12.04819% | 580    | 12.048% | 465    | 12.066% | 
 | 15   | Keldeo             | 11.81969% | 569    | 11.820% | 428    | 11.106% | 
 | 16   | Volcarona          | 10.84337% | 522    | 10.843% | 391    | 10.146% | 
 | 17   | Terrakion          | 10.59410% | 510    | 10.594% | 369    |  9.575% | 
 | 18   | Jellicent          | 10.24096% | 493    | 10.241% | 400    | 10.380% | 
 | 19   | Gengar             | 10.22019% | 492    | 10.220% | 370    |  9.601% | 
 | 20   | Tentacruel         |  9.61778% | 463    |  9.618% | 357    |  9.264% | 
 | 21   | Hippowdon          |  9.51392% | 458    |  9.514% | 432    | 11.210% | 
 | 22   | Ninetales          |  9.49314% | 457    |  9.493% | 421    | 10.925% | 
 | 23   | Forretress         |  9.20233% | 443    |  9.202% | 386    | 10.016% | 
