 Total battles: 4097
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 21.29607% | 1745   | 21.296% | 1495   | 24.572% | 
 | 2    | Garchomp           | 20.03905% | 1642   | 20.039% | 1217   | 20.003% | 
 | 3    | Tyranitar          | 16.19478% | 1327   | 16.195% | 1061   | 17.439% | 
 | 4    | Politoed           | 15.74323% | 1290   | 15.743% | 1180   | 19.395% | 
 | 5    | Scizor             | 14.96217% | 1226   | 14.962% | 883    | 14.513% | 
 | 6    | Latios             | 14.47401% | 1186   | 14.474% | 821    | 13.494% | 
 | 7    | Gengar             | 14.42519% | 1182   | 14.425% | 820    | 13.478% | 
 | 8    | Hydreigon          | 13.49768% | 1106   | 13.498% | 786    | 12.919% | 
 | 9    | Dragonite          | 13.09495% | 1073   | 13.095% | 752    | 12.360% | 
 | 10   | Keldeo             | 12.14303% | 995    | 12.143% | 703    | 11.555% | 
 | 11   | Landorus-Therian   | 11.83793% | 970    | 11.838% | 802    | 13.182% | 
 | 12   | Gliscor            | 11.65487% | 955    | 11.655% | 715    | 11.752% | 
 | 13   | Starmie            | 11.63046% | 953    | 11.630% | 659    | 10.831% | 
 | 14   | Jirachi            | 11.59385% | 950    | 11.594% | 725    | 11.916% | 
 | 15   | Rotom-Wash         | 10.80059% | 885    | 10.801% | 720    | 11.834% | 
 | 16   | Alakazam           | 10.71516% | 878    | 10.715% | 614    | 10.092% | 
 | 17   | Tentacruel         | 10.03173% | 822    | 10.032% | 622    | 10.223% | 
 | 18   | Skarmory           |  9.77545% | 801    |  9.775% | 690    | 11.341% | 
 | 19   | Volcarona          |  9.67781% | 793    |  9.678% | 561    |  9.221% | 
 | 20   | Salamence          |  9.00659% | 738    |  9.007% | 489    |  8.037% | 
 | 21   | Infernape          |  8.78692% | 720    |  8.787% | 535    |  8.793% | 
 | 22   | Breloom            |  8.64047% | 708    |  8.640% | 534    |  8.777% | 
 | 23   | Jellicent          |  8.11569% | 665    |  8.116% | 525    |  8.629% | 
 | 24   | Heatran            |  7.93263% | 650    |  7.933% | 493    |  8.103% | 
 | 25   | Conkeldurr         |  7.70076% | 631    |  7.701% | 425    |  6.985% | 
 | 26   | Cloyster           |  7.29802% | 598    |  7.298% | 433    |  7.117% | 
 | 27   | Magnezone          |  7.24921% | 594    |  7.249% | 426    |  7.002% | 
 | 28   | Thundurus-Therian  |  7.18819% | 589    |  7.188% | 423    |  6.952% | 
 | 29   | Terrakion          |  6.74884% | 553    |  6.749% | 399    |  6.558% | 
 | 30   | Kyurem-Black       |  6.67562% | 547    |  6.676% | 347    |  5.703% | 
 | 31   | Lucario            |  6.52917% | 535    |  6.529% | 371    |  6.098% | 
 | 32   | Gyarados           |  6.18745% | 507    |  6.187% | 373    |  6.131% | 
 | 33   | Blissey            |  5.97999% | 490    |  5.980% | 402    |  6.607% | 
 | 34   | Jolteon            |  5.41860% | 444    |  5.419% | 320    |  5.260% | 
 | 35   | Forretress         |  5.41860% | 444    |  5.419% | 381    |  6.262% | 
 | 36   | Celebi             |  5.39419% | 442    |  5.394% | 318    |  5.227% | 
 | 37   | Chansey            |  4.61313% | 378    |  4.613% | 289    |  4.750% | 
 | 38   | Excadrill          |  4.60093% | 377    |  4.601% | 270    |  4.438% | 
