 Total battles: 41084
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 26.43121% | 21718  | 26.431% | 18578  | 29.431% | 
 | 2    | Garchomp           | 21.10919% | 17345  | 21.109% | 13076  | 20.715% | 
 | 3    | Scizor             | 17.54819% | 14419  | 17.548% | 10952  | 17.350% | 
 | 4    | Tyranitar          | 17.01636% | 13982  | 17.016% | 11335  | 17.957% | 
 | 5    | Politoed           | 16.19609% | 13308  | 16.196% | 11828  | 18.738% | 
 | 6    | Latios             | 15.22004% | 12506  | 15.220% | 9349   | 14.810% | 
 | 7    | Dragonite          | 14.02492% | 11524  | 14.025% | 8236   | 13.047% | 
 | 8    | Landorus-Therian   | 13.30810% | 10935  | 13.308% | 9209   | 14.589% | 
 | 9    | Starmie            | 13.00141% | 10683  | 13.001% | 7928   | 12.559% | 
 | 10   | Volcarona          | 12.40020% | 10189  | 12.400% | 7276   | 11.526% | 
 | 11   | Rotom-Wash         | 12.04605% | 9898   | 12.046% | 8255   | 13.077% | 
 | 12   | Alakazam           | 11.18319% | 9189   | 11.183% | 6495   | 10.289% | 
 | 13   | Tentacruel         | 10.87406% | 8935   | 10.874% | 6599   | 10.454% | 
 | 14   | Magnezone          | 10.84120% | 8908   | 10.841% | 6849   | 10.850% | 
 | 15   | Excadrill          | 10.64040% | 8743   | 10.640% | 6269   |  9.931% | 
 | 16   | Keldeo             | 10.49192% | 8621   | 10.492% | 6349   | 10.058% | 
 | 17   | Gengar             |  9.82986% | 8077   |  9.830% | 5828   |  9.233% | 
 | 18   | Jirachi            |  9.29802% | 7640   |  9.298% | 6006   |  9.515% | 
 | 19   | Gliscor            |  9.26030% | 7609   |  9.260% | 5785   |  9.164% | 
 | 20   | Breloom            |  8.51183% | 6994   |  8.512% | 5327   |  8.439% | 
 | 21   | Heatran            |  8.50574% | 6989   |  8.506% | 5566   |  8.818% | 
 | 22   | Skarmory           |  8.47045% | 6960   |  8.470% | 6008   |  9.518% | 
 | 23   | Conkeldurr         |  8.30737% | 6826   |  8.307% | 5135   |  8.135% | 
 | 24   | Hydreigon          |  8.27451% | 6799   |  8.275% | 4924   |  7.800% | 
 | 25   | Infernape          |  8.22948% | 6762   |  8.229% | 5287   |  8.376% | 
 | 26   | Thundurus-Therian  |  8.20027% | 6738   |  8.200% | 5024   |  7.959% | 
 | 27   | Salamence          |  8.06762% | 6629   |  8.068% | 4866   |  7.709% | 
 | 28   | Gyarados           |  7.64531% | 6282   |  7.645% | 4834   |  7.658% | 
 | 29   | Cloyster           |  7.59663% | 6242   |  7.597% | 4634   |  7.341% | 
 | 30   | Jellicent          |  7.54795% | 6202   |  7.548% | 4939   |  7.824% | 
 | 31   | Jolteon            |  7.09887% | 5833   |  7.099% | 4376   |  6.932% | 
 | 32   | Reuniclus          |  5.87698% | 4829   |  5.877% | 3634   |  5.757% | 
 | 33   | Espeon             |  5.76989% | 4741   |  5.770% | 3748   |  5.938% | 
 | 34   | Blissey            |  5.67861% | 4666   |  5.679% | 3509   |  5.559% | 
 | 35   | Kyurem-Black       |  5.55447% | 4564   |  5.554% | 3340   |  5.291% | 
 | 36   | Mamoswine          |  5.40600% | 4442   |  5.406% | 3556   |  5.633% | 
