 Total battles: 1557
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.55299% | 858    | 27.553% | 735    | 30.843% | 
 | 2    | Politoed           | 23.89210% | 744    | 23.892% | 675    | 28.326% | 
 | 3    | Garchomp           | 22.70392% | 707    | 22.704% | 519    | 21.779% | 
 | 4    | Tyranitar          | 19.23571% | 599    | 19.236% | 477    | 20.017% | 
 | 5    | Jirachi            | 17.30893% | 539    | 17.309% | 431    | 18.086% | 
 | 6    | Starmie            | 17.21259% | 536    | 17.213% | 404    | 16.953% | 
 | 7    | Dragonite          | 15.86384% | 494    | 15.864% | 353    | 14.813% | 
 | 8    | Keldeo             | 14.25819% | 444    | 14.258% | 324    | 13.596% | 
 | 9    | Landorus-Therian   | 13.87283% | 432    | 13.873% | 339    | 14.226% | 
 | 10   | Scizor             | 13.45536% | 419    | 13.455% | 313    | 13.135% | 
 | 11   | Latios             | 13.00578% | 405    | 13.006% | 298    | 12.505% | 
 | 12   | Heatran            | 12.17084% | 379    | 12.171% | 302    | 12.673% | 
 | 13   | Gengar             | 11.88182% | 370    | 11.882% | 266    | 11.162% | 
 | 14   | Forretress         | 11.17534% | 348    | 11.175% | 301    | 12.631% | 
 | 15   | Skarmory           | 10.85421% | 338    | 10.854% | 295    | 12.379% | 
 | 16   | Alakazam           | 10.69364% | 333    | 10.694% | 241    | 10.113% | 
 | 17   | Rotom-Wash         | 10.05138% | 313    | 10.051% | 262    | 10.995% | 
 | 18   | Volcarona          |  9.53757% | 297    |  9.538% | 206    |  8.645% | 
 | 19   | Breloom            |  8.89531% | 277    |  8.895% | 218    |  9.148% | 
 | 20   | Toxicroak          |  8.70263% | 271    |  8.703% | 189    |  7.931% | 
 | 21   | Gliscor            |  8.34939% | 260    |  8.349% | 188    |  7.889% | 
 | 22   | Hydreigon          |  7.70713% | 240    |  7.707% | 187    |  7.847% | 
 | 23   | Jellicent          |  7.45022% | 232    |  7.450% | 191    |  8.015% | 
 | 24   | Celebi             |  6.71162% | 209    |  6.712% | 165    |  6.924% | 
 | 25   | Kyurem-Black       |  6.51895% | 203    |  6.519% | 139    |  5.833% | 
 | 26   | Gastrodon          |  6.39049% | 199    |  6.390% | 160    |  6.714% | 
 | 27   | Terrakion          |  6.35838% | 198    |  6.358% | 141    |  5.917% | 
 | 28   | Thundurus-Therian  |  6.29416% | 196    |  6.294% | 142    |  5.959% | 
 | 29   | Reuniclus          |  6.19782% | 193    |  6.198% | 122    |  5.120% | 
 | 30   | Gyarados           |  6.16570% | 192    |  6.166% | 147    |  6.169% | 
 | 31   | Tentacruel         |  6.10148% | 190    |  6.101% | 148    |  6.211% | 
 | 32   | Lucario            |  5.97303% | 186    |  5.973% | 121    |  5.078% | 
