 Total battles: 43786
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 26.86932% | 23530  | 26.869% | 19936  | 29.639% | 
 | 2    | Latios             | 24.61632% | 21557  | 24.616% | 15697  | 23.337% | 
 | 3    | Garchomp           | 23.48468% | 20566  | 23.485% | 15584  | 23.169% | 
 | 4    | Scizor             | 20.70182% | 18129  | 20.702% | 13805  | 20.524% | 
 | 5    | Tyranitar          | 18.95355% | 16598  | 18.954% | 13759  | 20.456% | 
 | 6    | Dragonite          | 17.52387% | 15346  | 17.524% | 10975  | 16.317% | 
 | 7    | Politoed           | 16.45503% | 14410  | 16.455% | 12898  | 19.176% | 
 | 8    | Alakazam           | 14.81295% | 12972  | 14.813% | 9050   | 13.455% | 
 | 9    | Volcarona          | 14.46695% | 12669  | 14.467% | 9324   | 13.862% | 
 | 10   | Landorus-Therian   | 13.43694% | 11767  | 13.437% | 9961   | 14.809% | 
 | 11   | Starmie            | 12.90595% | 11302  | 12.906% | 8554   | 12.717% | 
 | 12   | Excadrill          | 12.70612% | 11127  | 12.706% | 8016   | 11.917% | 
 | 13   | Tentacruel         | 12.00498% | 10513  | 12.005% | 7431   | 11.048% | 
 | 14   | Gliscor            | 11.81085% | 10343  | 11.811% | 8139   | 12.100% | 
 | 15   | Keldeo             | 11.75033% | 10290  | 11.750% | 7441   | 11.063% | 
 | 16   | Magnezone          | 11.40319% | 9986   | 11.403% | 7783   | 11.571% | 
 | 17   | Skarmory           | 11.17252% | 9784   | 11.173% | 8643   | 12.850% | 
 | 18   | Rotom-Wash         | 10.80482% | 9462   | 10.805% | 7965   | 11.842% | 
 | 19   | Jirachi            | 10.78884% | 9448   | 10.789% | 7749   | 11.521% | 
 | 20   | Jellicent          |  9.07482% | 7947   |  9.075% | 6376   |  9.479% | 
 | 21   | Breloom            |  8.85557% | 7755   |  8.856% | 5702   |  8.477% | 
 | 22   | Gengar             |  8.19212% | 7174   |  8.192% | 5164   |  7.677% | 
 | 23   | Cloyster           |  8.14073% | 7129   |  8.141% | 5190   |  7.716% | 
 | 24   | Thundurus-Therian  |  7.89179% | 6911   |  7.892% | 5104   |  7.588% | 
 | 25   | Reuniclus          |  7.62344% | 6676   |  7.623% | 4787   |  7.117% | 
 | 26   | Heatran            |  7.43502% | 6511   |  7.435% | 5170   |  7.686% | 
 | 27   | Gyarados           |  7.04563% | 6170   |  7.046% | 4652   |  6.916% | 
 | 28   | Salamence          |  6.88576% | 6030   |  6.886% | 4163   |  6.189% | 
 | 29   | Kyurem-Black       |  6.82296% | 5975   |  6.823% | 4291   |  6.379% | 
 | 30   | Conkeldurr         |  6.52720% | 5716   |  6.527% | 4422   |  6.574% | 
 | 31   | Hydreigon          |  6.50665% | 5698   |  6.507% | 4257   |  6.329% | 
 | 32   | Mamoswine          |  6.02361% | 5275   |  6.024% | 4115   |  6.118% | 
 | 33   | Infernape          |  5.71758% | 5007   |  5.718% | 3885   |  5.776% | 
 | 34   | Gastrodon          |  5.41726% | 4744   |  5.417% | 3658   |  5.438% | 
 | 35   | Terrakion          |  5.21285% | 4565   |  5.213% | 3391   |  5.041% | 
 | 36   | Celebi             |  5.18887% | 4544   |  5.189% | 3594   |  5.343% | 
 | 37   | Forretress         |  5.17289% | 4530   |  5.173% | 4038   |  6.003% | 
 | 38   | Lucario            |  4.02069% | 3521   |  4.021% | 2669   |  3.968% | 
 | 39   | Ninetales          |  4.00927% | 3511   |  4.009% | 3088   |  4.591% | 
 | 40   | Blissey            |  3.77404% | 3305   |  3.774% | 2513   |  3.736% | 
 | 41   | Toxicroak          |  3.77061% | 3302   |  3.771% | 2389   |  3.552% | 
 | 42   | Espeon             |  3.72379% | 3261   |  3.724% | 2663   |  3.959% | 
 | 43   | Jolteon            |  3.67697% | 3220   |  3.677% | 2404   |  3.574% | 
 | 44   | Mienshao           |  3.58790% | 3142   |  3.588% | 2591   |  3.852% | 
 | 45   | Haxorus            |  3.55136% | 3110   |  3.551% | 2256   |  3.354% | 
 | 46   | Chansey            |  3.31499% | 2903   |  3.315% | 2020   |  3.003% | 
 | 47   | Chandelure         |  3.17681% | 2782   |  3.177% | 2115   |  3.144% | 
 | 48   | Hippowdon          |  3.13342% | 2744   |  3.133% | 2359   |  3.507% | 
 | 49   | Togekiss           |  3.03978% | 2662   |  3.040% | 1878   |  2.792% | 
 | 50   | Weavile            |  3.03636% | 2659   |  3.036% | 1865   |  2.773% | 
 | 51   | Aerodactyl         |  3.02608% | 2650   |  3.026% | 2455   |  3.650% | 
 | 52   | Metagross          |  2.94272% | 2577   |  2.943% | 2038   |  3.030% | 
 | 53   | Tornadus           |  2.65610% | 2326   |  2.656% | 1696   |  2.521% | 
 | 54   | Latias             |  2.64925% | 2320   |  2.649% | 1659   |  2.466% | 
 | 55   | Milotic            |  2.36491% | 2071   |  2.365% | 1543   |  2.294% | 
 | 56   | Snorlax            |  2.23131% | 1954   |  2.231% | 1490   |  2.215% | 
 | 57   | Darmanitan         |  2.22217% | 1946   |  2.222% | 1484   |  2.206% | 
 | 58   | Xatu               |  2.22103% | 1945   |  2.221% | 1586   |  2.358% | 
 | 59   | Zoroark            |  2.06573% | 1809   |  2.066% | 631    |  0.938% | 
 | 60   | Sableye            |  2.01092% | 1761   |  2.011% | 1504   |  2.236% | 
 | 61   | Arcanine           |  2.00635% | 1757   |  2.006% | 1395   |  2.074% | 
 | 62   | Vaporeon           |  1.98922% | 1742   |  1.989% | 1242   |  1.846% | 
 | 63   | Azelf              |  1.90358% | 1667   |  1.904% | 1514   |  2.251% | 
