 Total battles: 46155
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.07941% | 24997  | 27.079% | 21616  | 30.420% | 
 | 2    | Latios             | 20.93164% | 19322  | 20.932% | 14415  | 20.286% | 
 | 3    | Politoed           | 20.42141% | 18851  | 20.421% | 16890  | 23.769% | 
 | 4    | Garchomp           | 19.23085% | 17752  | 19.231% | 13408  | 18.869% | 
 | 5    | Tyranitar          | 18.50070% | 17078  | 18.501% | 13913  | 19.580% | 
 | 6    | Keldeo             | 16.19543% | 14950  | 16.195% | 10808  | 15.210% | 
 | 7    | Scizor             | 16.14560% | 14904  | 16.146% | 11345  | 15.966% | 
 | 8    | Tentacruel         | 14.27148% | 13174  | 14.271% | 9594   | 13.502% | 
 | 9    | Landorus-Therian   | 14.04182% | 12962  | 14.042% | 10916  | 15.362% | 
 | 10   | Dragonite          | 13.49475% | 12457  | 13.495% | 8892   | 12.514% | 
 | 11   | Excadrill          | 12.84585% | 11858  | 12.846% | 8523   | 11.994% | 
 | 12   | Starmie            | 12.77543% | 11793  | 12.775% | 8782   | 12.359% | 
 | 13   | Jirachi            | 12.72885% | 11750  | 12.729% | 9631   | 13.554% | 
 | 14   | Rotom-Wash         | 12.72452% | 11746  | 12.725% | 9998   | 14.070% | 
 | 15   | Magnezone          | 12.53819% | 11574  | 12.538% | 8962   | 12.612% | 
 | 16   | Thundurus-Therian  | 10.86448% | 10029  | 10.864% | 7823   | 11.009% | 
 | 17   | Alakazam           | 10.44199% | 9639   | 10.442% | 6760   |  9.513% | 
 | 18   | Salamence          | 10.18091% | 9398   | 10.181% | 6692   |  9.418% | 
 | 19   | Gliscor            | 10.11916% | 9341   | 10.119% | 7278   | 10.242% | 
 | 20   | Breloom            |  9.82234% | 9067   |  9.822% | 6767   |  9.523% | 
 | 21   | Volcarona          |  9.54609% | 8812   |  9.546% | 6349   |  8.935% | 
 | 22   | Skarmory           |  9.26660% | 8554   |  9.267% | 7242   | 10.192% | 
