 Total battles: 6891
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 21.14352% | 2914   | 21.144% | 2496   | 23.458% | 
 | 2    | Garchomp           | 20.94761% | 2887   | 20.948% | 2236   | 21.015% | 
 | 3    | Tyranitar          | 17.18909% | 2369   | 17.189% | 1970   | 18.515% | 
 | 4    | Landorus-Therian   | 15.86852% | 2187   | 15.869% | 1828   | 17.180% | 
 | 5    | Politoed           | 15.54927% | 2143   | 15.549% | 1896   | 17.819% | 
 | 6    | Dragonite          | 14.98331% | 2065   | 14.983% | 1486   | 13.966% | 
 | 7    | Scizor             | 14.93978% | 2059   | 14.940% | 1475   | 13.863% | 
 | 8    | Latios             | 14.88899% | 2052   | 14.889% | 1540   | 14.473% | 
 | 9    | Jirachi            | 13.64824% | 1881   | 13.648% | 1522   | 14.304% | 
 | 10   | Starmie            | 13.60470% | 1875   | 13.605% | 1382   | 12.989% | 
 | 11   | Skarmory           | 12.62516% | 1740   | 12.625% | 1515   | 14.238% | 
 | 12   | Keldeo             | 12.26963% | 1691   | 12.270% | 1269   | 11.927% | 
 | 13   | Volcarona          | 11.54404% | 1591   | 11.544% | 1163   | 10.930% | 
 | 14   | Rotom-Wash         | 10.94906% | 1509   | 10.949% | 1255   | 11.795% | 
 | 15   | Gliscor            | 10.69511% | 1474   | 10.695% | 1077   | 10.122% | 
 | 16   | Gengar             | 10.49195% | 1446   | 10.492% | 1058   |  9.943% | 
 | 17   | Alakazam           | 10.39036% | 1432   | 10.390% | 1009   |  9.483% | 
 | 18   | Breloom            |  9.91148% | 1366   |  9.911% | 1051   |  9.878% | 
 | 19   | Salamence          |  9.33101% | 1286   |  9.331% | 958    |  9.004% | 
 | 20   | Hydreigon          |  9.28748% | 1280   |  9.287% | 950    |  8.928% | 
 | 21   | Heatran            |  8.06850% | 1112   |  8.068% | 897    |  8.430% | 
 | 22   | Magnezone          |  7.75649% | 1069   |  7.756% | 836    |  7.857% | 
 | 23   | Gyarados           |  7.51705% | 1036   |  7.517% | 825    |  7.754% | 
 | 24   | Excadrill          |  7.25584% | 1000   |  7.256% | 676    |  6.353% | 
 | 25   | Tentacruel         |  7.19779% | 992    |  7.198% | 773    |  7.265% | 
 | 26   | Kyurem-Black       |  7.15426% | 986    |  7.154% | 684    |  6.428% | 
 | 27   | Infernape          |  6.68989% | 922    |  6.690% | 734    |  6.898% | 
 | 28   | Espeon             |  6.53751% | 901    |  6.538% | 683    |  6.419% | 
 | 29   | Lucario            |  6.45770% | 890    |  6.458% | 659    |  6.194% | 
 | 30   | Terrakion          |  6.38514% | 880    |  6.385% | 631    |  5.930% | 
 | 31   | Cloyster           |  6.08039% | 838    |  6.080% | 606    |  5.695% | 
 | 32   | Jellicent          |  6.03686% | 832    |  6.037% | 675    |  6.344% | 
 | 33   | Haxorus            |  5.95705% | 821    |  5.957% | 573    |  5.385% | 
 | 34   | Gastrodon          |  5.65956% | 780    |  5.660% | 637    |  5.987% | 
 | 35   | Mamoswine          |  5.39109% | 743    |  5.391% | 603    |  5.667% | 
 | 36   | Thundurus-Therian  |  5.35481% | 738    |  5.355% | 541    |  5.085% | 
 | 37   | Toxicroak          |  5.31128% | 732    |  5.311% | 559    |  5.254% | 
 | 38   | Chansey            |  4.97751% | 686    |  4.978% | 513    |  4.821% | 
 | 39   | Metagross          |  4.74532% | 654    |  4.745% | 510    |  4.793% | 
 | 40   | Jolteon            |  4.59295% | 633    |  4.593% | 481    |  4.521% | 
 | 41   | Forretress         |  4.51313% | 622    |  4.513% | 538    |  5.056% | 
 | 42   | Reuniclus          |  4.37527% | 603    |  4.375% | 426    |  4.004% | 
 | 43   | Ninetales          |  4.31723% | 595    |  4.317% | 520    |  4.887% | 
 | 44   | Conkeldurr         |  4.20113% | 579    |  4.201% | 397    |  3.731% | 
 | 45   | Dugtrio            |  4.07778% | 562    |  4.078% | 411    |  3.863% | 
 | 46   | Vaporeon           |  3.99071% | 550    |  3.991% | 390    |  3.665% | 
 | 47   | Donphan            |  3.64243% | 502    |  3.642% | 410    |  3.853% | 
 | 48   | Tornadus           |  3.63518% | 501    |  3.635% | 402    |  3.778% | 
 | 49   | Blissey            |  3.59164% | 495    |  3.592% | 375    |  3.524% | 
 | 50   | Celebi             |  3.55536% | 490    |  3.555% | 382    |  3.590% | 
 | 51   | Chandelure         |  3.42476% | 472    |  3.425% | 365    |  3.430% | 
 | 52   | Latias             |  3.27964% | 452    |  3.280% | 337    |  3.167% | 
 | 53   | Mew                |  3.12727% | 431    |  3.127% | 355    |  3.336% | 
 | 54   | Amoonguss          |  2.98941% | 412    |  2.989% | 337    |  3.167% | 
 | 55   | Snorlax            |  2.92410% | 403    |  2.924% | 340    |  3.195% | 
 | 56   | Wobbuffet          |  2.89508% | 399    |  2.895% | 363    |  3.412% | 
 | 57   | Arcanine           |  2.89508% | 399    |  2.895% | 279    |  2.622% | 
 | 58   | Venusaur           |  2.57582% | 355    |  2.576% | 249    |  2.340% | 
 | 59   | Hippowdon          |  2.41620% | 333    |  2.416% | 284    |  2.669% | 
 | 60   | Machamp            |  2.40168% | 331    |  2.402% | 282    |  2.650% | 
 | 61   | Charizard          |  2.32912% | 321    |  2.329% | 276    |  2.594% | 
 | 62   | Heracross          |  2.19126% | 302    |  2.191% | 230    |  2.162% | 
 | 63   | Krookodile         |  2.09694% | 289    |  2.097% | 228    |  2.143% | 
 | 64   | Weavile            |  2.09694% | 289    |  2.097% | 211    |  1.983% | 
 | 65   | Umbreon            |  2.08243% | 287    |  2.082% | 196    |  1.842% | 
 | 66   | Slowbro            |  2.06066% | 284    |  2.061% | 216    |  2.030% | 
 | 67   | Samurott           |  2.00987% | 277    |  2.010% | 215    |  2.021% | 
 | 68   | Zoroark            |  1.96633% | 271    |  1.966% | 114    |  1.071% | 
 | 69   | Crobat             |  1.94457% | 268    |  1.945% | 201    |  1.889% | 
 | 70   | Darmanitan         |  1.93005% | 266    |  1.930% | 201    |  1.889% | 
 | 71   | Serperior          |  1.90103% | 262    |  1.901% | 200    |  1.880% | 
 | 72   | Kingdra            |  1.89377% | 261    |  1.894% | 193    |  1.814% | 
 | 73   | Scrafty            |  1.87201% | 258    |  1.872% | 198    |  1.861% | 
 | 74   | Mienshao           |  1.82847% | 252    |  1.828% | 207    |  1.945% | 
 | 75   | Emboar             |  1.80670% | 249    |  1.807% | 198    |  1.861% | 
 | 76   | Bisharp            |  1.75591% | 242    |  1.756% | 150    |  1.410% | 
 | 77   | Hitmonlee          |  1.75591% | 242    |  1.756% | 182    |  1.710% | 
 | 78   | Victini            |  1.69787% | 234    |  1.698% | 170    |  1.598% | 
 | 79   | Shuckle            |  1.68336% | 232    |  1.683% | 152    |  1.429% | 
 | 80   | Gothitelle         |  1.67610% | 231    |  1.676% | 180    |  1.692% | 
 | 81   | Hitmontop          |  1.64708% | 227    |  1.647% | 193    |  1.814% | 
 | 82   | Nidoking           |  1.53098% | 211    |  1.531% | 152    |  1.429% | 
 | 83   | Staraptor          |  1.52373% | 210    |  1.524% | 162    |  1.523% | 
 | 84   | Sceptile           |  1.51647% | 209    |  1.516% | 173    |  1.626% | 
 | 85   | Abomasnow          |  1.48745% | 205    |  1.487% | 172    |  1.617% | 
 | 86   | Sableye            |  1.45842% | 201    |  1.458% | 159    |  1.494% | 
 | 87   | Hitmonchan         |  1.42940% | 197    |  1.429% | 141    |  1.325% | 
 | 88   | Milotic            |  1.42940% | 197    |  1.429% | 163    |  1.532% | 
 | 89   | Froslass           |  1.41489% | 195    |  1.415% | 168    |  1.579% | 
 | 90   | Porygon2           |  1.31331% | 181    |  1.313% | 140    |  1.316% | 
 | 91   | Roserade           |  1.30605% | 180    |  1.306% | 122    |  1.147% | 
 | 92   | Zapdos             |  1.26977% | 175    |  1.270% | 133    |  1.250% | 
 | 93   | Azelf              |  1.26252% | 174    |  1.263% | 150    |  1.410% | 
 | 94   | Smeargle           |  1.18270% | 163    |  1.183% | 150    |  1.410% | 
 | 95   | Eelektross         |  1.16093% | 160    |  1.161% | 128    |  1.203% | 
 | 96   | Togekiss           |  1.14642% | 158    |  1.146% | 117    |  1.100% | 
 | 97   | Swampert           |  1.13191% | 156    |  1.132% | 128    |  1.203% | 
