 Total battles: 13253
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.76398% | 6829   | 25.764% | 5945   | 28.478% | 
 | 2    | Garchomp           | 19.61065% | 5198   | 19.611% | 3943   | 18.888% | 
 | 3    | Tyranitar          | 19.33902% | 5126   | 19.339% | 4282   | 20.512% | 
 | 4    | Politoed           | 17.66015% | 4681   | 17.660% | 4167   | 19.961% | 
 | 5    | Latios             | 15.45310% | 4096   | 15.453% | 3218   | 15.415% | 
 | 6    | Breloom            | 14.32129% | 3796   | 14.321% | 3040   | 14.562% | 
 | 7    | Landorus-Therian   | 13.01592% | 3450   | 13.016% | 3000   | 14.371% | 
 | 8    | Starmie            | 12.58960% | 3337   | 12.590% | 2567   | 12.297% | 
 | 9    | Jirachi            | 12.56319% | 3330   | 12.563% | 2633   | 12.613% | 
 | 10   | Keldeo             | 12.23497% | 3243   | 12.235% | 2434   | 11.659% | 
 | 11   | Dragonite          | 12.15197% | 3221   | 12.152% | 2366   | 11.334% | 
 | 12   | Gliscor            | 11.41251% | 3025   | 11.413% | 2395   | 11.473% | 
 | 13   | Scizor             | 11.33706% | 3005   | 11.337% | 2366   | 11.334% | 
 | 14   | Alakazam           | 10.72210% | 2842   | 10.722% | 2034   |  9.743% | 
 | 15   | Heatran            | 10.54101% | 2794   | 10.541% | 2245   | 10.754% | 
 | 16   | Volcarona          | 10.36746% | 2748   | 10.367% | 2025   |  9.700% | 
 | 17   | Skarmory           | 10.20146% | 2704   | 10.201% | 2263   | 10.840% | 
 | 18   | Hydreigon          | 10.16374% | 2694   | 10.164% | 2050   |  9.820% | 
 | 19   | Tentacruel         | 10.03169% | 2659   | 10.032% | 2051   |  9.825% | 
 | 20   | Excadrill          |  9.94869% | 2637   |  9.949% | 1941   |  9.298% | 
