 Total battles: 4092
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.63343% | 2016   | 24.633% | 1751   | 28.265% | 
 | 2    | Garchomp           | 22.04301% | 1804   | 22.043% | 1337   | 21.582% | 
 | 3    | Politoed           | 18.56061% | 1519   | 18.561% | 1380   | 22.276% | 
 | 4    | Scizor             | 17.41202% | 1425   | 17.412% | 1067   | 17.224% | 
 | 5    | Tyranitar          | 16.73998% | 1370   | 16.740% | 1125   | 18.160% | 
 | 6    | Latios             | 14.43060% | 1181   | 14.431% | 892    | 14.399% | 
 | 7    | Dragonite          | 13.73412% | 1124   | 13.734% | 771    | 12.446% | 
 | 8    | Alakazam           | 12.43891% | 1018   | 12.439% | 712    | 11.493% | 
 | 9    | Starmie            | 12.15787% | 995    | 12.158% | 726    | 11.719% | 
 | 10   | Skarmory           | 11.64467% | 953    | 11.645% | 776    | 12.526% | 
 | 11   | Landorus-Therian   | 11.14370% | 912    | 11.144% | 758    | 12.236% | 
 | 12   | Heatran            | 11.09482% | 908    | 11.095% | 727    | 11.735% | 
 | 13   | Jirachi            | 11.03372% | 903    | 11.034% | 692    | 11.170% | 
 | 14   | Keldeo             | 10.43500% | 854    | 10.435% | 623    | 10.056% | 
 | 15   | Hydreigon          | 10.42278% | 853    | 10.423% | 662    | 10.686% | 
 | 16   | Gliscor            |  9.94624% | 814    |  9.946% | 646    | 10.428% | 
 | 17   | Breloom            |  9.56745% | 783    |  9.567% | 577    |  9.314% | 
 | 18   | Infernape          |  9.49413% | 777    |  9.494% | 605    |  9.766% | 
 | 19   | Gengar             |  8.93206% | 731    |  8.932% | 518    |  8.362% | 
 | 20   | Jellicent          |  8.88319% | 727    |  8.883% | 573    |  9.249% | 
 | 21   | Rotom-Wash         |  8.74878% | 716    |  8.749% | 604    |  9.750% | 
 | 22   | Volcarona          |  8.49218% | 695    |  8.492% | 503    |  8.119% | 
 | 23   | Tentacruel         |  8.35777% | 684    |  8.358% | 543    |  8.765% | 
 | 24   | Magnezone          |  7.61241% | 623    |  7.612% | 450    |  7.264% | 
 | 25   | Terrakion          |  7.09922% | 581    |  7.099% | 396    |  6.392% | 
 | 26   | Excadrill          |  7.08700% | 580    |  7.087% | 395    |  6.376% | 
 | 27   | Gyarados           |  7.07478% | 579    |  7.075% | 447    |  7.215% | 
 | 28   | Salamence          |  7.06256% | 578    |  7.063% | 423    |  6.828% | 
 | 29   | Kyurem-Black       |  6.94037% | 568    |  6.940% | 386    |  6.231% | 
 | 30   | Thundurus-Therian  |  6.84262% | 560    |  6.843% | 411    |  6.634% | 
 | 31   | Conkeldurr         |  6.79374% | 556    |  6.794% | 421    |  6.796% | 
 | 32   | Haxorus            |  6.69599% | 548    |  6.696% | 367    |  5.924% | 
 | 33   | Toxicroak          |  6.68377% | 547    |  6.684% | 402    |  6.489% | 
 | 34   | Lucario            |  5.93842% | 486    |  5.938% | 347    |  5.601% | 
 | 35   | Blissey            |  5.86510% | 480    |  5.865% | 359    |  5.795% | 
 | 36   | Forretress         |  5.85288% | 479    |  5.853% | 374    |  6.037% | 
 | 37   | Reuniclus          |  5.51075% | 451    |  5.511% | 292    |  4.713% | 
 | 38   | Jolteon            |  5.43744% | 445    |  5.437% | 334    |  5.391% | 
 | 39   | Espeon             |  5.35191% | 438    |  5.352% | 330    |  5.327% | 
 | 40   | Hippowdon          |  4.87537% | 399    |  4.875% | 347    |  5.601% | 
 | 41   | Chansey            |  4.56989% | 374    |  4.570% | 266    |  4.294% | 
 | 42   | Celebi             |  4.43548% | 363    |  4.435% | 274    |  4.423% | 
 | 43   | Mamoswine          |  4.32551% | 354    |  4.326% | 261    |  4.213% | 
 | 44   | Latias             |  4.25220% | 348    |  4.252% | 251    |  4.052% | 
