 Total battles: 11338
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.07938% | 5687   | 25.079% | 4987   | 28.041% | 
 | 2    | Tyranitar          | 21.01341% | 4765   | 21.013% | 3955   | 22.238% | 
 | 3    | Garchomp           | 20.27253% | 4597   | 20.273% | 3594   | 20.209% | 
 | 4    | Latios             | 19.73452% | 4475   | 19.735% | 3397   | 19.101% | 
 | 5    | Politoed           | 19.58017% | 4440   | 19.580% | 3972   | 22.334% | 
 | 6    | Landorus-Therian   | 18.15576% | 4117   | 18.156% | 3524   | 19.815% | 
 | 7    | Scizor             | 15.55830% | 3528   | 15.558% | 2712   | 15.249% | 
 | 8    | Jirachi            | 15.42600% | 3498   | 15.426% | 2834   | 15.935% | 
 | 9    | Starmie            | 15.40836% | 3494   | 15.408% | 2668   | 15.002% | 
 | 10   | Keldeo             | 13.69730% | 3106   | 13.697% | 2361   | 13.276% | 
 | 11   | Dragonite          | 13.59146% | 3082   | 13.591% | 2289   | 12.871% | 
 | 12   | Breloom            | 12.64773% | 2868   | 12.648% | 2211   | 12.432% | 
 | 13   | Volcarona          | 11.34239% | 2572   | 11.342% | 1791   | 10.071% | 
 | 14   | Magnezone          | 10.81319% | 2452   | 10.813% | 1889   | 10.622% | 
 | 15   | Alakazam           | 10.67208% | 2420   | 10.672% | 1757   |  9.879% | 
 | 16   | Heatran            | 10.30164% | 2336   | 10.302% | 1872   | 10.526% | 
 | 17   | Hydreigon          | 10.05027% | 2279   | 10.050% | 1784   | 10.031% | 
 | 18   | Excadrill          |  9.97530% | 2262   |  9.975% | 1659   |  9.328% | 
 | 19   | Skarmory           |  9.88270% | 2241   |  9.883% | 1943   | 10.925% | 
 | 20   | Tentacruel         |  9.58282% | 2173   |  9.583% | 1653   |  9.295% | 
 | 21   | Gliscor            |  9.41524% | 2135   |  9.415% | 1688   |  9.491% | 
 | 22   | Thundurus-Therian  |  9.00071% | 2041   |  9.001% | 1565   |  8.800% | 
 | 23   | Rotom-Wash         |  8.47151% | 1921   |  8.472% | 1648   |  9.266% | 
 | 24   | Jellicent          |  8.25542% | 1872   |  8.255% | 1475   |  8.294% | 
 | 25   | Gengar             |  7.86294% | 1783   |  7.863% | 1362   |  7.658% | 
 | 26   | Gyarados           |  7.27642% | 1650   |  7.276% | 1242   |  6.984% | 
 | 27   | Ninetales          |  6.87511% | 1559   |  6.875% | 1396   |  7.850% | 
 | 28   | Salamence          |  6.80896% | 1544   |  6.809% | 1138   |  6.399% | 
 | 29   | Infernape          |  6.75163% | 1531   |  6.752% | 1178   |  6.624% | 
 | 30   | Kyurem-Black       |  6.55759% | 1487   |  6.558% | 1127   |  6.337% | 
 | 31   | Dugtrio            |  6.45176% | 1463   |  6.452% | 1082   |  6.084% | 
 | 32   | Forretress         |  6.13424% | 1391   |  6.134% | 1174   |  6.601% | 
 | 33   | Terrakion          |  6.10778% | 1385   |  6.108% | 1002   |  5.634% | 
 | 34   | Toxicroak          |  5.83877% | 1324   |  5.839% | 940    |  5.286% | 
 | 35   | Cloyster           |  5.55654% | 1260   |  5.557% | 960    |  5.398% | 
 | 36   | Conkeldurr         |  4.80243% | 1089   |  4.802% | 849    |  4.774% | 
 | 37   | Reuniclus          |  4.70983% | 1068   |  4.710% | 769    |  4.324% | 
 | 38   | Metagross          |  4.66573% | 1058   |  4.666% | 827    |  4.650% | 
 | 39   | Latias             |  4.58194% | 1039   |  4.582% | 780    |  4.386% | 
 | 40   | Celebi             |  4.23796% | 961    |  4.238% | 758    |  4.262% | 
 | 41   | Jolteon            |  4.21150% | 955    |  4.212% | 733    |  4.122% | 
 | 42   | Donphan            |  4.06597% | 922    |  4.066% | 743    |  4.178% | 
 | 43   | Haxorus            |  3.92485% | 890    |  3.925% | 664    |  3.734% | 
 | 44   | Tornadus           |  3.81461% | 865    |  3.815% | 647    |  3.638% | 
 | 45   | Chansey            |  3.78374% | 858    |  3.784% | 695    |  3.908% | 
 | 46   | Mamoswine          |  3.77933% | 857    |  3.779% | 706    |  3.970% | 
 | 47   | Lucario            |  3.73964% | 848    |  3.740% | 601    |  3.379% | 
 | 48   | Blissey            |  3.64262% | 826    |  3.643% | 631    |  3.548% | 
 | 49   | Gothitelle         |  3.58088% | 812    |  3.581% | 648    |  3.644% | 
 | 50   | Gastrodon          |  3.49709% | 793    |  3.497% | 656    |  3.689% | 
 | 51   | Espeon             |  3.24131% | 735    |  3.241% | 556    |  3.126% | 
 | 52   | Hippowdon          |  3.00759% | 682    |  3.008% | 618    |  3.475% | 
 | 53   | Chandelure         |  2.92821% | 664    |  2.928% | 525    |  2.952% | 
 | 54   | Venusaur           |  2.79150% | 633    |  2.791% | 484    |  2.721% | 
 | 55   | Cresselia          |  2.65038% | 601    |  2.650% | 478    |  2.688% | 
 | 56   | Mew                |  2.57982% | 585    |  2.580% | 454    |  2.553% | 
 | 57   | Weavile            |  2.43429% | 552    |  2.434% | 435    |  2.446% | 
 | 58   | Kingdra            |  2.35932% | 535    |  2.359% | 393    |  2.210% | 
 | 59   | Amoonguss          |  2.20497% | 500    |  2.205% | 417    |  2.345% | 
 | 60   | Swampert           |  2.19174% | 497    |  2.192% | 399    |  2.244% | 
 | 61   | Xatu               |  2.10355% | 477    |  2.104% | 411    |  2.311% | 
 | 62   | Vaporeon           |  2.08591% | 473    |  2.086% | 371    |  2.086% | 
 | 63   | Mienshao           |  2.07709% | 471    |  2.077% | 377    |  2.120% | 
 | 64   | Charizard          |  2.05504% | 466    |  2.055% | 353    |  1.985% | 
 | 65   | Abomasnow          |  2.03299% | 461    |  2.033% | 419    |  2.356% | 
 | 66   | Wobbuffet          |  1.85659% | 421    |  1.857% | 317    |  1.782% | 
 | 67   | Blastoise          |  1.58317% | 359    |  1.583% | 280    |  1.574% | 
 | 68   | Aerodactyl         |  1.56994% | 356    |  1.570% | 307    |  1.726% | 
 | 69   | Umbreon            |  1.49056% | 338    |  1.491% | 273    |  1.535% | 
 | 70   | Snorlax            |  1.48174% | 336    |  1.482% | 277    |  1.558% | 
 | 71   | Slowking           |  1.46851% | 333    |  1.469% | 260    |  1.462% | 
 | 72   | Milotic            |  1.44646% | 328    |  1.446% | 254    |  1.428% | 
 | 73   | Arcanine           |  1.40236% | 318    |  1.402% | 255    |  1.434% | 
 | 74   | Staraptor          |  1.30534% | 296    |  1.305% | 231    |  1.299% | 
 | 75   | Bisharp            |  1.30093% | 295    |  1.301% | 214    |  1.203% | 
 | 76   | Darmanitan         |  1.26566% | 287    |  1.266% | 220    |  1.237% | 
 | 77   | Azelf              |  1.25684% | 285    |  1.257% | 265    |  1.490% | 
 | 78   | Smeargle           |  1.25243% | 284    |  1.252% | 219    |  1.231% | 
 | 79   | Krookodile         |  1.22597% | 278    |  1.226% | 220    |  1.237% | 
 | 80   | Togekiss           |  1.22597% | 278    |  1.226% | 217    |  1.220% | 
 | 81   | Cofagrigus         |  1.22597% | 278    |  1.226% | 221    |  1.243% | 
 | 82   | Samurott           |  1.20833% | 274    |  1.208% | 221    |  1.243% | 
 | 83   | Ditto              |  1.20392% | 273    |  1.204% | 197    |  1.108% | 
 | 84   | Raikou             |  1.15541% | 262    |  1.155% | 185    |  1.040% | 
 | 85   | Carracosta         |  1.15100% | 261    |  1.151% | 209    |  1.175% | 
 | 86   | Zapdos             |  1.14659% | 260    |  1.147% | 191    |  1.074% | 
 | 87   | Zoroark            |  1.12454% | 255    |  1.125% | 91     |  0.512% | 
 | 88   | Slowbro            |  1.12013% | 254    |  1.120% | 191    |  1.074% | 
 | 89   | Eelektross         |  1.09367% | 248    |  1.094% | 202    |  1.136% | 
 | 90   | Azumarill          |  1.08926% | 247    |  1.089% | 173    |  0.973% | 
 | 91   | Victini            |  1.05839% | 240    |  1.058% | 190    |  1.068% | 
 | 92   | Roserade           |  1.04957% | 238    |  1.050% | 196    |  1.102% | 
 | 93   | Lapras             |  1.02752% | 233    |  1.028% | 184    |  1.035% | 
 | 94   | Kyurem             |  1.01870% | 231    |  1.019% | 148    |  0.832% | 
 | 95   | Pikachu            |  1.01429% | 230    |  1.014% | 196    |  1.102% | 
 | 96   | Riolu              |  0.96137% | 218    |  0.961% | 168    |  0.945% | 
 | 97   | Archeops           |  0.94373% | 214    |  0.944% | 170    |  0.956% | 
 | 98   | Liepard            |  0.92609% | 210    |  0.926% | 191    |  1.074% | 
 | 99   | Bronzong           |  0.92609% | 210    |  0.926% | 176    |  0.990% | 
 | 100  | Froslass           |  0.90845% | 206    |  0.908% | 180    |  1.012% | 
 | 101  | Emboar             |  0.89963% | 204    |  0.900% | 157    |  0.883% | 
 | 102  | Crobat             |  0.86876% | 197    |  0.869% | 174    |  0.978% | 
