 Total battles: 52948
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 26.99063% | 28582  | 26.991% | 24523  | 30.233% | 
 | 2    | Garchomp           | 22.23974% | 23551  | 22.240% | 17935  | 22.111% | 
 | 3    | Latios             | 20.85348% | 22083  | 20.853% | 16181  | 19.949% | 
 | 4    | Tyranitar          | 19.78356% | 20950  | 19.784% | 17242  | 21.257% | 
 | 5    | Scizor             | 17.41614% | 18443  | 17.416% | 13820  | 17.038% | 
 | 6    | Politoed           | 17.24994% | 18267  | 17.250% | 16152  | 19.913% | 
 | 7    | Dragonite          | 13.92970% | 14751  | 13.930% | 10565  | 13.025% | 
 | 8    | Tentacruel         | 13.62658% | 14430  | 13.627% | 10628  | 13.103% | 
 | 9    | Landorus-Therian   | 13.39144% | 14181  | 13.391% | 11858  | 14.619% | 
 | 10   | Volcarona          | 13.20541% | 13984  | 13.205% | 9941   | 12.256% | 
 | 11   | Keldeo             | 13.18369% | 13961  | 13.184% | 9965   | 12.285% | 
 | 12   | Excadrill          | 13.15536% | 13931  | 13.155% | 9973   | 12.295% | 
 | 13   | Starmie            | 12.85507% | 13613  | 12.855% | 10094  | 12.444% | 
 | 14   | Rotom-Wash         | 12.77196% | 13525  | 12.772% | 11347  | 13.989% | 
 | 15   | Alakazam           | 12.63882% | 13384  | 12.639% | 9434   | 11.631% | 
 | 16   | Magnezone          | 12.03728% | 12747  | 12.037% | 9920   | 12.230% | 
 | 17   | Gliscor            | 11.23933% | 11902  | 11.239% | 9358   | 11.537% | 
 | 18   | Skarmory           | 11.18267% | 11842  | 11.183% | 9983   | 12.307% | 
 | 19   | Jirachi            | 10.35450% | 10965  | 10.354% | 9020   | 11.120% | 
 | 20   | Breloom            | 10.11842% | 10715  | 10.118% | 8256   | 10.178% | 
 | 21   | Thundurus-Therian  |  8.93896% | 9466   |  8.939% | 7202   |  8.879% | 
 | 22   | Gengar             |  8.58200% | 9088   |  8.582% | 6645   |  8.192% | 
 | 23   | Reuniclus          |  8.46113% | 8960   |  8.461% | 6659   |  8.209% | 
