 Total battles: 7663
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 18.66762% | 2861   | 18.668% | 2080   | 18.187% | 
 | 2    | Tyranitar          | 17.50620% | 2683   | 17.506% | 2129   | 18.615% | 
 | 3    | Ferrothorn         | 17.22563% | 2640   | 17.226% | 2215   | 19.367% | 
 | 4    | Dragonite          | 15.16377% | 2324   | 15.164% | 1682   | 14.707% | 
 | 5    | Scizor             | 14.51781% | 2225   | 14.518% | 1619   | 14.156% | 
 | 6    | Politoed           | 12.52121% | 1919   | 12.521% | 1732   | 15.144% | 
 | 7    | Gengar             | 12.37113% | 1896   | 12.371% | 1438   | 12.573% | 
 | 8    | Landorus-Therian   | 11.99922% | 1839   | 11.999% | 1487   | 13.002% | 
 | 9    | Volcarona          | 11.54248% | 1769   | 11.542% | 1219   | 10.659% | 
 | 10   | Latios             | 11.30758% | 1733   | 11.308% | 1249   | 10.921% | 
 | 11   | Alakazam           | 10.97481% | 1682   | 10.975% | 1150   | 10.055% | 
 | 12   | Jirachi            | 10.73339% | 1645   | 10.733% | 1227   | 10.728% | 
 | 13   | Hydreigon          | 10.67467% | 1636   | 10.675% | 1187   | 10.379% | 
 | 14   | Starmie            | 10.45935% | 1603   | 10.459% | 1102   |  9.636% | 
 | 15   | Rotom-Wash         | 10.05481% | 1541   | 10.055% | 1221   | 10.676% | 
 | 16   | Skarmory           |  9.63069% | 1476   |  9.631% | 1244   | 10.877% | 
 | 17   | Breloom            |  9.17395% | 1406   |  9.174% | 1077   |  9.417% | 
 | 18   | Gliscor            |  8.29962% | 1272   |  8.300% | 952    |  8.324% | 
 | 19   | Keldeo             |  7.80373% | 1196   |  7.804% | 894    |  7.817% | 
 | 20   | Cloyster           |  7.74501% | 1187   |  7.745% | 887    |  7.756% | 
 | 21   | Infernape          |  7.72543% | 1184   |  7.725% | 916    |  8.009% | 
 | 22   | Lucario            |  7.59494% | 1164   |  7.595% | 849    |  7.423% | 
 | 23   | Haxorus            |  7.51664% | 1152   |  7.517% | 836    |  7.310% | 
 | 24   | Gyarados           |  7.13820% | 1094   |  7.138% | 804    |  7.030% | 
 | 25   | Magnezone          |  6.90983% | 1059   |  6.910% | 778    |  6.803% | 
 | 26   | Heatran            |  6.85763% | 1051   |  6.858% | 840    |  7.345% | 
 | 27   | Salamence          |  6.59663% | 1011   |  6.597% | 736    |  6.435% | 
 | 28   | Jellicent          |  6.22472% | 954    |  6.225% | 740    |  6.470% | 
 | 29   | Excadrill          |  6.19862% | 950    |  6.199% | 631    |  5.517% | 
 | 30   | Tentacruel         |  5.69620% | 873    |  5.696% | 638    |  5.578% | 
 | 31   | Mamoswine          |  5.69620% | 873    |  5.696% | 609    |  5.325% | 
 | 32   | Kyurem-Black       |  5.56571% | 853    |  5.566% | 619    |  5.412% | 
