 Total battles: 2542
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Tyranitar          | 25.39339% | 1291   | 25.393% | 1135   | 27.335% | 
 | 2    | Heatran            | 22.60031% | 1149   | 22.600% | 944    | 22.735% | 
 | 3    | Politoed           | 21.08576% | 1072   | 21.086% | 985    | 23.723% | 
 | 4    | Ferrothorn         | 21.04642% | 1070   | 21.046% | 947    | 22.807% | 
 | 5    | Latios             | 20.49567% | 1042   | 20.496% | 823    | 19.821% | 
 | 6    | Landorus-Therian   | 19.63021% | 998    | 19.630% | 866    | 20.857% | 
 | 7    | Jirachi            | 19.37451% | 985    | 19.375% | 812    | 19.556% | 
 | 8    | Garchomp           | 17.36821% | 883    | 17.368% | 746    | 17.967% | 
 | 9    | Scizor             | 17.13218% | 871    | 17.132% | 693    | 16.690% | 
 | 10   | Skarmory           | 16.60110% | 844    | 16.601% | 755    | 18.183% | 
 | 11   | Dragonite          | 16.50275% | 839    | 16.503% | 635    | 15.293% | 
 | 12   | Starmie            | 14.92919% | 759    | 14.929% | 608    | 14.643% | 
 | 13   | Breloom            | 14.75216% | 750    | 14.752% | 604    | 14.547% | 
 | 14   | Keldeo             | 13.61133% | 692    | 13.611% | 512    | 12.331% | 
 | 15   | Jellicent          | 12.11644% | 616    | 12.116% | 493    | 11.873% | 
 | 16   | Forretress         | 11.23131% | 571    | 11.231% | 514    | 12.379% | 
 | 17   | Gengar             | 10.03147% | 510    | 10.031% | 421    | 10.139% | 
 | 18   | Tentacruel         |  9.95279% | 506    |  9.953% | 418    | 10.067% | 
 | 19   | Gliscor            |  9.44138% | 480    |  9.441% | 397    |  9.561% | 
 | 20   | Terrakion          |  9.40205% | 478    |  9.402% | 357    |  8.598% | 
 | 21   | Rotom-Wash         |  8.87097% | 451    |  8.871% | 397    |  9.561% | 
 | 22   | Latias             |  8.49725% | 432    |  8.497% | 347    |  8.357% | 
 | 23   | Volcarona          |  8.16286% | 415    |  8.163% | 306    |  7.370% | 
 | 24   | Gyarados           |  8.12352% | 413    |  8.124% | 331    |  7.972% | 
 | 25   | Celebi             |  8.10386% | 412    |  8.104% | 341    |  8.213% | 
 | 26   | Magnezone          |  6.01888% | 306    |  6.019% | 234    |  5.636% | 
 | 27   | Ninetales          |  5.82219% | 296    |  5.822% | 279    |  6.719% | 
 | 28   | Thundurus-Therian  |  5.80252% | 295    |  5.803% | 227    |  5.467% | 
