 Total battles: 38065
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.23841% | 19214  | 25.238% | 16297  | 27.640% | 
 | 2    | Garchomp           | 21.40155% | 16293  | 21.402% | 12361  | 20.964% | 
 | 3    | Latios             | 18.74557% | 14271  | 18.746% | 10920  | 18.520% | 
 | 4    | Politoed           | 17.89308% | 13622  | 17.893% | 12331  | 20.913% | 
 | 5    | Tyranitar          | 16.97754% | 12925  | 16.978% | 10569  | 17.925% | 
 | 6    | Landorus-Therian   | 16.19598% | 12330  | 16.196% | 10506  | 17.818% | 
 | 7    | Scizor             | 14.82990% | 11290  | 14.830% | 8558   | 14.514% | 
 | 8    | Dragonite          | 14.63024% | 11138  | 14.630% | 7964   | 13.507% | 
 | 9    | Jirachi            | 13.14331% | 10006  | 13.143% | 8088   | 13.717% | 
 | 10   | Starmie            | 13.00539% | 9901   | 13.005% | 7457   | 12.647% | 
 | 11   | Volcarona          | 12.20150% | 9289   | 12.201% | 6629   | 11.243% | 
 | 12   | Excadrill          | 12.15158% | 9251   | 12.152% | 6899   | 11.701% | 
 | 13   | Magnezone          | 12.00447% | 9139   | 12.004% | 7120   | 12.075% | 
 | 14   | Keldeo             | 11.10338% | 8453   | 11.103% | 6347   | 10.764% | 
 | 15   | Tentacruel         | 10.64232% | 8102   | 10.642% | 6227   | 10.561% | 
 | 16   | Rotom-Wash         | 10.55826% | 8038   | 10.558% | 6833   | 11.589% | 
 | 17   | Skarmory           | 10.04335% | 7646   | 10.043% | 6768   | 11.478% | 
 | 18   | Gengar             |  9.96453% | 7586   |  9.965% | 5460   |  9.260% | 
 | 19   | Alakazam           |  8.99777% | 6850   |  8.998% | 4874   |  8.266% | 
 | 20   | Hydreigon          |  8.81650% | 6712   |  8.816% | 5078   |  8.612% | 
 | 21   | Breloom            |  8.80205% | 6701   |  8.802% | 5214   |  8.843% | 
 | 22   | Salamence          |  8.73769% | 6652   |  8.738% | 4894   |  8.300% | 
 | 23   | Heatran            |  8.69565% | 6620   |  8.696% | 5370   |  9.107% | 
 | 24   | Thundurus-Therian  |  8.51044% | 6479   |  8.510% | 4797   |  8.136% | 
 | 25   | Gliscor            |  8.42375% | 6413   |  8.424% | 5092   |  8.636% | 
 | 26   | Kyurem-Black       |  8.36464% | 6368   |  8.365% | 4573   |  7.756% | 
 | 27   | Jellicent          |  7.79456% | 5934   |  7.795% | 4806   |  8.151% | 
 | 28   | Gyarados           |  7.36372% | 5606   |  7.364% | 4279   |  7.257% | 
 | 29   | Forretress         |  7.12466% | 5424   |  7.125% | 4571   |  7.752% | 
 | 30   | Infernape          |  6.83436% | 5203   |  6.834% | 4050   |  6.869% | 
 | 31   | Conkeldurr         |  6.80940% | 5184   |  6.809% | 3857   |  6.541% | 
 | 32   | Cloyster           |  6.64915% | 5062   |  6.649% | 3822   |  6.482% | 
 | 33   | Haxorus            |  6.63996% | 5055   |  6.640% | 3625   |  6.148% | 
 | 34   | Jolteon            |  6.46657% | 4923   |  6.467% | 3794   |  6.435% | 
 | 35   | Mamoswine          |  6.40615% | 4877   |  6.406% | 3721   |  6.311% | 
 | 36   | Metagross          |  5.46696% | 4162   |  5.467% | 3270   |  5.546% | 
 | 37   | Reuniclus          |  5.10180% | 3884   |  5.102% | 2895   |  4.910% | 
 | 38   | Toxicroak          |  4.89689% | 3728   |  4.897% | 2813   |  4.771% | 
 | 39   | Blissey            |  4.86142% | 3701   |  4.861% | 2634   |  4.467% | 
 | 40   | Gastrodon          |  4.77341% | 3634   |  4.773% | 2882   |  4.888% | 
 | 41   | Ninetales          |  4.64337% | 3535   |  4.643% | 3081   |  5.225% | 
 | 42   | Lucario            |  4.52384% | 3444   |  4.524% | 2468   |  4.186% | 
 | 43   | Terrakion          |  4.33600% | 3301   |  4.336% | 2411   |  4.089% | 
 | 44   | Espeon             |  4.07724% | 3104   |  4.077% | 2386   |  4.047% | 
 | 45   | Celebi             |  4.01681% | 3058   |  4.017% | 2396   |  4.064% | 
 | 46   | Tornadus           |  3.72389% | 2835   |  3.724% | 2201   |  3.733% | 
 | 47   | Chansey            |  3.67398% | 2797   |  3.674% | 2125   |  3.604% | 
 | 48   | Chandelure         |  3.62275% | 2758   |  3.623% | 2063   |  3.499% | 
 | 49   | Hippowdon          |  3.10916% | 2367   |  3.109% | 2034   |  3.450% | 
 | 50   | Latias             |  3.04479% | 2318   |  3.045% | 1681   |  2.851% | 
 | 51   | Milotic            |  2.96204% | 2255   |  2.962% | 1696   |  2.876% | 
 | 52   | Donphan            |  2.86352% | 2180   |  2.864% | 1796   |  3.046% | 
 | 53   | Weavile            |  2.81624% | 2144   |  2.816% | 1524   |  2.585% | 
 | 54   | Amoonguss          |  2.35781% | 1795   |  2.358% | 1434   |  2.432% | 
 | 55   | Swampert           |  2.22514% | 1694   |  2.225% | 1288   |  2.184% | 
 | 56   | Sableye            |  2.13713% | 1627   |  2.137% | 1266   |  2.147% | 
 | 57   | Venusaur           |  2.13188% | 1623   |  2.132% | 1219   |  2.067% | 
 | 58   | Mew                |  2.10035% | 1599   |  2.100% | 1388   |  2.354% | 
 | 59   | Darmanitan         |  2.09247% | 1593   |  2.092% | 1232   |  2.089% | 
 | 60   | Zoroark            |  2.02286% | 1540   |  2.023% | 640    |  1.085% | 
 | 61   | Togekiss           |  1.98870% | 1514   |  1.989% | 1115   |  1.891% | 
 | 62   | Cofagrigus         |  1.95981% | 1492   |  1.960% | 1199   |  2.033% | 
 | 63   | Vaporeon           |  1.92040% | 1462   |  1.920% | 1103   |  1.871% | 
 | 64   | Victini            |  1.87311% | 1426   |  1.873% | 1122   |  1.903% | 
 | 65   | Mienshao           |  1.85472% | 1412   |  1.855% | 1180   |  2.001% | 
 | 66   | Arcanine           |  1.80087% | 1371   |  1.801% | 1095   |  1.857% | 
 | 67   | Krookodile         |  1.73782% | 1323   |  1.738% | 1031   |  1.749% | 
 | 68   | Scrafty            |  1.64850% | 1255   |  1.648% | 958    |  1.625% | 
 | 69   | Kingdra            |  1.60909% | 1225   |  1.609% | 940    |  1.594% | 
 | 70   | Staraptor          |  1.57888% | 1202   |  1.579% | 909    |  1.542% | 
 | 71   | Bronzong           |  1.57231% | 1197   |  1.572% | 1060   |  1.798% | 
