 Total battles: 5953
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 21.30858% | 2537   | 21.309% | 2215   | 23.953% | 
 | 2    | Scizor             | 18.73005% | 2230   | 18.730% | 1671   | 18.070% | 
 | 3    | Tyranitar          | 18.69646% | 2226   | 18.696% | 1777   | 19.216% | 
 | 4    | Garchomp           | 18.09172% | 2154   | 18.092% | 1584   | 17.129% | 
 | 5    | Dragonite          | 17.33580% | 2064   | 17.336% | 1525   | 16.491% | 
 | 6    | Starmie            | 16.23551% | 1933   | 16.236% | 1467   | 15.864% | 
 | 7    | Latios             | 16.14312% | 1922   | 16.143% | 1403   | 15.172% | 
 | 8    | Politoed           | 15.73996% | 1874   | 15.740% | 1673   | 18.092% | 
 | 9    | Alakazam           | 13.74937% | 1637   | 13.749% | 1173   | 12.685% | 
 | 10   | Breloom            | 13.53099% | 1611   | 13.531% | 1260   | 13.626% | 
 | 11   | Skarmory           | 12.06115% | 1436   | 12.061% | 1232   | 13.323% | 
 | 12   | Jirachi            | 12.00235% | 1429   | 12.002% | 1169   | 12.641% | 
 | 13   | Gliscor            | 11.79237% | 1404   | 11.792% | 1095   | 11.841% | 
 | 14   | Landorus-Therian   | 11.36402% | 1353   | 11.364% | 1125   | 12.166% | 
 | 15   | Rotom-Wash         | 11.33042% | 1349   | 11.330% | 1204   | 13.020% | 
 | 16   | Heatran            | 10.14614% | 1208   | 10.146% | 956    | 10.338% | 
 | 17   | Volcarona          |  9.86057% | 1174   |  9.861% | 849    |  9.181% | 
 | 18   | Gengar             |  9.37343% | 1116   |  9.373% | 823    |  8.900% | 
 | 19   | Jellicent          |  9.28943% | 1106   |  9.289% | 866    |  9.365% | 
 | 20   | Hydreigon          |  8.88628% | 1058   |  8.886% | 799    |  8.640% | 
 | 21   | Magnezone          |  8.47472% | 1009   |  8.475% | 777    |  8.402% | 
 | 22   | Keldeo             |  8.09676% | 964    |  8.097% | 743    |  8.035% | 
 | 23   | Gyarados           |  7.81119% | 930    |  7.811% | 670    |  7.245% | 
