 Total battles: 1311
 Avg. weight/team: 0.999
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Scizor             | 21.22137% | 556    | 21.205% | 414    | 19.886% | 
 | 2    | Heatran            | 21.06870% | 552    | 21.053% | 457    | 21.952% | 
 | 3    | Politoed           | 20.57252% | 539    | 20.557% | 477    | 22.912% | 
 | 4    | Garchomp           | 19.69466% | 516    | 19.680% | 412    | 19.790% | 
 | 5    | Ferrothorn         | 19.58015% | 513    | 19.565% | 449    | 21.568% | 
 | 6    | Tyranitar          | 19.41849% | 509    | 19.413% | 394    | 18.926% | 
 | 7    | Starmie            | 18.89313% | 495    | 18.879% | 363    | 17.437% | 
 | 8    | Jirachi            | 17.24292% | 452    | 17.239% | 343    | 16.476% | 
 | 9    | Landorus-Therian   | 16.78491% | 440    | 16.781% | 376    | 18.061% | 
 | 10   | Volcarona          | 15.49618% | 406    | 15.484% | 283    | 13.594% | 
 | 11   | Latios             | 14.69466% | 385    | 14.683% | 280    | 13.450% | 
 | 12   | Dragonite          | 14.58015% | 382    | 14.569% | 280    | 13.450% | 
 | 13   | Rotom-Wash         | 13.93130% | 365    | 13.921% | 308    | 14.795% | 
 | 14   | Breloom            | 12.82443% | 336    | 12.815% | 261    | 12.537% | 
 | 15   | Skarmory           | 11.87023% | 311    | 11.861% | 266    | 12.777% | 
 | 16   | Gengar             | 11.64122% | 305    | 11.632% | 251    | 12.057% | 
 | 17   | Ninetales          | 11.18321% | 294    | 11.213% | 277    | 13.306% | 
 | 18   | Keldeo             | 11.17422% | 293    | 11.175% | 212    | 10.183% | 
 | 19   | Gliscor            | 10.64885% | 279    | 10.641% | 230    | 11.048% | 
 | 20   | Forretress         | 10.61069% | 278    | 10.603% | 240    | 11.528% | 
 | 21   | Venusaur           |  9.61832% | 252    |  9.611% | 188    |  9.031% | 
 | 22   | Tentacruel         |  9.04580% | 237    |  9.039% | 199    |  9.559% | 
 | 23   | Jellicent          |  8.85496% | 232    |  8.848% | 195    |  9.367% | 
 | 24   | Hydreigon          |  8.74046% | 229    |  8.734% | 185    |  8.886% | 
 | 25   | Terrakion          |  8.51145% | 223    |  8.505% | 172    |  8.262% | 
 | 26   | Dugtrio            |  7.32824% | 192    |  7.323% | 145    |  6.965% | 
 | 27   | Celebi             |  6.90840% | 181    |  6.903% | 151    |  7.253% | 
 | 28   | Thundurus-Therian  |  6.64122% | 174    |  6.636% | 144    |  6.917% | 
 | 29   | Latias             |  6.45038% | 169    |  6.445% | 132    |  6.341% | 
 | 30   | Alakazam           |  6.18321% | 162    |  6.178% | 115    |  5.524% | 
 | 31   | Gyarados           |  6.10687% | 160    |  6.102% | 112    |  5.380% | 
 | 32   | Magnezone          |  5.68702% | 149    |  5.683% | 114    |  5.476% | 
 | 33   | Salamence          |  5.45802% | 143    |  5.454% | 112    |  5.380% | 
 | 34   | Conkeldurr         |  4.80916% | 126    |  4.805% | 95     |  4.563% | 
 | 35   | Reuniclus          |  4.55097% | 120    |  4.577% | 92     |  4.419% | 
 | 36   | Mamoswine          |  4.50382% | 118    |  4.500% | 97     |  4.659% | 
 | 37   | Donphan            |  4.27481% | 112    |  4.272% | 103    |  4.948% | 
 | 38   | Hippowdon          |  4.23664% | 111    |  4.233% | 105    |  5.044% | 
 | 39   | Kyurem-Black       |  4.16031% | 109    |  4.157% | 89     |  4.275% | 
 | 40   | Lucario            |  4.00763% | 105    |  4.005% | 82     |  3.939% | 
 | 41   | Tornadus           |  3.96947% | 104    |  3.966% | 74     |  3.555% | 
 | 42   | Charizard          |  3.85496% | 101    |  3.852% | 90     |  4.323% | 
 | 43   | Infernape          |  3.70229% | 98     |  3.738% | 88     |  4.227% | 
 | 44   | Victini            |  3.35878% | 89     |  3.394% | 76     |  3.651% | 
 | 45   | Gastrodon          |  3.10059% | 82     |  3.127% | 61     |  2.930% | 
 | 46   | Metagross          |  3.05344% | 80     |  3.051% | 61     |  2.930% | 
 | 47   | Toxicroak          |  3.01527% | 79     |  3.013% | 56     |  2.690% | 
 | 48   | Abomasnow          |  3.01527% | 79     |  3.013% | 71     |  3.410% | 
