 Total battles: 23480
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 25.93910% | 12181  | 25.939% | 10383  | 28.778% | 
 | 2    | Garchomp           | 20.58773% | 9668   | 20.588% | 7264   | 20.133% | 
 | 3    | Tyranitar          | 19.71891% | 9260   | 19.719% | 7451   | 20.652% | 
 | 4    | Politoed           | 17.44676% | 8193   | 17.447% | 7332   | 20.322% | 
 | 5    | Landorus-Therian   | 15.64736% | 7348   | 15.647% | 6235   | 17.281% | 
 | 6    | Latios             | 14.96593% | 7028   | 14.966% | 5320   | 14.745% | 
 | 7    | Scizor             | 14.55920% | 6837   | 14.559% | 5114   | 14.174% | 
 | 8    | Dragonite          | 13.46252% | 6322   | 13.463% | 4570   | 12.666% | 
 | 9    | Volcarona          | 12.77044% | 5997   | 12.770% | 4319   | 11.971% | 
 | 10   | Starmie            | 12.52768% | 5883   | 12.528% | 4482   | 12.423% | 
 | 11   | Jirachi            | 11.99532% | 5633   | 11.995% | 4455   | 12.348% | 
 | 12   | Excadrill          | 11.15204% | 5237   | 11.152% | 3879   | 10.751% | 
 | 13   | Keldeo             | 10.83475% | 5088   | 10.835% | 3781   | 10.480% | 
 | 14   | Gengar             | 10.77513% | 5060   | 10.775% | 3651   | 10.119% | 
 | 15   | Rotom-Wash         | 10.64310% | 4998   | 10.643% | 4146   | 11.491% | 
 | 16   | Alakazam           | 10.53024% | 4945   | 10.530% | 3568   |  9.889% | 
 | 17   | Skarmory           |  9.64012% | 4527   |  9.640% | 3951   | 10.951% | 
 | 18   | Tentacruel         |  9.54642% | 4483   |  9.546% | 3459   |  9.587% | 
 | 19   | Hydreigon          |  9.35903% | 4395   |  9.359% | 3329   |  9.227% | 
 | 20   | Magnezone          |  9.33348% | 4383   |  9.333% | 3347   |  9.277% | 
 | 21   | Heatran            |  9.31005% | 4372   |  9.310% | 3404   |  9.435% | 
 | 22   | Salamence          |  9.12692% | 4286   |  9.127% | 3115   |  8.634% | 
 | 23   | Infernape          |  9.11201% | 4279   |  9.112% | 3455   |  9.576% | 
 | 24   | Breloom            |  8.82879% | 4146   |  8.829% | 3188   |  8.836% | 
 | 25   | Gliscor            |  8.60520% | 4041   |  8.605% | 3070   |  8.509% | 
 | 26   | Jellicent          |  8.57112% | 4025   |  8.571% | 3215   |  8.911% | 
 | 27   | Conkeldurr         |  8.28152% | 3889   |  8.282% | 2944   |  8.160% | 
 | 28   | Reuniclus          |  7.67249% | 3603   |  7.672% | 2656   |  7.362% | 
 | 29   | Cloyster           |  7.66397% | 3599   |  7.664% | 2561   |  7.098% | 
 | 30   | Thundurus-Therian  |  7.65545% | 3595   |  7.655% | 2707   |  7.503% | 
 | 31   | Gyarados           |  7.41482% | 3482   |  7.415% | 2657   |  7.364% | 
 | 32   | Forretress         |  6.98254% | 3279   |  6.983% | 2829   |  7.841% | 
 | 33   | Kyurem-Black       |  6.04557% | 2839   |  6.046% | 1984   |  5.499% | 
 | 34   | Jolteon            |  5.75383% | 2702   |  5.754% | 2001   |  5.546% | 
 | 35   | Espeon             |  5.43441% | 2552   |  5.434% | 1964   |  5.444% | 
