 Total battles: 52063
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.42159% | 28553  | 27.422% | 24383  | 30.470% | 
 | 2    | Latios             | 23.29389% | 24255  | 23.294% | 18007  | 22.502% | 
 | 3    | Garchomp           | 19.67520% | 20487  | 19.675% | 15646  | 19.552% | 
 | 4    | Tyranitar          | 19.53211% | 20338  | 19.532% | 16706  | 20.876% | 
 | 5    | Politoed           | 17.67474% | 18404  | 17.675% | 16334  | 20.411% | 
 | 6    | Scizor             | 16.90068% | 17598  | 16.901% | 13509  | 16.881% | 
 | 7    | Excadrill          | 15.39193% | 16027  | 15.392% | 11699  | 14.619% | 
 | 8    | Dragonite          | 14.70814% | 15315  | 14.708% | 10891  | 13.610% | 
 | 9    | Landorus-Therian   | 14.15881% | 14743  | 14.159% | 12571  | 15.709% | 
 | 10   | Keldeo             | 14.10215% | 14684  | 14.102% | 10514  | 13.139% | 
 | 11   | Rotom-Wash         | 12.70000% | 13224  | 12.700% | 11143  | 13.925% | 
 | 12   | Magnezone          | 12.42533% | 12938  | 12.425% | 10076  | 12.591% | 
 | 13   | Tentacruel         | 11.92113% | 12413  | 11.921% | 9046   | 11.304% | 
 | 14   | Volcarona          | 11.73194% | 12216  | 11.732% | 8722   | 10.899% | 
 | 15   | Alakazam           | 11.57060% | 12048  | 11.571% | 8285   | 10.353% | 
 | 16   | Gliscor            | 10.86184% | 11310  | 10.862% | 8831   | 11.035% | 
 | 17   | Jirachi            | 10.40662% | 10836  | 10.407% | 8932   | 11.162% | 
 | 18   | Starmie            | 10.10410% | 10521  | 10.104% | 8070   | 10.084% | 
 | 19   | Skarmory           | 10.04744% | 10462  | 10.047% | 8831   | 11.035% | 
 | 20   | Thundurus-Therian  |  9.52596% | 9919   |  9.526% | 7631   |  9.536% | 
