 Total battles: 5740
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 29.25087% | 3358   | 29.251% | 2801   | 32.118% | 
 | 2    | Garchomp           | 19.15505% | 2199   | 19.155% | 1533   | 17.578% | 
 | 3    | Tyranitar          | 19.14634% | 2198   | 19.146% | 1775   | 20.353% | 
 | 4    | Politoed           | 17.77003% | 2040   | 17.770% | 1814   | 20.800% | 
 | 5    | Scizor             | 17.40418% | 1998   | 17.404% | 1416   | 16.237% | 
 | 6    | Starmie            | 15.82753% | 1817   | 15.828% | 1304   | 14.952% | 
 | 7    | Dragonite          | 15.37456% | 1765   | 15.375% | 1240   | 14.219% | 
 | 8    | Landorus-Therian   | 14.91289% | 1712   | 14.913% | 1387   | 15.904% | 
 | 9    | Latios             | 13.14460% | 1509   | 13.145% | 1122   | 12.865% | 
 | 10   | Jellicent          | 11.99477% | 1377   | 11.995% | 1022   | 11.719% | 
 | 11   | Jirachi            | 11.66376% | 1339   | 11.664% | 1065   | 12.212% | 
 | 12   | Gliscor            | 11.61150% | 1333   | 11.611% | 1061   | 12.166% | 
 | 13   | Gengar             | 11.52439% | 1323   | 11.524% | 933    | 10.698% | 
 | 14   | Skarmory           | 11.28920% | 1296   | 11.289% | 1104   | 12.659% | 
 | 15   | Heatran            | 11.01916% | 1265   | 11.019% | 999    | 11.455% | 
 | 16   | Volcarona          | 10.46167% | 1201   | 10.462% | 847    |  9.712% | 
 | 17   | Hydreigon          | 10.34843% | 1188   | 10.348% | 891    | 10.217% | 
 | 18   | Breloom            | 10.26132% | 1178   | 10.261% | 895    | 10.263% | 
 | 19   | Alakazam           | 10.16551% | 1167   | 10.166% | 822    |  9.426% | 
 | 20   | Keldeo             |  9.55575% | 1097   |  9.556% | 812    |  9.311% | 
 | 21   | Excadrill          |  9.47735% | 1088   |  9.477% | 795    |  9.116% | 
 | 22   | Tentacruel         |  9.28571% | 1066   |  9.286% | 794    |  9.104% | 
 | 23   | Conkeldurr         |  8.37108% | 961    |  8.371% | 679    |  7.786% | 
 | 24   | Magnezone          |  8.10105% | 930    |  8.101% | 711    |  8.153% | 
 | 25   | Salamence          |  7.97909% | 916    |  7.979% | 690    |  7.912% | 
 | 26   | Rotom-Wash         |  7.18641% | 825    |  7.186% | 687    |  7.878% | 
 | 27   | Cloyster           |  6.77700% | 778    |  6.777% | 564    |  6.467% | 
 | 28   | Gyarados           |  6.74216% | 774    |  6.742% | 587    |  6.731% | 
 | 29   | Jolteon            |  6.58537% | 756    |  6.585% | 562    |  6.444% | 
 | 30   | Terrakion          |  6.57666% | 755    |  6.577% | 525    |  6.020% | 
 | 31   | Thundurus-Therian  |  6.55052% | 752    |  6.551% | 577    |  6.616% | 
 | 32   | Forretress         |  5.84495% | 671    |  5.845% | 604    |  6.926% | 
 | 33   | Blissey            |  5.82753% | 669    |  5.828% | 491    |  5.630% | 
 | 34   | Reuniclus          |  5.57491% | 640    |  5.575% | 455    |  5.217% | 
 | 35   | Chansey            |  5.49652% | 631    |  5.497% | 472    |  5.412% | 
 | 36   | Toxicroak          |  5.40941% | 621    |  5.409% | 419    |  4.804% | 
 | 37   | Kyurem-Black       |  5.22648% | 600    |  5.226% | 459    |  5.263% | 
 | 38   | Lucario            |  4.90418% | 563    |  4.904% | 380    |  4.357% | 
 | 39   | Infernape          |  4.78223% | 549    |  4.782% | 443    |  5.080% | 
 | 40   | Haxorus            |  4.63415% | 532    |  4.634% | 369    |  4.231% | 
 | 41   | Mamoswine          |  4.50348% | 517    |  4.503% | 422    |  4.839% | 
