 Total battles: 11814
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.51329% | 5792   | 24.513% | 5055   | 27.180% | 
 | 2    | Garchomp           | 20.60691% | 4869   | 20.607% | 3788   | 20.368% | 
 | 3    | Tyranitar          | 20.41646% | 4824   | 20.416% | 4077   | 21.922% | 
 | 4    | Politoed           | 19.22719% | 4543   | 19.227% | 4005   | 21.535% | 
 | 5    | Breloom            | 16.26460% | 3843   | 16.265% | 2990   | 16.077% | 
 | 6    | Landorus-Therian   | 15.24463% | 3602   | 15.245% | 3090   | 16.615% | 
 | 7    | Starmie            | 14.41087% | 3405   | 14.411% | 2652   | 14.260% | 
 | 8    | Jirachi            | 14.40664% | 3404   | 14.407% | 2764   | 14.862% | 
 | 9    | Tentacruel         | 13.68292% | 3233   | 13.683% | 2476   | 13.313% | 
 | 10   | Latios             | 13.58134% | 3209   | 13.581% | 2453   | 13.190% | 
 | 11   | Scizor             | 13.42898% | 3173   | 13.429% | 2522   | 13.561% | 
 | 12   | Dragonite          | 12.41324% | 2933   | 12.413% | 2143   | 11.523% | 
 | 13   | Volcarona          | 11.99848% | 2835   | 11.998% | 2051   | 11.028% | 
 | 14   | Keldeo             | 11.69375% | 2763   | 11.694% | 2046   | 11.001% | 
 | 15   | Gliscor            | 11.36364% | 2685   | 11.364% | 2122   | 11.410% | 
 | 16   | Heatran            | 11.03775% | 2608   | 11.038% | 2088   | 11.227% | 
 | 17   | Salamence          | 10.39445% | 2456   | 10.394% | 1751   |  9.415% | 
 | 18   | Skarmory           | 10.15744% | 2400   | 10.157% | 2063   | 11.093% | 
 | 19   | Hydreigon          |  9.88658% | 2336   |  9.887% | 1793   |  9.641% | 
 | 20   | Magnezone          |  9.80616% | 2317   |  9.806% | 1808   |  9.721% | 
 | 21   | Excadrill          |  9.65380% | 2281   |  9.654% | 1706   |  9.173% | 
 | 22   | Alakazam           |  9.64110% | 2278   |  9.641% | 1595   |  8.576% | 
 | 23   | Rotom-Wash         |  9.14170% | 2160   |  9.142% | 1843   |  9.910% | 
 | 24   | Reuniclus          |  8.31640% | 1965   |  8.316% | 1517   |  8.157% | 
 | 25   | Mamoswine          |  8.26138% | 1952   |  8.261% | 1547   |  8.318% | 
 | 26   | Cloyster           |  8.11326% | 1917   |  8.113% | 1449   |  7.791% | 
 | 27   | Thundurus-Therian  |  8.07517% | 1908   |  8.075% | 1451   |  7.802% | 
 | 28   | Jellicent          |  7.54613% | 1783   |  7.546% | 1464   |  7.872% | 
 | 29   | Gengar             |  7.50804% | 1774   |  7.508% | 1348   |  7.248% | 
 | 30   | Infernape          |  6.81818% | 1611   |  6.818% | 1266   |  6.807% | 
 | 31   | Jolteon            |  6.81395% | 1610   |  6.814% | 1181   |  6.350% | 
 | 32   | Kyurem-Black       |  6.20874% | 1467   |  6.209% | 1108   |  5.958% | 
 | 33   | Gyarados           |  6.03521% | 1426   |  6.035% | 1113   |  5.985% | 
 | 34   | Conkeldurr         |  5.89132% | 1392   |  5.891% | 1070   |  5.753% | 
 | 35   | Terrakion          |  5.08295% | 1201   |  5.083% | 914    |  4.915% | 
 | 36   | Forretress         |  5.04486% | 1192   |  5.045% | 1044   |  5.614% | 
 | 37   | Haxorus            |  4.99407% | 1180   |  4.994% | 850    |  4.570% | 
 | 38   | Espeon             |  4.94329% | 1168   |  4.943% | 917    |  4.931% | 
 | 39   | Blissey            |  4.90096% | 1158   |  4.901% | 872    |  4.689% | 
 | 40   | Metagross          |  4.89250% | 1156   |  4.893% | 879    |  4.726% | 
 | 41   | Gastrodon          |  4.46927% | 1056   |  4.469% | 870    |  4.678% | 
 | 42   | Toxicroak          |  4.25766% | 1006   |  4.258% | 749    |  4.027% | 
 | 43   | Chansey            |  4.08414% | 965    |  4.084% | 765    |  4.113% | 
 | 44   | Ninetales          |  4.00796% | 947    |  4.008% | 846    |  4.549% | 
 | 45   | Lucario            |  3.96987% | 938    |  3.970% | 690    |  3.710% | 
 | 46   | Latias             |  3.84290% | 908    |  3.843% | 676    |  3.635% | 
 | 47   | Amoonguss          |  3.70747% | 876    |  3.707% | 731    |  3.931% | 
 | 48   | Celebi             |  3.65668% | 864    |  3.657% | 691    |  3.715% | 
 | 49   | Tornadus           |  3.52548% | 833    |  3.525% | 585    |  3.145% | 
 | 50   | Mew                |  3.38158% | 799    |  3.382% | 671    |  3.608% | 
 | 51   | Weavile            |  3.18690% | 753    |  3.187% | 545    |  2.930% | 
 | 52   | Donphan            |  3.08532% | 729    |  3.085% | 610    |  3.280% | 
 | 53   | Hippowdon          |  2.90757% | 687    |  2.908% | 586    |  3.151% | 
 | 54   | Chandelure         |  2.84832% | 673    |  2.848% | 512    |  2.753% | 
 | 55   | Slowbro            |  2.75521% | 651    |  2.755% | 537    |  2.887% | 
 | 56   | Mienshao           |  2.42086% | 572    |  2.421% | 462    |  2.484% | 
 | 57   | Vaporeon           |  2.37007% | 560    |  2.370% | 414    |  2.226% | 
 | 58   | Bronzong           |  2.07804% | 491    |  2.078% | 444    |  2.387% | 
 | 59   | Darmanitan         |  1.94684% | 460    |  1.947% | 364    |  1.957% | 
 | 60   | Krookodile         |  1.90875% | 451    |  1.909% | 337    |  1.812% | 
 | 61   | Samurott           |  1.87913% | 444    |  1.879% | 339    |  1.823% | 
 | 62   | Zoroark            |  1.84104% | 435    |  1.841% | 212    |  1.140% | 
 | 63   | Swampert           |  1.82411% | 431    |  1.824% | 367    |  1.973% | 
 | 64   | Venusaur           |  1.81141% | 428    |  1.811% | 341    |  1.834% | 
 | 65   | Milotic            |  1.78602% | 422    |  1.786% | 346    |  1.860% | 
 | 66   | Aerodactyl         |  1.70984% | 404    |  1.710% | 326    |  1.753% | 
 | 67   | Umbreon            |  1.57864% | 373    |  1.579% | 325    |  1.747% | 
 | 68   | Bisharp            |  1.53208% | 362    |  1.532% | 279    |  1.500% | 
 | 69   | Crobat             |  1.44744% | 342    |  1.447% | 276    |  1.484% | 
 | 70   | Xatu               |  1.44320% | 341    |  1.443% | 281    |  1.511% | 
 | 71   | Sableye            |  1.43474% | 339    |  1.435% | 274    |  1.473% | 
 | 72   | Cofagrigus         |  1.38395% | 327    |  1.384% | 273    |  1.468% | 
 | 73   | Abomasnow          |  1.37125% | 324    |  1.371% | 284    |  1.527% | 
 | 74   | Tangrowth          |  1.36702% | 323    |  1.367% | 268    |  1.441% | 
 | 75   | Victini            |  1.35433% | 320    |  1.354% | 253    |  1.360% | 
 | 76   | Slowking           |  1.30354% | 308    |  1.304% | 256    |  1.376% | 
 | 77   | Dusclops           |  1.28661% | 304    |  1.287% | 233    |  1.253% | 
 | 78   | Staraptor          |  1.26968% | 300    |  1.270% | 234    |  1.258% | 
 | 79   | Sceptile           |  1.26545% | 299    |  1.265% | 227    |  1.221% | 
 | 80   | Galvantula         |  1.23582% | 292    |  1.236% | 209    |  1.124% | 
 | 81   | Froslass           |  1.23159% | 291    |  1.232% | 233    |  1.253% | 
 | 82   | Togekiss           |  1.21466% | 287    |  1.215% | 224    |  1.204% | 
 | 83   | Emboar             |  1.19350% | 282    |  1.193% | 223    |  1.199% | 
 | 84   | Nidoking           |  1.19350% | 282    |  1.193% | 199    |  1.070% | 
