 Total battles: 1882
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Politoed           | 25.42508% | 957    | 25.425% | 868    | 30.735% | 
 | 2    | Ferrothorn         | 23.83103% | 897    | 23.831% | 787    | 27.867% | 
 | 3    | Tyranitar          | 18.88948% | 711    | 18.889% | 565    | 20.006% | 
 | 4    | Dragonite          | 17.24230% | 649    | 17.242% | 435    | 15.403% | 
 | 5    | Garchomp           | 16.97662% | 639    | 16.977% | 460    | 16.288% | 
 | 6    | Jirachi            | 14.79809% | 557    | 14.798% | 420    | 14.872% | 
 | 7    | Scizor             | 14.58555% | 549    | 14.586% | 402    | 14.234% | 
 | 8    | Latios             | 13.41658% | 505    | 13.417% | 365    | 12.924% | 
 | 9    | Starmie            | 12.38045% | 466    | 12.380% | 354    | 12.535% | 
 | 10   | Heatran            | 12.30074% | 463    | 12.301% | 374    | 13.243% | 
 | 11   | Tentacruel         | 11.58342% | 436    | 11.583% | 341    | 12.074% | 
 | 12   | Keldeo             | 11.58342% | 436    | 11.583% | 327    | 11.579% | 
 | 13   | Landorus-Therian   | 11.23804% | 423    | 11.238% | 344    | 12.181% | 
 | 14   | Breloom            | 11.23804% | 423    | 11.238% | 327    | 11.579% | 
 | 15   | Gliscor            | 10.54729% | 397    | 10.547% | 302    | 10.693% | 
 | 16   | Gengar             | 10.44102% | 393    | 10.441% | 281    |  9.950% | 
 | 17   | Skarmory           | 10.06908% | 379    | 10.069% | 315    | 11.154% | 
 | 18   | Rotom-Wash         |  9.03294% | 340    |  9.033% | 285    | 10.091% | 
 | 19   | Toxicroak          |  8.90011% | 335    |  8.900% | 228    |  8.073% | 
 | 20   | Volcarona          |  8.63443% | 325    |  8.634% | 234    |  8.286% | 
 | 21   | Jellicent          |  7.91711% | 298    |  7.917% | 240    |  8.498% | 
 | 22   | Alakazam           |  7.27949% | 274    |  7.279% | 191    |  6.763% | 
 | 23   | Magnezone          |  7.14665% | 269    |  7.147% | 193    |  6.834% | 
 | 24   | Celebi             |  6.85441% | 258    |  6.854% | 200    |  7.082% | 
 | 25   | Forretress         |  6.82784% | 257    |  6.828% | 214    |  7.577% | 
 | 26   | Jolteon            |  6.77471% | 255    |  6.775% | 179    |  6.338% | 
 | 27   | Reuniclus          |  6.66844% | 251    |  6.668% | 177    |  6.267% | 
 | 28   | Terrakion          |  5.95112% | 224    |  5.951% | 145    |  5.134% | 
 | 29   | Excadrill          |  5.92455% | 223    |  5.925% | 161    |  5.701% | 
 | 30   | Lucario            |  5.76514% | 217    |  5.765% | 152    |  5.382% | 
 | 31   | Thundurus-Therian  |  5.71201% | 215    |  5.712% | 151    |  5.347% | 
 | 32   | Gyarados           |  5.55260% | 209    |  5.553% | 148    |  5.240% | 
 | 33   | Hydreigon          |  5.47290% | 206    |  5.473% | 158    |  5.595% | 
 | 34   | Gastrodon          |  5.47290% | 206    |  5.473% | 166    |  5.878% | 
 | 35   | Mamoswine          |  5.39320% | 203    |  5.393% | 149    |  5.276% | 
 | 36   | Conkeldurr         |  5.34006% | 201    |  5.340% | 148    |  5.240% | 
 | 37   | Vaporeon           |  5.04782% | 190    |  5.048% | 141    |  4.993% | 
 | 38   | Salamence          |  4.83528% | 182    |  4.835% | 119    |  4.214% | 
 | 39   | Tornadus           |  4.67588% | 176    |  4.676% | 127    |  4.497% | 
 | 40   | Kyurem-Black       |  4.64931% | 175    |  4.649% | 131    |  4.639% | 
 | 41   | Chansey            |  4.62274% | 174    |  4.623% | 131    |  4.639% | 
 | 42   | Infernape          |  4.41020% | 166    |  4.410% | 136    |  4.816% | 
 | 43   | Haxorus            |  4.06482% | 153    |  4.065% | 98     |  3.470% | 
 | 44   | Amoonguss          |  3.98512% | 150    |  3.985% | 125    |  4.426% | 
 | 45   | Charizard          |  3.95855% | 149    |  3.959% | 116    |  4.107% | 
 | 46   | Metagross          |  3.87885% | 146    |  3.879% | 109    |  3.860% | 
 | 47   | Latias             |  3.82572% | 144    |  3.826% | 108    |  3.824% | 
 | 48   | Mew                |  3.29437% | 124    |  3.294% | 85     |  3.010% | 
 | 49   | Serperior          |  3.24123% | 122    |  3.241% | 96     |  3.399% | 
 | 50   | Chandelure         |  3.24123% | 122    |  3.241% | 103    |  3.647% | 
 | 51   | Bisharp            |  3.18810% | 120    |  3.188% | 94     |  3.328% | 
 | 52   | Cloyster           |  3.08183% | 116    |  3.082% | 91     |  3.222% | 
 | 53   | Snorlax            |  3.00213% | 113    |  3.002% | 74     |  2.620% | 
 | 54   | Abomasnow          |  2.89586% | 109    |  2.896% | 79     |  2.797% | 
 | 55   | Espeon             |  2.89586% | 109    |  2.896% | 89     |  3.151% | 
 | 56   | Blissey            |  2.57705% | 97     |  2.577% | 72     |  2.549% | 
 | 57   | Donphan            |  2.57705% | 97     |  2.577% | 77     |  2.726% | 
 | 58   | Ninetales          |  2.55048% | 96     |  2.550% | 85     |  3.010% | 
 | 59   | Weavile            |  2.55048% | 96     |  2.550% | 66     |  2.337% | 
 | 60   | Staraptor          |  2.47078% | 93     |  2.471% | 71     |  2.514% | 
 | 61   | Venusaur           |  2.39107% | 90     |  2.391% | 65     |  2.302% | 
 | 62   | Samurott           |  2.28480% | 86     |  2.285% | 73     |  2.585% | 
 | 63   | Dugtrio            |  2.28480% | 86     |  2.285% | 68     |  2.408% | 
 | 64   | Kingdra            |  2.28480% | 86     |  2.285% | 56     |  1.983% | 
 | 65   | Victini            |  2.23167% | 84     |  2.232% | 62     |  2.195% | 
 | 66   | Arcanine           |  2.12540% | 80     |  2.125% | 69     |  2.443% | 
 | 67   | Sharpedo           |  2.07226% | 78     |  2.072% | 36     |  1.275% | 
