 Total battles: 4731
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 20.56648% | 1946   | 20.566% | 1621   | 22.506% | 
 | 2    | Scizor             | 18.89664% | 1788   | 18.897% | 1319   | 18.313% | 
 | 3    | Politoed           | 18.53731% | 1754   | 18.537% | 1583   | 21.978% | 
 | 4    | Tyranitar          | 17.72353% | 1677   | 17.724% | 1389   | 19.285% | 
 | 5    | Garchomp           | 16.32847% | 1545   | 16.328% | 1173   | 16.286% | 
 | 6    | Starmie            | 15.93743% | 1508   | 15.937% | 1087   | 15.092% | 
 | 7    | Dragonite          | 14.80659% | 1401   | 14.807% | 949    | 13.176% | 
 | 8    | Landorus-Therian   | 13.60178% | 1287   | 13.602% | 1080   | 14.995% | 
 | 9    | Jirachi            | 13.30585% | 1259   | 13.306% | 980    | 13.606% | 
 | 10   | Alakazam           | 11.72057% | 1109   | 11.721% | 734    | 10.191% | 
 | 11   | Breloom            | 10.91735% | 1033   | 10.917% | 754    | 10.469% | 
 | 12   | Keldeo             | 10.53688% | 997    | 10.537% | 707    |  9.816% | 
 | 13   | Latios             | 10.30438% | 975    | 10.304% | 676    |  9.386% | 
 | 14   | Volcarona          | 10.13528% | 959    | 10.135% | 697    |  9.677% | 
 | 15   | Gengar             | 10.07187% | 953    | 10.072% | 662    |  9.191% | 
 | 16   | Rotom-Wash         |  9.91334% | 938    |  9.913% | 779    | 10.816% | 
 | 17   | Skarmory           |  9.70197% | 918    |  9.702% | 768    | 10.663% | 
 | 18   | Gliscor            |  9.67026% | 915    |  9.670% | 671    |  9.316% | 
 | 19   | Heatran            |  9.34263% | 884    |  9.343% | 696    |  9.663% | 
 | 20   | Salamence          |  9.31093% | 881    |  9.311% | 596    |  8.275% | 
 | 21   | Hydreigon          |  8.63454% | 817    |  8.635% | 607    |  8.428% | 
 | 22   | Tentacruel         |  8.35975% | 791    |  8.360% | 609    |  8.455% | 
 | 23   | Cloyster           |  7.31346% | 692    |  7.313% | 541    |  7.511% | 
 | 24   | Jellicent          |  7.23948% | 685    |  7.239% | 534    |  7.414% | 
 | 25   | Jolteon            |  7.14437% | 676    |  7.144% | 510    |  7.081% | 
