 Total battles: 11740
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.38245% | 5725   | 24.382% | 5001   | 27.010% | 
 | 2    | Tyranitar          | 21.83986% | 5128   | 21.840% | 4238   | 22.889% | 
 | 3    | Garchomp           | 19.01193% | 4464   | 19.012% | 3514   | 18.979% | 
 | 4    | Politoed           | 17.18484% | 4035   | 17.185% | 3649   | 19.708% | 
 | 5    | Latios             | 16.13288% | 3788   | 16.133% | 2874   | 15.522% | 
 | 6    | Landorus-Therian   | 15.17462% | 3563   | 15.175% | 3048   | 16.462% | 
 | 7    | Breloom            | 14.41227% | 3384   | 14.412% | 2686   | 14.507% | 
 | 8    | Jirachi            | 13.10903% | 3078   | 13.109% | 2464   | 13.308% | 
 | 9    | Scizor             | 13.04940% | 3064   | 13.049% | 2320   | 12.530% | 
 | 10   | Starmie            | 12.49574% | 2934   | 12.496% | 2281   | 12.319% | 
 | 11   | Heatran            | 12.22317% | 2870   | 12.223% | 2334   | 12.606% | 
 | 12   | Gliscor            | 12.12947% | 2848   | 12.129% | 2184   | 11.796% | 
 | 13   | Alakazam           | 11.81005% | 2773   | 11.810% | 1972   | 10.651% | 
 | 14   | Tentacruel         | 11.31601% | 2657   | 11.316% | 2075   | 11.207% | 
 | 15   | Hydreigon          | 11.27342% | 2647   | 11.273% | 2043   | 11.034% | 
 | 16   | Keldeo             | 10.91567% | 2563   | 10.916% | 1906   | 10.294% | 
 | 17   | Skarmory           | 10.60477% | 2490   | 10.605% | 2175   | 11.747% | 
 | 18   | Excadrill          | 10.57496% | 2483   | 10.575% | 1846   |  9.970% | 
 | 19   | Dragonite          | 10.55366% | 2478   | 10.554% | 1794   |  9.689% | 
 | 20   | Volcarona          | 10.17462% | 2389   | 10.175% | 1734   |  9.365% | 
 | 21   | Magnezone          | 10.15758% | 2385   | 10.158% | 1842   |  9.948% | 
 | 22   | Jellicent          |  9.92334% | 2330   |  9.923% | 1899   | 10.256% | 
 | 23   | Salamence          |  9.60818% | 2256   |  9.608% | 1634   |  8.825% | 
 | 24   | Reuniclus          |  9.07581% | 2131   |  9.076% | 1618   |  8.739% | 
 | 25   | Rotom-Wash         |  9.06303% | 2128   |  9.063% | 1779   |  9.608% | 
 | 26   | Infernape          |  8.70102% | 2043   |  8.701% | 1767   |  9.543% | 
 | 27   | Gengar             |  7.50000% | 1761   |  7.500% | 1329   |  7.178% | 
 | 28   | Thundurus-Therian  |  7.37223% | 1731   |  7.372% | 1328   |  7.172% | 
 | 29   | Chansey            |  7.10818% | 1669   |  7.108% | 1323   |  7.145% | 
 | 30   | Conkeldurr         |  7.07836% | 1662   |  7.078% | 1304   |  7.043% | 
 | 31   | Lucario            |  6.63118% | 1557   |  6.631% | 1199   |  6.476% | 
 | 32   | Gyarados           |  6.19676% | 1455   |  6.197% | 1148   |  6.200% | 
 | 33   | Cloyster           |  6.07751% | 1427   |  6.078% | 1050   |  5.671% | 
 | 34   | Jolteon            |  5.86457% | 1377   |  5.865% | 1030   |  5.563% | 
 | 35   | Mamoswine          |  5.70698% | 1340   |  5.707% | 1038   |  5.606% | 
 | 36   | Kyurem-Black       |  5.68143% | 1334   |  5.681% | 974    |  5.260% | 
 | 37   | Toxicroak          |  4.84668% | 1138   |  4.847% | 852    |  4.602% | 
 | 38   | Espeon             |  4.72317% | 1109   |  4.723% | 887    |  4.791% | 
 | 39   | Forretress         |  4.51022% | 1059   |  4.510% | 916    |  4.947% | 
 | 40   | Terrakion          |  4.48041% | 1052   |  4.480% | 750    |  4.051% | 
 | 41   | Gastrodon          |  4.16525% | 978    |  4.165% | 788    |  4.256% | 
 | 42   | Blissey            |  4.03748% | 948    |  4.037% | 730    |  3.943% | 
 | 43   | Blastoise          |  3.90119% | 916    |  3.901% | 825    |  4.456% | 
 | 44   | Bronzong           |  3.89693% | 915    |  3.897% | 788    |  4.256% | 
 | 45   | Metagross          |  3.79898% | 892    |  3.799% | 645    |  3.484% | 
 | 46   | Ninetales          |  3.76491% | 884    |  3.765% | 772    |  4.169% | 
 | 47   | Tornadus           |  3.70954% | 871    |  3.710% | 638    |  3.446% | 
 | 48   | Amoonguss          |  3.51363% | 825    |  3.514% | 683    |  3.689% | 
 | 49   | Hippowdon          |  3.48382% | 818    |  3.484% | 707    |  3.818% | 
 | 50   | Haxorus            |  3.36031% | 789    |  3.360% | 544    |  2.938% | 
 | 51   | Celebi             |  3.27513% | 769    |  3.275% | 603    |  3.257% | 
 | 52   | Mew                |  3.03663% | 713    |  3.037% | 595    |  3.214% | 
 | 53   | Vaporeon           |  3.01107% | 707    |  3.011% | 540    |  2.916% | 
 | 54   | Donphan            |  2.98978% | 702    |  2.990% | 563    |  3.041% | 
 | 55   | Zoroark            |  2.97274% | 698    |  2.973% | 331    |  1.788% | 
 | 56   | Chandelure         |  2.91312% | 684    |  2.913% | 530    |  2.862% | 
 | 57   | Sceptile           |  2.89182% | 679    |  2.892% | 544    |  2.938% | 
 | 58   | Weavile            |  2.84923% | 669    |  2.849% | 510    |  2.754% | 
 | 59   | Medicham           |  2.56388% | 602    |  2.564% | 482    |  2.603% | 
 | 60   | Darmanitan         |  2.41908% | 568    |  2.419% | 459    |  2.479% | 
 | 61   | Latias             |  2.09114% | 491    |  2.091% | 387    |  2.090% | 
 | 62   | Togekiss           |  1.91652% | 450    |  1.917% | 367    |  1.982% | 
 | 63   | Mienshao           |  1.87394% | 440    |  1.874% | 360    |  1.944% | 
 | 64   | Cresselia          |  1.78876% | 420    |  1.789% | 313    |  1.690% | 
 | 65   | Abomasnow          |  1.74617% | 410    |  1.746% | 371    |  2.004% | 
 | 66   | Cofagrigus         |  1.69506% | 398    |  1.695% | 337    |  1.820% | 
 | 67   | Slowbro            |  1.66099% | 390    |  1.661% | 324    |  1.750% | 
 | 68   | Venusaur           |  1.66099% | 390    |  1.661% | 308    |  1.663% | 
