 Total battles: 13247
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.81007% | 7368   | 27.810% | 6342   | 30.641% | 
 | 2    | Tyranitar          | 22.67683% | 6008   | 22.677% | 4982   | 24.070% | 
 | 3    | Garchomp           | 18.86842% | 4999   | 18.868% | 3828   | 18.495% | 
 | 4    | Landorus-Therian   | 17.89839% | 4742   | 17.898% | 4018   | 19.413% | 
 | 5    | Politoed           | 17.38129% | 4605   | 17.381% | 4115   | 19.881% | 
 | 6    | Latios             | 16.78871% | 4448   | 16.789% | 3380   | 16.330% | 
 | 7    | Breloom            | 13.89749% | 3682   | 13.897% | 2938   | 14.195% | 
 | 8    | Scizor             | 13.18412% | 3493   | 13.184% | 2718   | 13.132% | 
 | 9    | Volcarona          | 12.47452% | 3305   | 12.475% | 2369   | 11.446% | 
 | 10   | Jirachi            | 12.26693% | 3250   | 12.267% | 2579   | 12.460% | 
 | 11   | Tentacruel         | 12.15370% | 3220   | 12.154% | 2434   | 11.760% | 
 | 12   | Starmie            | 12.05933% | 3195   | 12.059% | 2501   | 12.083% | 
 | 13   | Gliscor            | 11.99139% | 3177   | 11.991% | 2448   | 11.827% | 
 | 14   | Dragonite          | 11.72341% | 3106   | 11.723% | 2301   | 11.117% | 
 | 15   | Alakazam           | 11.69321% | 3098   | 11.693% | 2255   | 10.895% | 
 | 16   | Skarmory           | 11.31200% | 2997   | 11.312% | 2606   | 12.591% | 
 | 17   | Magnezone          | 11.08930% | 2938   | 11.089% | 2306   | 11.141% | 
 | 18   | Heatran            | 11.07421% | 2934   | 11.074% | 2345   | 11.330% | 
 | 19   | Rotom-Wash         | 10.88548% | 2884   | 10.885% | 2398   | 11.586% | 
 | 20   | Excadrill          | 10.79490% | 2860   | 10.795% | 2071   | 10.006% | 
 | 21   | Keldeo             | 10.62505% | 2815   | 10.625% | 2170   | 10.484% | 
 | 22   | Gengar             |  8.71896% | 2310   |  8.719% | 1684   |  8.136% | 
 | 23   | Conkeldurr         |  8.63214% | 2287   |  8.632% | 1774   |  8.571% | 
 | 24   | Jellicent          |  8.21695% | 2177   |  8.217% | 1760   |  8.503% | 
 | 25   | Hydreigon          |  7.79044% | 2064   |  7.790% | 1553   |  7.503% | 
 | 26   | Reuniclus          |  7.64701% | 2026   |  7.647% | 1439   |  6.952% | 
 | 27   | Salamence          |  7.63947% | 2024   |  7.639% | 1486   |  7.180% | 
 | 28   | Cloyster           |  6.99026% | 1852   |  6.990% | 1373   |  6.634% | 
 | 29   | Thundurus-Therian  |  6.60527% | 1750   |  6.605% | 1366   |  6.600% | 
 | 30   | Forretress         |  6.33351% | 1678   |  6.334% | 1456   |  7.035% | 
 | 31   | Ninetales          |  6.22405% | 1649   |  6.224% | 1411   |  6.817% | 
 | 32   | Jolteon            |  5.81264% | 1540   |  5.813% | 1201   |  5.803% | 
 | 33   | Infernape          |  5.54465% | 1469   |  5.545% | 1153   |  5.571% | 
 | 34   | Haxorus            |  5.28799% | 1401   |  5.288% | 987    |  4.769% | 
 | 35   | Gyarados           |  5.22760% | 1385   |  5.228% | 1096   |  5.295% | 
 | 36   | Mamoswine          |  5.13324% | 1360   |  5.133% | 1055   |  5.097% | 
 | 37   | Terrakion          |  4.81996% | 1277   |  4.820% | 928    |  4.484% | 
 | 38   | Blissey            |  4.75957% | 1261   |  4.760% | 932    |  4.503% | 
 | 39   | Espeon             |  4.55197% | 1206   |  4.552% | 937    |  4.527% | 
 | 40   | Chandelure         |  4.52933% | 1200   |  4.529% | 930    |  4.493% | 
 | 41   | Amoonguss          |  4.44252% | 1177   |  4.443% | 982    |  4.744% | 
 | 42   | Lucario            |  4.33306% | 1148   |  4.333% | 878    |  4.242% | 
 | 43   | Kyurem-Black       |  4.31796% | 1144   |  4.318% | 851    |  4.112% | 
 | 44   | Celebi             |  3.90654% | 1035   |  3.907% | 859    |  4.150% | 
 | 45   | Chansey            |  3.84993% | 1020   |  3.850% | 769    |  3.715% | 
 | 46   | Metagross          |  3.71027% | 983    |  3.710% | 722    |  3.488% | 
 | 47   | Donphan            |  3.66121% | 970    |  3.661% | 826    |  3.991% | 
 | 48   | Weavile            |  3.56685% | 945    |  3.567% | 691    |  3.339% | 
 | 49   | Toxicroak          |  3.56685% | 945    |  3.567% | 654    |  3.160% | 
 | 50   | Milotic            |  3.48381% | 923    |  3.484% | 711    |  3.435% | 
 | 51   | Darmanitan         |  3.23469% | 857    |  3.235% | 648    |  3.131% | 
 | 52   | Tornadus           |  3.23092% | 856    |  3.231% | 653    |  3.155% | 
 | 53   | Hippowdon          |  3.14788% | 834    |  3.148% | 761    |  3.677% | 
 | 54   | Latias             |  3.07617% | 815    |  3.076% | 600    |  2.899% | 
 | 55   | Vaporeon           |  2.97426% | 788    |  2.974% | 555    |  2.681% | 
 | 56   | Gastrodon          |  2.92142% | 774    |  2.921% | 614    |  2.967% | 
 | 57   | Togekiss           |  2.67608% | 709    |  2.676% | 564    |  2.725% | 
 | 58   | Xatu               |  2.41942% | 641    |  2.419% | 533    |  2.575% | 
 | 59   | Mew                |  2.34770% | 622    |  2.348% | 486    |  2.348% | 
 | 60   | Swampert           |  2.32128% | 615    |  2.321% | 513    |  2.479% | 
 | 61   | Snorlax            |  2.19672% | 582    |  2.197% | 477    |  2.305% | 
 | 62   | Venusaur           |  2.19295% | 581    |  2.193% | 419    |  2.024% | 
 | 63   | Arcanine           |  2.15143% | 570    |  2.151% | 434    |  2.097% | 
 | 64   | Mienshao           |  1.96648% | 521    |  1.966% | 462    |  2.232% | 
 | 65   | Gothitelle         |  1.80041% | 477    |  1.800% | 372    |  1.797% | 
 | 66   | Abomasnow          |  1.77399% | 470    |  1.774% | 386    |  1.865% | 
 | 67   | Zoroark            |  1.61169% | 427    |  1.612% | 182    |  0.879% | 
 | 68   | Krookodile         |  1.56639% | 415    |  1.566% | 317    |  1.532% | 
 | 69   | Wobbuffet          |  1.55507% | 412    |  1.555% | 318    |  1.536% | 
 | 70   | Umbreon            |  1.51732% | 402    |  1.517% | 307    |  1.483% | 
 | 71   | Cofagrigus         |  1.51355% | 401    |  1.514% | 316    |  1.527% | 
 | 72   | Kingdra            |  1.51355% | 401    |  1.514% | 317    |  1.532% | 
 | 73   | Heracross          |  1.42296% | 377    |  1.423% | 301    |  1.454% | 
