 Total battles: 47974
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.09847% | 23122  | 24.098% | 19665  | 26.726% | 
 | 2    | Garchomp           | 19.32609% | 18543  | 19.326% | 13944  | 18.951% | 
 | 3    | Politoed           | 17.37295% | 16669  | 17.373% | 14802  | 20.117% | 
 | 4    | Tyranitar          | 16.72677% | 16049  | 16.727% | 13173  | 17.903% | 
 | 5    | Latios             | 16.24838% | 15590  | 16.248% | 11697  | 15.897% | 
 | 6    | Scizor             | 15.97740% | 15330  | 15.977% | 11585  | 15.745% | 
 | 7    | Dragonite          | 14.94976% | 14344  | 14.950% | 10667  | 14.497% | 
 | 8    | Excadrill          | 13.33222% | 12792  | 13.332% | 9114   | 12.386% | 
 | 9    | Volcarona          | 12.76316% | 12246  | 12.763% | 8825   | 11.994% | 
 | 10   | Landorus-Therian   | 12.24413% | 11748  | 12.244% | 10018  | 13.615% | 
 | 11   | Keldeo             | 11.61567% | 11145  | 11.616% | 7868   | 10.693% | 
 | 12   | Rotom-Wash         | 11.06641% | 10618  | 11.066% | 8947   | 12.159% | 
 | 13   | Starmie            | 10.92050% | 10478  | 10.920% | 7860   | 10.682% | 
 | 14   | Tentacruel         | 10.45149% | 10028  | 10.451% | 7549   | 10.260% | 
 | 15   | Gliscor            | 10.44628% | 10023  | 10.446% | 7753   | 10.537% | 
 | 16   | Alakazam           | 10.17322% | 9761   | 10.173% | 7120   |  9.676% | 
 | 17   | Magnezone          | 10.05232% | 9645   | 10.052% | 7391   | 10.045% | 
 | 18   | Hydreigon          | 10.01272% | 9607   | 10.013% | 7069   |  9.607% | 
 | 19   | Skarmory           |  9.60520% | 9216   |  9.605% | 7898   | 10.734% | 
 | 20   | Heatran            |  8.81832% | 8461   |  8.818% | 6914   |  9.397% | 
 | 21   | Salamence          |  8.79956% | 8443   |  8.800% | 6128   |  8.328% | 
 | 22   | Gengar             |  8.74640% | 8392   |  8.746% | 5995   |  8.148% | 
 | 23   | Breloom            |  8.74015% | 8386   |  8.740% | 6304   |  8.567% | 
 | 24   | Infernape          |  8.33055% | 7993   |  8.331% | 6119   |  8.316% | 
 | 25   | Conkeldurr         |  8.19715% | 7865   |  8.197% | 5934   |  8.065% | 
 | 26   | Jirachi            |  7.82090% | 7504   |  7.821% | 6058   |  8.233% | 
 | 27   | Thundurus-Therian  |  7.39359% | 7094   |  7.394% | 5328   |  7.241% | 
 | 28   | Cloyster           |  7.21328% | 6921   |  7.213% | 5109   |  6.943% | 
 | 29   | Jolteon            |  7.06529% | 6779   |  7.065% | 4991   |  6.783% | 
 | 30   | Gyarados           |  6.77346% | 6499   |  6.773% | 4872   |  6.621% | 
 | 31   | Jellicent          |  6.17730% | 5927   |  6.177% | 4718   |  6.412% | 
 | 32   | Chansey            |  6.00429% | 5761   |  6.004% | 4261   |  5.791% | 
 | 33   | Reuniclus          |  5.98658% | 5744   |  5.987% | 4362   |  5.928% | 
 | 34   | Lucario            |  5.97407% | 5732   |  5.974% | 4227   |  5.745% | 
 | 35   | Kyurem-Black       |  5.74791% | 5515   |  5.748% | 3938   |  5.352% | 
 | 36   | Mamoswine          |  5.69892% | 5468   |  5.699% | 4329   |  5.883% | 
 | 37   | Forretress         |  5.62492% | 5397   |  5.625% | 4647   |  6.316% | 
 | 38   | Espeon             |  5.59991% | 5373   |  5.600% | 4072   |  5.534% | 
 | 39   | Gastrodon          |  5.19031% | 4980   |  5.190% | 3895   |  5.294% | 
 | 40   | Ninetales          |  4.97144% | 4770   |  4.971% | 3962   |  5.385% | 
 | 41   | Haxorus            |  4.92037% | 4721   |  4.920% | 3361   |  4.568% | 
 | 42   | Toxicroak          |  4.75153% | 4559   |  4.752% | 3353   |  4.557% | 
 | 43   | Blissey            |  4.58999% | 4404   |  4.590% | 3195   |  4.342% | 
