 Total battles: 3568
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.19226% | 1655   | 23.192% | 1417   | 25.593% | 
 | 2    | Garchomp           | 22.43554% | 1601   | 22.436% | 1170   | 21.132% | 
 | 3    | Tyranitar          | 20.54372% | 1466   | 20.544% | 1194   | 21.565% | 
 | 4    | Latios             | 20.13733% | 1437   | 20.137% | 1056   | 19.073% | 
 | 5    | Politoed           | 17.23655% | 1230   | 17.237% | 1076   | 19.434% | 
 | 6    | Landorus-Therian   | 16.39574% | 1170   | 16.396% | 974    | 17.592% | 
 | 7    | Scizor             | 15.94731% | 1138   | 15.947% | 849    | 15.334% | 
 | 8    | Jirachi            | 13.97141% | 997    | 13.971% | 776    | 14.016% | 
 | 9    | Dragonite          | 13.53700% | 966    | 13.537% | 697    | 12.589% | 
 | 10   | Skarmory           | 12.58408% | 898    | 12.584% | 792    | 14.305% | 
 | 11   | Keldeo             | 12.21973% | 872    | 12.220% | 636    | 11.487% | 
 | 12   | Breloom            | 11.72926% | 837    | 11.729% | 629    | 11.361% | 
 | 13   | Starmie            | 11.57511% | 826    | 11.575% | 646    | 11.668% | 
 | 14   | Rotom-Wash         | 11.25280% | 803    | 11.253% | 655    | 11.830% | 
 | 15   | Alakazam           | 11.00056% | 785    | 11.001% | 559    | 10.096% | 
 | 16   | Volcarona          | 10.28587% | 734    | 10.286% | 548    |  9.898% | 
 | 17   | Heatran            | 10.17377% | 726    | 10.174% | 582    | 10.512% | 
 | 18   | Gengar             |  9.17881% | 655    |  9.179% | 474    |  8.561% | 
 | 19   | Jellicent          |  8.82848% | 630    |  8.828% | 517    |  9.338% | 
 | 20   | Gliscor            |  8.70235% | 621    |  8.702% | 462    |  8.344% | 
 | 21   | Tentacruel         |  8.43610% | 602    |  8.436% | 478    |  8.633% | 
 | 22   | Cloyster           |  8.00168% | 571    |  8.002% | 430    |  7.766% | 
