 Total battles: 1744
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Garchomp           | 24.51261% | 855    | 24.513% | 683    | 25.223% | 
 | 2    | Tyranitar          | 23.16514% | 808    | 23.165% | 647    | 23.894% | 
 | 3    | Politoed           | 20.64220% | 720    | 20.642% | 649    | 23.968% | 
 | 4    | Ferrothorn         | 20.26950% | 707    | 20.269% | 613    | 22.638% | 
 | 5    | Jirachi            | 18.17661% | 634    | 18.177% | 498    | 18.391% | 
 | 6    | Heatran            | 17.71789% | 618    | 17.718% | 492    | 18.170% | 
 | 7    | Scizor             | 17.60321% | 614    | 17.603% | 476    | 17.579% | 
 | 8    | Starmie            | 16.77179% | 585    | 16.772% | 430    | 15.880% | 
 | 9    | Latios             | 15.73968% | 549    | 15.740% | 425    | 15.695% | 
 | 10   | Dragonite          | 14.85092% | 518    | 14.851% | 374    | 13.812% | 
 | 11   | Landorus-Therian   | 14.65023% | 511    | 14.650% | 398    | 14.698% | 
 | 12   | Keldeo             | 13.79014% | 481    | 13.790% | 382    | 14.107% | 
 | 13   | Rotom-Wash         | 13.76147% | 480    | 13.761% | 403    | 14.883% | 
 | 14   | Skarmory           | 13.76147% | 480    | 13.761% | 413    | 15.252% | 
 | 15   | Breloom            | 11.06651% | 386    | 11.067% | 306    | 11.301% | 
 | 16   | Alakazam           | 10.52179% | 367    | 10.522% | 254    |  9.380% | 
 | 17   | Volcarona          |  9.89106% | 345    |  9.891% | 254    |  9.380% | 
 | 18   | Latias             |  9.89106% | 345    |  9.891% | 261    |  9.639% | 
 | 19   | Tentacruel         |  9.46101% | 330    |  9.461% | 245    |  9.048% | 
 | 20   | Ninetales          |  8.91628% | 311    |  8.916% | 289    | 10.673% | 
 | 21   | Jellicent          |  8.68693% | 303    |  8.687% | 255    |  9.417% | 
 | 22   | Celebi             |  8.34289% | 291    |  8.343% | 232    |  8.568% | 
 | 23   | Magnezone          |  7.45413% | 260    |  7.454% | 214    |  7.903% | 
 | 24   | Tornadus           |  7.36812% | 257    |  7.368% | 190    |  7.017% | 
 | 25   | Reuniclus          |  7.31078% | 255    |  7.311% | 184    |  6.795% | 
 | 26   | Forretress         |  7.31078% | 255    |  7.311% | 216    |  7.977% | 
 | 27   | Venusaur           |  7.13876% | 249    |  7.139% | 182    |  6.721% | 
 | 28   | Gengar             |  6.82339% | 238    |  6.823% | 174    |  6.426% | 
 | 29   | Terrakion          |  6.56537% | 229    |  6.565% | 165    |  6.093% | 
 | 30   | Thundurus-Therian  |  6.36468% | 222    |  6.365% | 178    |  6.574% | 
 | 31   | Gliscor            |  6.22133% | 217    |  6.221% | 170    |  6.278% | 
 | 32   | Dugtrio            |  6.13532% | 214    |  6.135% | 156    |  5.761% | 
 | 33   | Hydreigon          |  5.84862% | 204    |  5.849% | 156    |  5.761% | 
 | 34   | Vaporeon           |  5.70528% | 199    |  5.705% | 156    |  5.761% | 
 | 35   | Hippowdon          |  5.61927% | 196    |  5.619% | 175    |  6.463% | 
 | 36   | Gastrodon          |  5.50459% | 192    |  5.505% | 161    |  5.946% | 
 | 37   | Toxicroak          |  5.13188% | 179    |  5.132% | 132    |  4.875% | 
 | 38   | Gyarados           |  5.01720% | 175    |  5.017% | 133    |  4.912% | 
 | 39   | Mamoswine          |  4.98853% | 174    |  4.989% | 144    |  5.318% | 
 | 40   | Kyurem-Black       |  4.93119% | 172    |  4.931% | 136    |  5.022% | 
 | 41   | Espeon             |  4.38647% | 153    |  4.386% | 104    |  3.841% | 
 | 42   | Salamence          |  4.32913% | 151    |  4.329% | 101    |  3.730% | 
 | 43   | Mew                |  3.81307% | 133    |  3.813% | 112    |  4.136% | 
 | 44   | Lucario            |  3.72706% | 130    |  3.727% | 108    |  3.988% | 
 | 45   | Haxorus            |  3.72706% | 130    |  3.727% | 99     |  3.656% | 
 | 46   | Donphan            |  3.64106% | 127    |  3.641% | 108    |  3.988% | 
 | 47   | Conkeldurr         |  3.46904% | 121    |  3.469% | 90     |  3.324% | 
