 Total battles: 3529
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.87957% | 1756   | 24.880% | 1529   | 28.410% | 
 | 2    | Politoed           | 18.94304% | 1337   | 18.943% | 1191   | 22.129% | 
 | 3    | Garchomp           | 16.94531% | 1196   | 16.945% | 915    | 17.001% | 
 | 4    | Landorus-Therian   | 16.57693% | 1170   | 16.577% | 984    | 18.283% | 
 | 5    | Starmie            | 16.29357% | 1150   | 16.294% | 823    | 15.292% | 
 | 6    | Tyranitar          | 15.37263% | 1085   | 15.373% | 884    | 16.425% | 
 | 7    | Dragonite          | 15.00425% | 1059   | 15.004% | 771    | 14.326% | 
 | 8    | Scizor             | 13.43157% | 948    | 13.432% | 709    | 13.174% | 
 | 9    | Latios             | 13.27572% | 937    | 13.276% | 710    | 13.192% | 
 | 10   | Hydreigon          | 13.14820% | 928    | 13.148% | 687    | 12.765% | 
 | 11   | Alakazam           | 13.09153% | 924    | 13.092% | 647    | 12.022% | 
 | 12   | Jirachi            | 13.04902% | 921    | 13.049% | 730    | 13.564% | 
 | 13   | Gliscor            | 12.08558% | 853    | 12.086% | 642    | 11.929% | 
 | 14   | Volcarona          | 11.84472% | 836    | 11.845% | 608    | 11.297% | 
 | 15   | Heatran            | 11.02295% | 778    | 11.023% | 645    | 11.984% | 
 | 16   | Breloom            | 10.95211% | 773    | 10.952% | 564    | 10.479% | 
 | 17   | Skarmory           | 10.51289% | 742    | 10.513% | 640    | 11.891% | 
 | 18   | Jellicent          | 10.17285% | 718    | 10.173% | 569    | 10.572% | 
 | 19   | Conkeldurr         |  9.77614% | 690    |  9.776% | 492    |  9.142% | 
 | 20   | Gyarados           |  9.35109% | 660    |  9.351% | 500    |  9.290% | 
 | 21   | Rotom-Wash         |  8.62851% | 609    |  8.629% | 494    |  9.179% | 
 | 22   | Keldeo             |  8.28847% | 585    |  8.288% | 431    |  8.008% | 
 | 23   | Kyurem-Black       |  8.24596% | 582    |  8.246% | 418    |  7.767% | 
 | 24   | Gengar             |  8.23179% | 581    |  8.232% | 445    |  8.268% | 
 | 25   | Tentacruel         |  7.89175% | 557    |  7.892% | 431    |  8.008% | 
 | 26   | Haxorus            |  7.76424% | 548    |  7.764% | 387    |  7.191% | 
 | 27   | Infernape          |  7.62256% | 538    |  7.623% | 406    |  7.544% | 
 | 28   | Blissey            |  7.53755% | 532    |  7.538% | 389    |  7.228% | 
 | 29   | Magnezone          |  7.28252% | 514    |  7.283% | 377    |  7.005% | 
 | 30   | Venusaur           |  7.24001% | 511    |  7.240% | 372    |  6.912% | 
 | 31   | Jolteon            |  7.22584% | 510    |  7.226% | 375    |  6.968% | 
 | 32   | Terrakion          |  6.58827% | 465    |  6.588% | 322    |  5.983% | 
 | 33   | Celebi             |  6.38991% | 451    |  6.390% | 361    |  6.708% | 
 | 34   | Toxicroak          |  5.92236% | 418    |  5.922% | 297    |  5.518% | 
 | 35   | Salamence          |  5.80901% | 410    |  5.809% | 298    |  5.537% | 
 | 36   | Cloyster           |  5.70983% | 403    |  5.710% | 289    |  5.370% | 
 | 37   | Reuniclus          |  5.58232% | 394    |  5.582% | 277    |  5.147% | 
 | 38   | Excadrill          |  5.58232% | 394    |  5.582% | 258    |  4.794% | 
 | 39   | Thundurus-Therian  |  5.56815% | 393    |  5.568% | 294    |  5.463% | 
 | 40   | Lucario            |  5.48314% | 387    |  5.483% | 281    |  5.221% | 
 | 41   | Empoleon           |  5.24228% | 370    |  5.242% | 297    |  5.518% | 
 | 42   | Gastrodon          |  5.22811% | 369    |  5.228% | 298    |  5.537% | 
 | 43   | Mamoswine          |  4.91641% | 347    |  4.916% | 274    |  5.091% | 
 | 44   | Forretress         |  4.49136% | 317    |  4.491% | 260    |  4.831% | 
 | 45   | Tornadus           |  4.29300% | 303    |  4.293% | 235    |  4.366% | 
 | 46   | Latias             |  4.27883% | 302    |  4.279% | 223    |  4.143% | 
 | 47   | Donphan            |  4.26466% | 301    |  4.265% | 246    |  4.571% | 
 | 48   | Chansey            |  4.23633% | 299    |  4.236% | 203    |  3.772% | 
 | 49   | Espeon             |  4.22216% | 298    |  4.222% | 225    |  4.181% | 
 | 50   | Ninetales          |  3.69793% | 261    |  3.698% | 212    |  3.939% | 
 | 51   | Metagross          |  3.68376% | 260    |  3.684% | 189    |  3.512% | 
 | 52   | Hippowdon          |  3.41457% | 241    |  3.415% | 192    |  3.567% | 
 | 53   | Mew                |  3.23038% | 228    |  3.230% | 178    |  3.307% | 
 | 54   | Charizard          |  3.17370% | 224    |  3.174% | 188    |  3.493% | 
 | 55   | Chandelure         |  3.11703% | 220    |  3.117% | 167    |  3.103% | 
 | 56   | Dugtrio            |  2.42278% | 171    |  2.423% | 124    |  2.304% | 
 | 57   | Vaporeon           |  2.35194% | 166    |  2.352% | 133    |  2.471% | 
 | 58   | Darmanitan         |  2.33777% | 165    |  2.338% | 121    |  2.248% | 
 | 59   | Blastoise          |  2.33777% | 165    |  2.338% | 134    |  2.490% | 
