 Total battles: 10554
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Tyranitar          | 23.77298% | 5018   | 23.773% | 4200   | 25.433% | 
 | 2    | Ferrothorn         | 23.64506% | 4991   | 23.645% | 4352   | 26.354% | 
 | 3    | Landorus-Therian   | 19.00227% | 4011   | 19.002% | 3419   | 20.704% | 
 | 4    | Garchomp           | 18.36744% | 3877   | 18.367% | 2964   | 17.949% | 
 | 5    | Latios             | 17.03146% | 3595   | 17.031% | 2764   | 16.738% | 
 | 6    | Politoed           | 15.49176% | 3270   | 15.492% | 3012   | 18.239% | 
 | 7    | Scizor             | 15.21224% | 3211   | 15.212% | 2479   | 15.012% | 
 | 8    | Jirachi            | 14.97536% | 3161   | 14.975% | 2531   | 15.327% | 
 | 9    | Starmie            | 14.65795% | 3094   | 14.658% | 2402   | 14.546% | 
 | 10   | Alakazam           | 13.45935% | 2841   | 13.459% | 2040   | 12.353% | 
 | 11   | Dragonite          | 12.43604% | 2625   | 12.436% | 1957   | 11.851% | 
 | 12   | Heatran            | 12.35551% | 2608   | 12.356% | 2133   | 12.917% | 
 | 13   | Breloom            | 12.26075% | 2588   | 12.261% | 2019   | 12.226% | 
 | 14   | Gliscor            | 11.81543% | 2494   | 11.815% | 2003   | 12.129% | 
 | 15   | Keldeo             | 11.64014% | 2457   | 11.640% | 1844   | 11.167% | 
 | 16   | Volcarona          | 11.04794% | 2332   | 11.048% | 1680   | 10.173% | 
 | 17   | Excadrill          | 10.97214% | 2316   | 10.972% | 1670   | 10.113% | 
 | 18   | Skarmory           |  9.31874% | 1967   |  9.319% | 1694   | 10.258% | 
 | 19   | Magnezone          |  8.97290% | 1894   |  8.973% | 1483   |  8.980% | 
 | 20   | Rotom-Wash         |  8.96343% | 1892   |  8.963% | 1640   |  9.931% | 
 | 21   | Hydreigon          |  8.47546% | 1789   |  8.475% | 1380   |  8.357% | 
 | 22   | Salamence          |  8.32860% | 1758   |  8.329% | 1202   |  7.279% | 
 | 23   | Gengar             |  8.02539% | 1694   |  8.025% | 1254   |  7.594% | 
 | 24   | Terrakion          |  7.75535% | 1637   |  7.755% | 1184   |  7.170% | 
 | 25   | Tentacruel         |  7.67955% | 1621   |  7.680% | 1277   |  7.733% | 
 | 26   | Jellicent          |  7.62270% | 1609   |  7.623% | 1322   |  8.005% | 
 | 27   | Cloyster           |  7.01156% | 1480   |  7.012% | 1120   |  6.782% | 
 | 28   | Gyarados           |  6.62782% | 1399   |  6.628% | 1107   |  6.704% | 
 | 29   | Haxorus            |  6.19670% | 1308   |  6.197% | 926    |  5.607% | 
 | 30   | Kyurem-Black       |  6.11143% | 1290   |  6.111% | 983    |  5.953% | 
 | 31   | Jolteon            |  6.04036% | 1275   |  6.040% | 1020   |  6.177% | 
 | 32   | Conkeldurr         |  6.03089% | 1273   |  6.031% | 1003   |  6.074% | 
 | 33   | Thundurus-Therian  |  5.57608% | 1177   |  5.576% | 895    |  5.420% | 
 | 34   | Metagross          |  5.17813% | 1093   |  5.178% | 817    |  4.947% | 
 | 35   | Infernape          |  5.14971% | 1087   |  5.150% | 856    |  5.184% | 
 | 36   | Ninetales          |  4.97442% | 1050   |  4.974% | 922    |  5.583% | 
 | 37   | Forretress         |  4.96494% | 1048   |  4.965% | 903    |  5.468% | 
 | 38   | Latias             |  4.78965% | 1011   |  4.790% | 754    |  4.566% | 
 | 39   | Amoonguss          |  4.67121% | 986    |  4.671% | 828    |  5.014% | 
 | 40   | Reuniclus          |  4.48645% | 947    |  4.486% | 684    |  4.142% | 
 | 41   | Espeon             |  4.36327% | 921    |  4.363% | 711    |  4.306% | 
 | 42   | Mamoswine          |  4.34432% | 917    |  4.344% | 732    |  4.433% | 
 | 43   | Lucario            |  4.33011% | 914    |  4.330% | 673    |  4.075% | 
 | 44   | Celebi             |  4.22589% | 892    |  4.226% | 728    |  4.408% | 
 | 45   | Tornadus           |  4.22115% | 891    |  4.221% | 637    |  3.857% | 
 | 46   | Vaporeon           |  4.06007% | 857    |  4.060% | 628    |  3.803% | 
 | 47   | Gastrodon          |  3.73792% | 789    |  3.738% | 637    |  3.857% | 
 | 48   | Donphan            |  3.60527% | 761    |  3.605% | 635    |  3.845% | 
 | 49   | Snorlax            |  3.49630% | 738    |  3.496% | 548    |  3.318% | 
 | 50   | Charizard          |  3.29733% | 696    |  3.297% | 534    |  3.234% | 
 | 51   | Blissey            |  3.29733% | 696    |  3.297% | 532    |  3.222% | 
 | 52   | Chansey            |  3.28785% | 694    |  3.288% | 508    |  3.076% | 
 | 53   | Toxicroak          |  3.24995% | 686    |  3.250% | 507    |  3.070% | 
 | 54   | Mienshao           |  3.03676% | 641    |  3.037% | 512    |  3.100% | 
