 Total battles: 45609
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Latios             | 28.63251% | 26118  | 28.633% | 19480  | 27.670% | 
 | 2    | Ferrothorn         | 27.14815% | 24764  | 27.148% | 21275  | 30.220% | 
 | 3    | Garchomp           | 23.97334% | 21868  | 23.973% | 16838  | 23.917% | 
 | 4    | Scizor             | 20.08814% | 18324  | 20.088% | 13944  | 19.807% | 
 | 5    | Tyranitar          | 19.75487% | 18020  | 19.755% | 14952  | 21.238% | 
 | 6    | Politoed           | 17.80131% | 16238  | 17.801% | 14328  | 20.352% | 
 | 7    | Dragonite          | 16.34546% | 14910  | 16.345% | 10585  | 15.035% | 
 | 8    | Starmie            | 15.06501% | 13742  | 15.065% | 10269  | 14.587% | 
 | 9    | Volcarona          | 14.94113% | 13629  | 14.941% | 10016  | 14.227% | 
 | 10   | Landorus-Therian   | 14.75038% | 13455  | 14.750% | 11478  | 16.304% | 
 | 11   | Alakazam           | 13.75386% | 12546  | 13.754% | 8842   | 12.560% | 
 | 12   | Magnezone          | 12.97112% | 11832  | 12.971% | 9130   | 12.969% | 
 | 13   | Excadrill          | 12.94481% | 11808  | 12.945% | 8606   | 12.224% | 
 | 14   | Jirachi            | 12.65540% | 11544  | 12.655% | 9658   | 13.719% | 
 | 15   | Tentacruel         | 12.23772% | 11163  | 12.238% | 7916   | 11.244% | 
 | 16   | Keldeo             | 11.76961% | 10736  | 11.770% | 7877   | 11.189% | 
 | 17   | Breloom            | 10.94740% | 9986   | 10.947% | 7588   | 10.778% | 
 | 18   | Rotom-Wash         | 10.88711% | 9931   | 10.887% | 8390   | 11.918% | 
 | 19   | Gliscor            | 10.41680% | 9502   | 10.417% | 7542   | 10.713% | 
 | 20   | Skarmory           |  9.91690% | 9046   |  9.917% | 8016   | 11.386% | 
 | 21   | Jellicent          |  9.56281% | 8723   |  9.563% | 6904   |  9.807% | 
 | 22   | Thundurus-Therian  |  8.47859% | 7734   |  8.479% | 5977   |  8.490% | 
 | 23   | Kyurem-Black       |  7.82082% | 7134   |  7.821% | 5194   |  7.378% | 
 | 24   | Salamence          |  7.81534% | 7129   |  7.815% | 5047   |  7.169% | 
 | 25   | Heatran            |  7.80219% | 7117   |  7.802% | 5677   |  8.064% | 
 | 26   | Cloyster           |  7.43384% | 6781   |  7.434% | 4899   |  6.959% | 
 | 27   | Gengar             |  7.09948% | 6476   |  7.099% | 4696   |  6.670% | 
 | 28   | Reuniclus          |  6.84404% | 6243   |  6.844% | 4527   |  6.430% | 
 | 29   | Conkeldurr         |  6.77827% | 6183   |  6.778% | 4685   |  6.655% | 
 | 30   | Gyarados           |  6.57326% | 5996   |  6.573% | 4465   |  6.342% | 
 | 31   | Hydreigon          |  6.28714% | 5735   |  6.287% | 4243   |  6.027% | 
 | 32   | Mamoswine          |  6.14462% | 5605   |  6.145% | 4394   |  6.241% | 
 | 33   | Forretress         |  6.12160% | 5584   |  6.122% | 4948   |  7.028% | 
 | 34   | Infernape          |  5.27527% | 4812   |  5.275% | 3865   |  5.490% | 
 | 35   | Terrakion          |  5.14153% | 4690   |  5.142% | 3545   |  5.035% | 
 | 36   | Toxicroak          |  4.75893% | 4341   |  4.759% | 3139   |  4.459% | 
 | 37   | Gastrodon          |  4.67013% | 4260   |  4.670% | 3427   |  4.868% | 
 | 38   | Jolteon            |  4.65478% | 4246   |  4.655% | 3113   |  4.422% | 
 | 39   | Celebi             |  3.83806% | 3501   |  3.838% | 2891   |  4.106% | 
 | 40   | Ninetales          |  3.81833% | 3483   |  3.818% | 3082   |  4.378% | 
 | 41   | Lucario            |  3.65827% | 3337   |  3.658% | 2494   |  3.543% | 
 | 42   | Hippowdon          |  3.49821% | 3191   |  3.498% | 2731   |  3.879% | 
 | 43   | Blissey            |  3.26142% | 2975   |  3.261% | 2188   |  3.108% | 
 | 44   | Espeon             |  3.18797% | 2908   |  3.188% | 2332   |  3.312% | 
 | 45   | Chandelure         |  3.17920% | 2900   |  3.179% | 2166   |  3.077% | 
 | 46   | Haxorus            |  2.85799% | 2607   |  2.858% | 1931   |  2.743% | 
 | 47   | Latias             |  2.73740% | 2497   |  2.737% | 1794   |  2.548% | 
 | 48   | Togekiss           |  2.66833% | 2434   |  2.668% | 1853   |  2.632% | 
 | 49   | Mienshao           |  2.62996% | 2399   |  2.630% | 1956   |  2.778% | 
 | 50   | Tornadus           |  2.62558% | 2395   |  2.626% | 1777   |  2.524% | 
 | 51   | Metagross          |  2.56967% | 2344   |  2.570% | 1773   |  2.518% | 
 | 52   | Chansey            |  2.54665% | 2323   |  2.547% | 1746   |  2.480% | 
 | 53   | Weavile            |  2.50828% | 2288   |  2.508% | 1654   |  2.349% | 
 | 54   | Mew                |  2.24736% | 2050   |  2.247% | 1784   |  2.534% | 
 | 55   | Milotic            |  2.15199% | 1963   |  2.152% | 1567   |  2.226% | 
 | 56   | Darmanitan         |  1.91519% | 1747   |  1.915% | 1337   |  1.899% | 
 | 57   | Aerodactyl         |  1.79899% | 1641   |  1.799% | 1521   |  2.160% | 
 | 58   | Cofagrigus         |  1.73869% | 1586   |  1.739% | 1244   |  1.767% | 
 | 59   | Arcanine           |  1.70142% | 1552   |  1.701% | 1235   |  1.754% | 
 | 60   | Sableye            |  1.66086% | 1515   |  1.661% | 1221   |  1.734% | 
 | 61   | Xatu               |  1.62687% | 1484   |  1.627% | 1239   |  1.760% | 
 | 62   | Bisharp            |  1.60056% | 1460   |  1.601% | 1050   |  1.491% | 
 | 63   | Zoroark            |  1.57644% | 1438   |  1.576% | 473    |  0.672% | 
 | 64   | Abomasnow          |  1.51724% | 1384   |  1.517% | 1218   |  1.730% | 
 | 65   | Staraptor          |  1.49093% | 1360   |  1.491% | 1000   |  1.420% | 
 | 66   | Seismitoad         |  1.47559% | 1346   |  1.476% | 1172   |  1.665% | 
 | 67   | Froslass           |  1.46791% | 1339   |  1.468% | 1148   |  1.631% | 
 | 68   | Swampert           |  1.46243% | 1334   |  1.462% | 921    |  1.308% | 
 | 69   | Vaporeon           |  1.41310% | 1289   |  1.413% | 1022   |  1.452% | 
 | 70   | Donphan            |  1.41200% | 1288   |  1.412% | 1095   |  1.555% | 
 | 71   | Victini            |  1.37254% | 1252   |  1.373% | 1003   |  1.425% | 
 | 72   | Scrafty            |  1.37144% | 1251   |  1.371% | 1002   |  1.423% | 
 | 73   | Azelf              |  1.29251% | 1179   |  1.293% | 1004   |  1.426% | 
 | 74   | Dusclops           |  1.29141% | 1178   |  1.291% | 912    |  1.295% | 
 | 75   | Machamp            |  1.26729% | 1156   |  1.267% | 881    |  1.251% | 
 | 76   | Krookodile         |  1.24646% | 1137   |  1.246% | 877    |  1.246% | 
 | 77   | Kingdra            |  1.23660% | 1128   |  1.237% | 807    |  1.146% | 
 | 78   | Amoonguss          |  1.19823% | 1093   |  1.198% | 917    |  1.303% | 
 | 79   | Kyurem             |  1.19713% | 1092   |  1.197% | 769    |  1.092% | 
 | 80   | Bronzong           |  1.16534% | 1063   |  1.165% | 933    |  1.325% | 
 | 81   | Porygon2           |  1.13464% | 1035   |  1.135% | 795    |  1.129% | 
 | 82   | Venusaur           |  1.12697% | 1028   |  1.127% | 765    |  1.087% | 
