 Total battles: 9173
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 23.09871% | 4237   | 23.095% | 3558   | 25.690% | 
 | 2    | Garchomp           | 20.29094% | 3723   | 20.293% | 2838   | 20.491% | 
 | 3    | Dragonite          | 16.73337% | 3071   | 16.739% | 2145   | 15.488% | 
 | 4    | Tyranitar          | 16.25232% | 2981   | 16.249% | 2386   | 17.228% | 
 | 5    | Scizor             | 16.17599% | 2967   | 16.172% | 2166   | 15.639% | 
 | 6    | Politoed           | 14.19019% | 2604   | 14.194% | 2335   | 16.859% | 
 | 7    | Landorus-Therian   | 13.63537% | 2501   | 13.632% | 2020   | 14.585% | 
 | 8    | Jirachi            | 13.36021% | 2451   | 13.360% | 1921   | 13.870% | 
 | 9    | Starmie            | 13.12289% | 2407   | 13.120% | 1759   | 12.701% | 
 | 10   | Latios             | 11.87855% | 2179   | 11.877% | 1631   | 11.776% | 
 | 11   | Alakazam           | 11.78170% | 2162   | 11.785% | 1572   | 11.350% | 
 | 12   | Gengar             | 11.25415% | 2065   | 11.256% | 1492   | 10.773% | 
 | 13   | Volcarona          | 11.23105% | 2060   | 11.229% | 1472   | 10.628% | 
 | 14   | Rotom-Wash         | 11.03478% | 2024   | 11.032% | 1725   | 12.455% | 
 | 15   | Gliscor            |  9.92803% | 1821   |  9.926% | 1380   |  9.964% | 
 | 16   | Breloom            |  9.76704% | 1793   |  9.773% | 1380   |  9.964% | 
 | 17   | Skarmory           |  9.27380% | 1701   |  9.272% | 1401   | 10.116% | 
 | 18   | Keldeo             |  9.21383% | 1690   |  9.212% | 1238   |  8.939% | 
 | 19   | Heatran            |  9.02846% | 1656   |  9.026% | 1315   |  9.495% | 
 | 20   | Tentacruel         |  8.58685% | 1575   |  8.585% | 1215   |  8.773% | 
 | 21   | Salamence          |  8.25973% | 1515   |  8.258% | 1113   |  8.036% | 
 | 22   | Hydreigon          |  7.94897% | 1458   |  7.947% | 1088   |  7.856% | 
 | 23   | Jellicent          |  7.85629% | 1441   |  7.855% | 1151   |  8.311% | 
 | 24   | Magnezone          |  7.27164% | 1334   |  7.271% | 1008   |  7.278% | 
 | 25   | Haxorus            |  6.67449% | 1225   |  6.677% | 877    |  6.332% | 
 | 26   | Infernape          |  6.67321% | 1224   |  6.672% | 964    |  6.960% | 
 | 27   | Jolteon            |  6.66776% | 1223   |  6.666% | 888    |  6.412% | 
 | 28   | Gyarados           |  6.52729% | 1199   |  6.535% | 905    |  6.534% | 
 | 29   | Forretress         |  6.50291% | 1193   |  6.503% | 970    |  7.004% | 
 | 30   | Kyurem-Black       |  6.40061% | 1174   |  6.399% | 861    |  6.217% | 
 | 31   | Espeon             |  6.35699% | 1167   |  6.361% | 846    |  6.108% | 
 | 32   | Terrakion          |  6.28067% | 1152   |  6.279% | 812    |  5.863% | 
 | 33   | Lucario            |  6.02988% | 1106   |  6.029% | 758    |  5.473% | 
 | 34   | Thundurus-Therian  |  5.95227% | 1092   |  5.952% | 805    |  5.812% | 
 | 35   | Ninetales          |  5.12485% | 940    |  5.124% | 811    |  5.856% | 
 | 36   | Reuniclus          |  5.11266% | 938    |  5.113% | 661    |  4.773% | 
 | 37   | Conkeldurr         |  4.96963% | 912    |  4.971% | 663    |  4.787% | 
 | 38   | Excadrill          |  4.93948% | 906    |  4.938% | 634    |  4.578% | 
 | 39   | Cloyster           |  4.76502% | 874    |  4.764% | 668    |  4.823% | 
 | 40   | Vaporeon           |  4.72269% | 867    |  4.726% | 655    |  4.729% | 
 | 41   | Latias             |  4.55785% | 836    |  4.557% | 569    |  4.108% | 
 | 42   | Chansey            |  4.50333% | 826    |  4.502% | 621    |  4.484% | 
 | 43   | Metagross          |  4.45971% | 818    |  4.459% | 651    |  4.700% | 
 | 44   | Mamoswine          |  4.43790% | 814    |  4.437% | 622    |  4.491% | 
 | 45   | Celebi             |  4.16530% | 764    |  4.164% | 587    |  4.238% | 
 | 46   | Chandelure         |  4.12169% | 756    |  4.121% | 591    |  4.267% | 
 | 47   | Blissey            |  4.07807% | 748    |  4.077% | 547    |  3.950% | 
 | 48   | Charizard          |  3.93632% | 722    |  3.935% | 576    |  4.159% | 
 | 49   | Weavile            |  3.91580% | 719    |  3.919% | 479    |  3.459% | 
 | 50   | Donphan            |  3.87090% | 710    |  3.870% | 553    |  3.993% | 
 | 51   | Toxicroak          |  3.83273% | 703    |  3.832% | 474    |  3.422% | 
 | 52   | Venusaur           |  3.74550% | 687    |  3.745% | 512    |  3.697% | 
 | 53   | Dugtrio            |  3.68841% | 677    |  3.690% | 542    |  3.913% | 
 | 54   | Snorlax            |  3.56687% | 655    |  3.570% | 536    |  3.870% | 
 | 55   | Tornadus           |  3.40074% | 624    |  3.401% | 407    |  2.939% | 
 | 56   | Gastrodon          |  3.36130% | 617    |  3.363% | 477    |  3.444% | 
 | 57   | Umbreon            |  2.91680% | 535    |  2.916% | 367    |  2.650% | 
 | 58   | Mew                |  2.40977% | 442    |  2.409% | 341    |  2.462% | 
 | 59   | Amoonguss          |  2.39887% | 440    |  2.398% | 340    |  2.455% | 
 | 60   | Arcanine           |  2.31837% | 426    |  2.322% | 335    |  2.419% | 
 | 61   | Darmanitan         |  2.29528% | 421    |  2.295% | 324    |  2.339% | 
 | 62   | Blastoise          |  2.28437% | 419    |  2.284% | 319    |  2.303% | 
 | 63   | Hippowdon          |  2.25711% | 414    |  2.257% | 345    |  2.491% | 
 | 64   | Victini            |  2.24621% | 412    |  2.246% | 323    |  2.332% | 
 | 65   | Zoroark            |  2.24076% | 411    |  2.240% | 185    |  1.336% | 
 | 66   | Bisharp            |  2.19714% | 403    |  2.197% | 289    |  2.087% | 
 | 67   | Milotic            |  2.15898% | 396    |  2.159% | 316    |  2.282% | 
 | 68   | Abomasnow          |  2.10446% | 386    |  2.104% | 339    |  2.448% | 
 | 69   | Slowbro            |  2.09356% | 384    |  2.093% | 307    |  2.217% | 
 | 70   | Sableye            |  2.03358% | 373    |  2.033% | 297    |  2.144% | 
 | 71   | Serperior          |  2.01851% | 371    |  2.022% | 264    |  1.906% | 
 | 72   | Nidoking           |  1.98997% | 365    |  1.990% | 272    |  1.964% | 
 | 73   | Krookodile         |  1.98452% | 364    |  1.984% | 266    |  1.921% | 
 | 74   | Wobbuffet          |  1.89728% | 348    |  1.897% | 266    |  1.921% | 
 | 75   | Swampert           |  1.84822% | 339    |  1.848% | 286    |  2.065% | 
 | 76   | Samurott           |  1.76099% | 323    |  1.761% | 243    |  1.755% | 
 | 77   | Cresselia          |  1.73373% | 318    |  1.733% | 181    |  1.307% | 
 | 78   | Bronzong           |  1.72282% | 316    |  1.722% | 268    |  1.935% | 
 | 79   | Staraptor          |  1.66830% | 306    |  1.668% | 234    |  1.690% | 
 | 80   | Crobat             |  1.65740% | 304    |  1.657% | 246    |  1.776% | 
 | 81   | Lapras             |  1.63142% | 300    |  1.635% | 231    |  1.668% | 
 | 82   | Azelf              |  1.61923% | 297    |  1.619% | 286    |  2.065% | 
 | 83   | Mienshao           |  1.55926% | 286    |  1.559% | 229    |  1.653% | 
 | 84   | Sceptile           |  1.52110% | 279    |  1.521% | 188    |  1.357% | 
 | 85   | Machamp            |  1.50603% | 277    |  1.510% | 211    |  1.523% | 
 | 86   | Kingdra            |  1.47748% | 271    |  1.477% | 206    |  1.487% | 
 | 87   | Raikou             |  1.46786% | 270    |  1.472% | 208    |  1.502% | 
 | 88   | Pikachu            |  1.44477% | 265    |  1.444% | 211    |  1.523% | 
