 Total battles: 60146
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.34762% | 32897  | 27.348% | 27777  | 30.001% | 
 | 2    | Garchomp           | 23.15449% | 27853  | 23.154% | 21466  | 23.185% | 
 | 3    | Latios             | 21.81608% | 26243  | 21.816% | 19267  | 20.810% | 
 | 4    | Tyranitar          | 18.62052% | 22399  | 18.621% | 18370  | 19.841% | 
 | 5    | Scizor             | 18.08682% | 21757  | 18.087% | 16700  | 18.037% | 
 | 6    | Politoed           | 16.75423% | 20154  | 16.754% | 17978  | 19.418% | 
 | 7    | Volcarona          | 16.04097% | 19296  | 16.041% | 14126  | 15.257% | 
 | 8    | Dragonite          | 14.92535% | 17954  | 14.925% | 12990  | 14.030% | 
 | 9    | Starmie            | 12.95930% | 15589  | 12.959% | 11817  | 12.763% | 
 | 10   | Alakazam           | 12.77641% | 15369  | 12.776% | 10883  | 11.754% | 
 | 11   | Excadrill          | 12.64756% | 15214  | 12.648% | 10830  | 11.697% | 
 | 12   | Landorus-Therian   | 12.63010% | 15193  | 12.630% | 12894  | 13.926% | 
 | 13   | Magnezone          | 12.31420% | 14813  | 12.314% | 11615  | 12.545% | 
 | 14   | Tentacruel         | 12.21361% | 14692  | 12.214% | 10602  | 11.451% | 
 | 15   | Keldeo             | 11.68241% | 14053  | 11.682% | 10430  | 11.265% | 
 | 16   | Rotom-Wash         | 11.11296% | 13368  | 11.113% | 11174  | 12.069% | 
 | 17   | Jirachi            | 10.26918% | 12353  | 10.269% | 10426  | 11.261% | 
 | 18   | Breloom            |  9.89426% | 11902  |  9.894% | 9023   |  9.745% | 
 | 19   | Skarmory           |  9.82775% | 11822  |  9.828% | 10273  | 11.096% | 
 | 20   | Gliscor            |  9.44784% | 11365  |  9.448% | 9025   |  9.748% | 
 | 21   | Gengar             |  8.70881% | 10476  |  8.709% | 7592   |  8.200% | 
 | 22   | Thundurus-Therian  |  8.66392% | 10422  |  8.664% | 7922   |  8.556% | 
 | 23   | Conkeldurr         |  8.47272% | 10192  |  8.473% | 7571   |  8.177% | 
 | 24   | Reuniclus          |  8.40538% | 10111  |  8.405% | 7420   |  8.014% | 
 | 25   | Cloyster           |  8.35384% | 10049  |  8.354% | 7517   |  8.119% | 
 | 26   | Jellicent          |  8.35051% | 10045  |  8.351% | 7810   |  8.435% | 
 | 27   | Hydreigon          |  8.14019% | 9792   |  8.140% | 7059   |  7.624% | 
 | 28   | Salamence          |  7.69544% | 9257   |  7.695% | 6783   |  7.326% | 
 | 29   | Kyurem-Black       |  6.98384% | 8401   |  6.984% | 6125   |  6.615% | 
 | 30   | Gyarados           |  6.76687% | 8140   |  6.767% | 6248   |  6.748% | 
 | 31   | Heatran            |  6.73528% | 8102   |  6.735% | 6383   |  6.894% | 
 | 32   | Mamoswine          |  5.82749% | 7010   |  5.827% | 5418   |  5.852% | 
 | 33   | Forretress         |  5.64709% | 6793   |  5.647% | 5888   |  6.359% | 
 | 34   | Infernape          |  5.24224% | 6306   |  5.242% | 4791   |  5.175% | 
 | 35   | Gastrodon          |  4.89891% | 5893   |  4.899% | 4639   |  5.010% | 
 | 36   | Terrakion          |  4.53563% | 5456   |  4.536% | 4129   |  4.460% | 
 | 37   | Celebi             |  4.08340% | 4912   |  4.083% | 3977   |  4.295% | 
 | 38   | Toxicroak          |  3.92794% | 4725   |  3.928% | 3432   |  3.707% | 
 | 39   | Ninetales          |  3.83400% | 4612   |  3.834% | 4001   |  4.321% | 
 | 40   | Blissey            |  3.78994% | 4559   |  3.790% | 3545   |  3.829% | 
