 Total battles: 11850
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 26.35021% | 6245   | 26.350% | 5437   | 29.370% | 
 | 2    | Tyranitar          | 20.86920% | 4946   | 20.869% | 4140   | 22.364% | 
 | 3    | Politoed           | 20.22785% | 4794   | 20.228% | 4335   | 23.417% | 
 | 4    | Latios             | 18.21941% | 4318   | 18.219% | 3246   | 17.535% | 
 | 5    | Garchomp           | 16.99578% | 4028   | 16.996% | 3145   | 16.989% | 
 | 6    | Landorus-Therian   | 16.86920% | 3998   | 16.869% | 3366   | 18.183% | 
 | 7    | Scizor             | 14.32911% | 3396   | 14.329% | 2494   | 13.472% | 
 | 8    | Jirachi            | 13.87764% | 3289   | 13.878% | 2626   | 14.186% | 
 | 9    | Keldeo             | 13.14768% | 3116   | 13.148% | 2361   | 12.754% | 
 | 10   | Starmie            | 12.68354% | 3006   | 12.684% | 2267   | 12.246% | 
 | 11   | Volcarona          | 12.18565% | 2888   | 12.186% | 2019   | 10.907% | 
 | 12   | Skarmory           | 11.88186% | 2816   | 11.882% | 2433   | 13.143% | 
 | 13   | Breloom            | 11.18565% | 2651   | 11.186% | 2023   | 10.928% | 
 | 14   | Dragonite          | 10.75527% | 2549   | 10.755% | 1793   |  9.686% | 
 | 15   | Rotom-Wash         | 10.67089% | 2529   | 10.671% | 2171   | 11.728% | 
 | 16   | Heatran            | 10.18987% | 2415   | 10.190% | 1979   | 10.690% | 
 | 17   | Gyarados           |  9.81435% | 2326   |  9.814% | 1764   |  9.529% | 
 | 18   | Excadrill          |  9.66245% | 2290   |  9.662% | 1651   |  8.919% | 
 | 19   | Alakazam           |  9.03376% | 2141   |  9.034% | 1518   |  8.200% | 
 | 20   | Tentacruel         |  8.85232% | 2098   |  8.852% | 1640   |  8.859% | 
 | 21   | Salamence          |  8.73840% | 2071   |  8.738% | 1473   |  7.957% | 
 | 22   | Hydreigon          |  8.32489% | 1973   |  8.325% | 1499   |  8.098% | 
 | 23   | Gengar             |  8.32489% | 1973   |  8.325% | 1487   |  8.033% | 
 | 24   | Gliscor            |  8.32068% | 1972   |  8.321% | 1566   |  8.459% | 
 | 25   | Magnezone          |  8.24051% | 1953   |  8.241% | 1517   |  8.195% | 
 | 26   | Celebi             |  8.18143% | 1939   |  8.181% | 1546   |  8.351% | 
 | 27   | Terrakion          |  8.05907% | 1910   |  8.059% | 1393   |  7.525% | 
 | 28   | Cloyster           |  6.45992% | 1531   |  6.460% | 1146   |  6.191% | 
 | 29   | Toxicroak          |  6.38819% | 1514   |  6.388% | 1128   |  6.093% | 
 | 30   | Blissey            |  6.38397% | 1513   |  6.384% | 1111   |  6.002% | 
 | 31   | Jolteon            |  6.31224% | 1496   |  6.312% | 1107   |  5.980% | 
 | 32   | Espeon             |  6.21519% | 1473   |  6.215% | 1177   |  6.358% | 
 | 33   | Thundurus-Therian  |  6.17300% | 1463   |  6.173% | 1061   |  5.731% | 
 | 34   | Conkeldurr         |  6.11814% | 1450   |  6.118% | 1093   |  5.904% | 
 | 35   | Jellicent          |  6.05907% | 1436   |  6.059% | 1145   |  6.185% | 
 | 36   | Infernape          |  5.85654% | 1388   |  5.857% | 1062   |  5.737% | 
 | 37   | Ninetales          |  5.58228% | 1323   |  5.582% | 1165   |  6.293% | 
 | 38   | Kyurem-Black       |  5.31224% | 1259   |  5.312% | 918    |  4.959% | 
 | 39   | Latias             |  5.07595% | 1203   |  5.076% | 911    |  4.921% | 
 | 40   | Forretress         |  5.02954% | 1192   |  5.030% | 1063   |  5.742% | 
 | 41   | Lucario            |  4.96203% | 1176   |  4.962% | 889    |  4.802% | 
 | 42   | Reuniclus          |  4.80591% | 1139   |  4.806% | 840    |  4.538% | 
 | 43   | Gastrodon          |  4.66667% | 1106   |  4.667% | 897    |  4.846% | 
 | 44   | Tornadus           |  4.35865% | 1033   |  4.359% | 802    |  4.332% | 
 | 45   | Haxorus            |  4.34177% | 1029   |  4.342% | 736    |  3.976% | 
 | 46   | Metagross          |  4.19831% | 995    |  4.198% | 739    |  3.992% | 
 | 47   | Mamoswine          |  4.10127% | 972    |  4.101% | 754    |  4.073% | 
 | 48   | Amoonguss          |  3.65823% | 867    |  3.658% | 733    |  3.960% | 
 | 49   | Donphan            |  3.58650% | 850    |  3.586% | 730    |  3.943% | 
 | 50   | Chansey            |  3.45992% | 820    |  3.460% | 602    |  3.252% | 
 | 51   | Weavile            |  3.18987% | 756    |  3.190% | 571    |  3.085% | 
 | 52   | Hippowdon          |  3.05907% | 725    |  3.059% | 654    |  3.533% | 
 | 53   | Milotic            |  3.02954% | 718    |  3.030% | 546    |  2.949% | 
 | 54   | Vaporeon           |  2.92827% | 694    |  2.928% | 512    |  2.766% | 
 | 55   | Chandelure         |  2.63291% | 624    |  2.633% | 493    |  2.663% | 
 | 56   | Snorlax            |  2.40928% | 571    |  2.409% | 412    |  2.226% | 
 | 57   | Kingdra            |  2.36287% | 560    |  2.363% | 455    |  2.458% | 
 | 58   | Xatu               |  2.18565% | 518    |  2.186% | 451    |  2.436% | 
 | 59   | Mew                |  2.11814% | 502    |  2.118% | 406    |  2.193% | 
 | 60   | Arcanine           |  2.03376% | 482    |  2.034% | 377    |  2.037% | 
 | 61   | Abomasnow          |  1.79747% | 426    |  1.797% | 391    |  2.112% | 
 | 62   | Smeargle           |  1.74684% | 414    |  1.747% | 358    |  1.934% | 
 | 63   | Bronzong           |  1.68776% | 400    |  1.688% | 351    |  1.896% | 
 | 64   | Crobat             |  1.60759% | 381    |  1.608% | 306    |  1.653% | 
 | 65   | Umbreon            |  1.59494% | 378    |  1.595% | 289    |  1.561% | 
 | 66   | Venusaur           |  1.57384% | 373    |  1.574% | 295    |  1.594% | 
 | 67   | Zapdos             |  1.56962% | 372    |  1.570% | 297    |  1.604% | 
 | 68   | Bisharp            |  1.54852% | 367    |  1.549% | 259    |  1.399% | 
 | 69   | Aerodactyl         |  1.50211% | 356    |  1.502% | 330    |  1.783% | 
 | 70   | Slowbro            |  1.45570% | 345    |  1.456% | 275    |  1.486% | 
 | 71   | Krookodile         |  1.44726% | 343    |  1.447% | 280    |  1.513% | 
 | 72   | Charizard          |  1.44304% | 342    |  1.443% | 253    |  1.367% | 
 | 73   | Cofagrigus         |  1.43882% | 341    |  1.439% | 276    |  1.491% | 
 | 74   | Kyurem             |  1.42616% | 338    |  1.426% | 242    |  1.307% | 
 | 75   | Togekiss           |  1.40084% | 332    |  1.401% | 251    |  1.356% | 
 | 76   | Staraptor          |  1.38819% | 329    |  1.388% | 279    |  1.507% | 
 | 77   | Azelf              |  1.36287% | 323    |  1.363% | 300    |  1.621% | 
 | 78   | Victini            |  1.31646% | 312    |  1.316% | 246    |  1.329% | 
 | 79   | Mienshao           |  1.27426% | 302    |  1.274% | 245    |  1.323% | 
 | 80   | Electivire         |  1.26160% | 299    |  1.262% | 239    |  1.291% | 
 | 81   | Zoroark            |  1.21941% | 289    |  1.219% | 117    |  0.632% | 
 | 82   | Heracross          |  1.21519% | 288    |  1.215% | 218    |  1.178% | 
 | 83   | Blastoise          |  1.21097% | 287    |  1.211% | 219    |  1.183% | 
 | 84   | Porygon-Z          |  1.21097% | 287    |  1.211% | 203    |  1.097% | 
 | 85   | Darmanitan         |  1.12236% | 266    |  1.122% | 210    |  1.134% | 
 | 86   | Swampert           |  1.11392% | 264    |  1.114% | 223    |  1.205% | 
 | 87   | Quagsire           |  1.10970% | 263    |  1.110% | 203    |  1.097% | 
 | 88   | Serperior          |  1.10127% | 261    |  1.101% | 208    |  1.124% | 
 | 89   | Exeggutor          |  1.06751% | 253    |  1.068% | 220    |  1.188% | 
 | 90   | Diglett            |  1.03376% | 245    |  1.034% | 188    |  1.016% | 
 | 91   | Cradily            |  1.02954% | 244    |  1.030% | 148    |  0.799% | 
 | 92   | Wobbuffet          |  1.02532% | 243    |  1.025% | 199    |  1.075% | 
 | 93   | Dusclops           |  1.01688% | 241    |  1.017% | 206    |  1.113% | 
 | 94   | Flygon             |  1.00422% | 238    |  1.004% | 186    |  1.005% | 
 | 95   | Froslass           |  1.00422% | 238    |  1.004% | 202    |  1.091% | 
 | 96   | Gothitelle         |  0.99578% | 236    |  0.996% | 189    |  1.021% | 
 | 97   | Sableye            |  0.99578% | 236    |  0.996% | 208    |  1.124% | 
 | 98   | Ludicolo           |  0.95359% | 226    |  0.954% | 178    |  0.962% | 
 | 99   | Ampharos           |  0.91139% | 216    |  0.911% | 149    |  0.805% | 
 | 100  | Lapras             |  0.90717% | 215    |  0.907% | 166    |  0.897% | 
 | 101  | Honchkrow          |  0.90295% | 214    |  0.903% | 159    |  0.859% | 
