 Total battles: 47441
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.17270% | 25782  | 27.173% | 22160  | 30.529% | 
 | 2    | Latios             | 24.72334% | 23458  | 24.723% | 17356  | 23.911% | 
 | 3    | Garchomp           | 21.09673% | 20017  | 21.097% | 15244  | 21.001% | 
 | 4    | Tyranitar          | 20.47385% | 19426  | 20.474% | 15770  | 21.726% | 
 | 5    | Politoed           | 17.44377% | 16551  | 17.444% | 14762  | 20.337% | 
 | 6    | Scizor             | 15.45288% | 14662  | 15.453% | 11056  | 15.231% | 
 | 7    | Excadrill          | 14.99968% | 14232  | 15.000% | 10237  | 14.103% | 
 | 8    | Landorus-Therian   | 14.87321% | 14112  | 14.873% | 12055  | 16.608% | 
 | 9    | Rotom-Wash         | 14.71934% | 13966  | 14.719% | 11762  | 16.204% | 
 | 10   | Keldeo             | 13.82138% | 13114  | 13.821% | 9342   | 12.870% | 
 | 11   | Dragonite          | 12.97401% | 12310  | 12.974% | 8996   | 12.393% | 
 | 12   | Magnezone          | 12.44072% | 11804  | 12.441% | 9092   | 12.526% | 
 | 13   | Jirachi            | 12.08132% | 11463  | 12.081% | 9441   | 13.006% | 
 | 14   | Tentacruel         | 12.00122% | 11387  | 12.001% | 8375   | 11.538% | 
 | 15   | Volcarona          | 10.78287% | 10231  | 10.783% | 7265   | 10.009% | 
 | 16   | Starmie            | 10.77444% | 10223  | 10.774% | 7561   | 10.416% | 
 | 17   | Gliscor            | 10.50990% | 9972   | 10.510% | 7747   | 10.673% | 
 | 18   | Alakazam           |  9.32948% | 8852   |  9.329% | 6243   |  8.601% | 
 | 19   | Skarmory           |  9.25676% | 8783   |  9.257% | 7417   | 10.218% | 
 | 20   | Hydreigon          |  9.13872% | 8671   |  9.139% | 6190   |  8.528% | 
 | 21   | Breloom            |  8.88050% | 8426   |  8.881% | 6519   |  8.981% | 
 | 22   | Heatran            |  8.74982% | 8302   |  8.750% | 6596   |  9.087% | 
 | 23   | Salamence          |  8.52111% | 8085   |  8.521% | 5710   |  7.866% | 
 | 24   | Thundurus-Therian  |  8.46314% | 8030   |  8.463% | 6094   |  8.395% | 
 | 25   | Kyurem-Black       |  8.07740% | 7664   |  8.077% | 5226   |  7.200% | 
 | 26   | Conkeldurr         |  7.92880% | 7523   |  7.929% | 5518   |  7.602% | 
 | 27   | Reuniclus          |  7.74119% | 7345   |  7.741% | 5409   |  7.452% | 
 | 28   | Infernape          |  7.51460% | 7130   |  7.515% | 5443   |  7.499% | 
 | 29   | Jellicent          |  7.34913% | 6973   |  7.349% | 5576   |  7.682% | 
 | 30   | Gyarados           |  6.62507% | 6286   |  6.625% | 4756   |  6.552% | 
 | 31   | Gengar             |  6.30467% | 5982   |  6.305% | 4324   |  5.957% | 
 | 32   | Mamoswine          |  5.65018% | 5361   |  5.650% | 3994   |  5.502% | 
 | 33   | Forretress         |  5.18223% | 4917   |  5.182% | 4150   |  5.717% | 
 | 34   | Haxorus            |  5.13164% | 4869   |  5.132% | 3316   |  4.568% | 
 | 35   | Celebi             |  4.88818% | 4638   |  4.888% | 3731   |  5.140% | 
 | 36   | Lucario            |  4.82389% | 4577   |  4.824% | 3339   |  4.600% | 
 | 37   | Terrakion          |  4.69214% | 4452   |  4.692% | 3256   |  4.486% | 
 | 38   | Cloyster           |  4.58886% | 4354   |  4.589% | 3276   |  4.513% | 
 | 39   | Ninetales          |  4.56462% | 4331   |  4.565% | 3769   |  5.192% | 
 | 40   | Espeon             |  4.56462% | 4331   |  4.565% | 3293   |  4.537% | 
 | 41   | Blissey            |  4.46028% | 4232   |  4.460% | 3125   |  4.305% | 
 | 42   | Gastrodon          |  4.11248% | 3902   |  4.112% | 3066   |  4.224% | 
 | 43   | Jolteon            |  3.88693% | 3688   |  3.887% | 2792   |  3.846% | 
 | 44   | Metagross          |  3.77100% | 3578   |  3.771% | 2678   |  3.689% | 
 | 45   | Chansey            |  3.76151% | 3569   |  3.762% | 2627   |  3.619% | 
 | 46   | Chandelure         |  3.71830% | 3528   |  3.718% | 2647   |  3.647% | 
 | 47   | Toxicroak          |  3.65612% | 3469   |  3.656% | 2531   |  3.487% | 
 | 48   | Vaporeon           |  3.57286% | 3390   |  3.573% | 2362   |  3.254% | 
 | 49   | Hippowdon          |  3.20925% | 3045   |  3.209% | 2671   |  3.680% | 
 | 50   | Latias             |  3.02903% | 2874   |  3.029% | 2079   |  2.864% | 
 | 51   | Weavile            |  2.83826% | 2693   |  2.838% | 1935   |  2.666% | 
 | 52   | Togekiss           |  2.58426% | 2452   |  2.584% | 1706   |  2.350% | 
 | 53   | Mienshao           |  2.48519% | 2358   |  2.485% | 1860   |  2.562% | 
 | 54   | Tornadus           |  2.33237% | 2213   |  2.332% | 1658   |  2.284% | 
 | 55   | Darmanitan         |  2.30602% | 2188   |  2.306% | 1667   |  2.297% | 
 | 56   | Umbreon            |  2.14161% | 2032   |  2.142% | 1532   |  2.111% | 
 | 57   | Bisharp            |  2.06256% | 1957   |  2.063% | 1460   |  2.011% | 
 | 58   | Milotic            |  2.05097% | 1946   |  2.051% | 1517   |  2.090% | 
 | 59   | Eelektross         |  1.94347% | 1844   |  1.943% | 1477   |  2.035% | 
 | 60   | Zoroark            |  1.92239% | 1824   |  1.922% | 672    |  0.926% | 
 | 61   | Cofagrigus         |  1.90236% | 1805   |  1.902% | 1349   |  1.858% | 
 | 62   | Abomasnow          |  1.90236% | 1805   |  1.902% | 1573   |  2.167% | 
 | 63   | Arcanine           |  1.77694% | 1686   |  1.777% | 1252   |  1.725% | 
 | 64   | Swampert           |  1.77167% | 1681   |  1.772% | 1308   |  1.802% | 
 | 65   | Amoonguss          |  1.75692% | 1667   |  1.757% | 1308   |  1.802% | 
 | 66   | Victini            |  1.70633% | 1619   |  1.706% | 1159   |  1.597% | 
 | 67   | Staraptor          |  1.67471% | 1589   |  1.675% | 1224   |  1.686% | 
 | 68   | Krookodile         |  1.63255% | 1549   |  1.633% | 1190   |  1.639% | 
 | 69   | Snorlax            |  1.62939% | 1546   |  1.629% | 1187   |  1.635% | 
 | 70   | Donphan            |  1.59356% | 1512   |  1.594% | 1180   |  1.626% | 
 | 71   | Mew                |  1.57775% | 1497   |  1.578% | 1260   |  1.736% | 
 | 72   | Venusaur           |  1.45655% | 1382   |  1.457% | 940    |  1.295% | 
 | 73   | Sceptile           |  1.44917% | 1375   |  1.449% | 1063   |  1.464% | 
 | 74   | Cresselia          |  1.44074% | 1367   |  1.441% | 989    |  1.363% | 
 | 75   | Xatu               |  1.38593% | 1315   |  1.386% | 1029   |  1.418% | 
 | 76   | Kingdra            |  1.38277% | 1312   |  1.383% | 973    |  1.340% | 
 | 77   | Slowbro            |  1.37118% | 1301   |  1.371% | 1038   |  1.430% | 
 | 78   | Empoleon           |  1.35958% | 1290   |  1.360% | 1001   |  1.379% | 
 | 79   | Gallade            |  1.35115% | 1282   |  1.351% | 1007   |  1.387% | 
 | 80   | Bronzong           |  1.31321% | 1246   |  1.313% | 1100   |  1.515% | 
 | 81   | Scrafty            |  1.31110% | 1244   |  1.311% | 898    |  1.237% | 
 | 82   | Roserade           |  1.22784% | 1165   |  1.228% | 869    |  1.197% | 
 | 83   | Raikou             |  1.14774% | 1089   |  1.148% | 782    |  1.077% | 
 | 84   | Crobat             |  1.12561% | 1068   |  1.126% | 803    |  1.106% | 
 | 85   | Sigilyph           |  1.12034% | 1063   |  1.120% | 787    |  1.084% | 
 | 86   | Froslass           |  1.11612% | 1059   |  1.116% | 817    |  1.126% | 
 | 87   | Charizard          |  1.10664% | 1050   |  1.107% | 723    |  0.996% | 
 | 88   | Archeops           |  1.10031% | 1044   |  1.100% | 799    |  1.101% | 
 | 89   | Porygon2           |  1.09188% | 1036   |  1.092% | 787    |  1.084% | 
 | 90   | Claydol            |  1.08450% | 1029   |  1.085% | 830    |  1.143% | 
 | 91   | Mandibuzz          |  1.04129% | 988    |  1.041% | 694    |  0.956% | 
 | 92   | Kyurem             |  1.01178% | 960    |  1.012% | 657    |  0.905% | 
 | 93   | Seismitoad         |  0.99703% | 946    |  0.997% | 829    |  1.142% | 
 | 94   | Dusclops           |  0.99492% | 944    |  0.995% | 749    |  1.032% | 
 | 95   | Serperior          |  0.99281% | 942    |  0.993% | 700    |  0.964% | 
 | 96   | Lapras             |  0.98649% | 936    |  0.986% | 682    |  0.940% | 
 | 97   | Sableye            |  0.98016% | 930    |  0.980% | 763    |  1.051% | 
 | 98   | Samurott           |  0.97911% | 929    |  0.979% | 733    |  1.010% | 
 | 99   | Azumarill          |  0.96752% | 918    |  0.968% | 656    |  0.904% | 
 | 100  | Suicune            |  0.94644% | 898    |  0.946% | 681    |  0.938% | 
 | 101  | Drapion            |  0.90744% | 861    |  0.907% | 627    |  0.864% | 
 | 102  | Slowking           |  0.88531% | 840    |  0.885% | 684    |  0.942% | 
 | 103  | Zapdos             |  0.88320% | 838    |  0.883% | 674    |  0.929% | 
 | 104  | Aggron             |  0.88004% | 835    |  0.880% | 621    |  0.856% | 
 | 105  | Rotom-Heat         |  0.88004% | 835    |  0.880% | 680    |  0.937% | 
 | 106  | Ambipom            |  0.87582% | 831    |  0.876% | 658    |  0.906% | 
 | 107  | Riolu              |  0.85053% | 807    |  0.851% | 538    |  0.741% | 
 | 108  | Nidoking           |  0.84210% | 799    |  0.842% | 603    |  0.831% | 
 | 109  | Porygon-Z          |  0.83894% | 796    |  0.839% | 618    |  0.851% | 
 | 110  | Emboar             |  0.83788% | 795    |  0.838% | 625    |  0.861% | 
 | 111  | Azelf              |  0.82207% | 780    |  0.822% | 681    |  0.938% | 
 | 112  | Blastoise          |  0.80626% | 765    |  0.806% | 604    |  0.832% | 
 | 113  | Flygon             |  0.80099% | 760    |  0.801% | 586    |  0.807% | 
 | 114  | Electivire         |  0.80099% | 760    |  0.801% | 612    |  0.843% | 
 | 115  | Gardevoir          |  0.71879% | 682    |  0.719% | 448    |  0.617% | 
 | 116  | Lanturn            |  0.71668% | 680    |  0.717% | 511    |  0.704% | 
 | 117  | Rhyperior          |  0.71352% | 677    |  0.714% | 481    |  0.663% | 
 | 118  | Pikachu            |  0.70192% | 666    |  0.702% | 541    |  0.745% | 
 | 119  | Machamp            |  0.69665% | 661    |  0.697% | 549    |  0.756% | 
 | 120  | Braviary           |  0.68928% | 654    |  0.689% | 478    |  0.659% | 
 | 121  | Aerodactyl         |  0.68190% | 647    |  0.682% | 542    |  0.747% | 
 | 122  | Hitmontop          |  0.67979% | 645    |  0.680% | 503    |  0.693% | 
 | 123  | Ludicolo           |  0.67347% | 639    |  0.673% | 484    |  0.667% | 
 | 124  | Spiritomb          |  0.67031% | 636    |  0.670% | 553    |  0.762% | 
 | 125  | Scolipede          |  0.66398% | 630    |  0.664% | 478    |  0.659% | 
 | 126  | Heracross          |  0.65344% | 620    |  0.653% | 415    |  0.572% | 
 | 127  | Whimsicott         |  0.63658% | 604    |  0.637% | 480    |  0.661% | 
 | 128  | Feraligatr         |  0.63342% | 601    |  0.633% | 450    |  0.620% | 
 | 129  | Quagsire           |  0.63026% | 598    |  0.630% | 468    |  0.645% | 
 | 130  | Typhlosion         |  0.60391% | 573    |  0.604% | 392    |  0.540% | 
 | 131  | Galvantula         |  0.60075% | 570    |  0.601% | 446    |  0.614% | 
 | 132  | Tangrowth          |  0.56280% | 534    |  0.563% | 392    |  0.540% | 
