 Total battles: 11861
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.71267% | 6574   | 27.713% | 5757   | 30.899% | 
 | 2    | Politoed           | 22.59927% | 5361   | 22.599% | 4779   | 25.650% | 
 | 3    | Tyranitar          | 22.35056% | 5302   | 22.351% | 4425   | 23.750% | 
 | 4    | Garchomp           | 20.41143% | 4842   | 20.411% | 3763   | 20.197% | 
 | 5    | Landorus-Therian   | 18.47230% | 4382   | 18.472% | 3703   | 19.875% | 
 | 6    | Latios             | 17.18658% | 4077   | 17.187% | 3092   | 16.596% | 
 | 7    | Jirachi            | 16.10741% | 3821   | 16.107% | 3075   | 16.504% | 
 | 8    | Starmie            | 15.56783% | 3693   | 15.568% | 2761   | 14.819% | 
 | 9    | Keldeo             | 15.44558% | 3664   | 15.446% | 2775   | 14.894% | 
 | 10   | Scizor             | 14.43807% | 3425   | 14.438% | 2634   | 14.137% | 
 | 11   | Breloom            | 13.40949% | 3181   | 13.409% | 2424   | 13.010% | 
 | 12   | Dragonite          | 13.33783% | 3164   | 13.338% | 2319   | 12.447% | 
 | 13   | Alakazam           | 12.50738% | 2967   | 12.507% | 2190   | 11.754% | 
 | 14   | Volcarona          | 11.33125% | 2688   | 11.331% | 1952   | 10.477% | 
 | 15   | Excadrill          | 11.02352% | 2615   | 11.024% | 1803   |  9.677% | 
 | 16   | Gliscor            | 10.49659% | 2490   | 10.497% | 1988   | 10.670% | 
 | 17   | Skarmory           | 10.38698% | 2464   | 10.387% | 2147   | 11.523% | 
 | 18   | Rotom-Wash         | 10.23522% | 2428   | 10.235% | 2077   | 11.148% | 
 | 19   | Magnezone          | 10.19307% | 2418   | 10.193% | 1878   | 10.080% | 
 | 20   | Heatran            | 10.04974% | 2384   | 10.050% | 1912   | 10.262% | 
 | 21   | Jellicent          |  8.61647% | 2044   |  8.616% | 1620   |  8.695% | 
 | 22   | Hydreigon          |  8.48158% | 2012   |  8.482% | 1576   |  8.459% | 
 | 23   | Tentacruel         |  8.06003% | 1912   |  8.060% | 1535   |  8.239% | 
 | 24   | Terrakion          |  7.49094% | 1777   |  7.491% | 1282   |  6.881% | 
 | 25   | Salamence          |  7.43614% | 1764   |  7.436% | 1311   |  7.036% | 
 | 26   | Thundurus-Therian  |  7.07360% | 1678   |  7.074% | 1257   |  6.747% | 
 | 27   | Gengar             |  6.95978% | 1651   |  6.960% | 1215   |  6.521% | 
 | 28   | Toxicroak          |  6.70685% | 1591   |  6.707% | 1173   |  6.296% | 
 | 29   | Tornadus           |  6.15884% | 1461   |  6.159% | 1104   |  5.925% | 
 | 30   | Gyarados           |  6.15884% | 1461   |  6.159% | 1090   |  5.850% | 
 | 31   | Kyurem-Black       |  6.04081% | 1433   |  6.041% | 1038   |  5.571% | 
 | 32   | Cloyster           |  5.92277% | 1405   |  5.923% | 1104   |  5.925% | 
 | 33   | Reuniclus          |  5.64455% | 1339   |  5.645% | 977    |  5.244% | 
 | 34   | Ninetales          |  4.82674% | 1145   |  4.827% | 994    |  5.335% | 
 | 35   | Latias             |  4.77194% | 1132   |  4.772% | 874    |  4.691% | 
 | 36   | Infernape          |  4.69606% | 1114   |  4.696% | 873    |  4.686% | 
 | 37   | Donphan            |  4.61175% | 1094   |  4.612% | 925    |  4.965% | 
 | 38   | Conkeldurr         |  4.51058% | 1070   |  4.511% | 851    |  4.568% | 
 | 39   | Forretress         |  4.46843% | 1060   |  4.468% | 927    |  4.975% | 
 | 40   | Haxorus            |  4.43470% | 1052   |  4.435% | 734    |  3.940% | 
 | 41   | Celebi             |  4.11011% | 975    |  4.110% | 767    |  4.117% | 
 | 42   | Mamoswine          |  4.05531% | 962    |  4.055% | 763    |  4.095% | 
 | 43   | Jolteon            |  3.93306% | 933    |  3.933% | 743    |  3.988% | 
 | 44   | Lucario            |  3.91198% | 928    |  3.912% | 628    |  3.371% | 
 | 45   | Gastrodon          |  3.73493% | 886    |  3.735% | 737    |  3.956% | 
 | 46   | Chandelure         |  3.72228% | 883    |  3.722% | 696    |  3.736% | 
 | 47   | Metagross          |  3.71807% | 882    |  3.718% | 685    |  3.677% | 
 | 48   | Espeon             |  3.62954% | 861    |  3.630% | 632    |  3.392% | 
 | 49   | Blissey            |  3.26279% | 774    |  3.263% | 573    |  3.075% | 
 | 50   | Amoonguss          |  3.11104% | 738    |  3.111% | 629    |  3.376% | 
 | 51   | Hippowdon          |  3.07310% | 729    |  3.073% | 645    |  3.462% | 
 | 52   | Chansey            |  3.06467% | 727    |  3.065% | 584    |  3.134% | 
 | 53   | Vaporeon           |  2.74850% | 652    |  2.749% | 474    |  2.544% | 
 | 54   | Weavile            |  2.48714% | 590    |  2.487% | 440    |  2.362% | 
 | 55   | Abomasnow          |  2.35225% | 558    |  2.352% | 508    |  2.727% | 
 | 56   | Milotic            |  2.32695% | 552    |  2.327% | 451    |  2.421% | 
 | 57   | Gothitelle         |  2.06981% | 491    |  2.070% | 388    |  2.082% | 
 | 58   | Mienshao           |  1.99393% | 473    |  1.994% | 379    |  2.034% | 
 | 59   | Pikachu            |  1.97707% | 469    |  1.977% | 432    |  2.319% | 
 | 60   | Krookodile         |  1.96442% | 466    |  1.964% | 376    |  2.018% | 
 | 61   | Swampert           |  1.93070% | 458    |  1.931% | 370    |  1.986% | 
 | 62   | Aerodactyl         |  1.91384% | 454    |  1.914% | 415    |  2.227% | 
 | 63   | Mew                |  1.87168% | 444    |  1.872% | 346    |  1.857% | 
 | 64   | Venusaur           |  1.84639% | 438    |  1.846% | 316    |  1.696% | 
 | 65   | Kyurem             |  1.81266% | 430    |  1.813% | 318    |  1.707% | 
 | 66   | Kingdra            |  1.71571% | 407    |  1.716% | 296    |  1.589% | 
 | 67   | Charizard          |  1.66512% | 395    |  1.665% | 318    |  1.707% | 
 | 68   | Carracosta         |  1.49650% | 355    |  1.497% | 281    |  1.508% | 
 | 69   | Sharpedo           |  1.47964% | 351    |  1.480% | 250    |  1.342% | 
 | 70   | Umbreon            |  1.45856% | 346    |  1.459% | 272    |  1.460% | 
 | 71   | Togekiss           |  1.43748% | 341    |  1.437% | 265    |  1.422% | 
 | 72   | Wobbuffet          |  1.40798% | 334    |  1.408% | 262    |  1.406% | 
 | 73   | Pignite            |  1.40798% | 334    |  1.408% | 320    |  1.718% | 
 | 74   | Snorlax            |  1.40798% | 334    |  1.408% | 268    |  1.438% | 
 | 75   | Oshawott           |  1.39954% | 332    |  1.400% | 325    |  1.744% | 
 | 76   | Arcanine           |  1.35317% | 321    |  1.353% | 254    |  1.363% | 
 | 77   | Slowking           |  1.34053% | 318    |  1.341% | 265    |  1.422% | 
 | 78   | Victini            |  1.28994% | 306    |  1.290% | 233    |  1.251% | 
 | 79   | Bronzong           |  1.28573% | 305    |  1.286% | 265    |  1.422% | 
 | 80   | Moltres            |  1.25200% | 297    |  1.252% | 244    |  1.310% | 
 | 81   | Snivy              |  1.24357% | 295    |  1.244% | 283    |  1.519% | 
 | 82   | Zoroark            |  1.23936% | 294    |  1.239% | 120    |  0.644% | 
 | 83   | Cresselia          |  1.19720% | 284    |  1.197% | 222    |  1.192% | 
 | 84   | Samurott           |  1.17191% | 278    |  1.172% | 220    |  1.181% | 
 | 85   | Galvantula         |  1.16769% | 277    |  1.168% | 200    |  1.073% | 
 | 86   | Heracross          |  1.13818% | 270    |  1.138% | 198    |  1.063% | 
 | 87   | Darmanitan         |  1.12975% | 268    |  1.130% | 213    |  1.143% | 
 | 88   | Eelektross         |  1.10446% | 262    |  1.104% | 203    |  1.090% | 
 | 89   | Bisharp            |  1.10024% | 261    |  1.100% | 191    |  1.025% | 
 | 90   | Scrafty            |  1.06231% | 252    |  1.062% | 191    |  1.025% | 
 | 91   | Azumarill          |  1.04966% | 249    |  1.050% | 177    |  0.950% | 
 | 92   | Electivire         |  1.02858% | 244    |  1.029% | 180    |  0.966% | 
 | 93   | Xatu               |  1.00329% | 238    |  1.003% | 191    |  1.025% | 
 | 94   | Riolu              |  0.97800% | 232    |  0.978% | 161    |  0.864% | 
 | 95   | Scraggy            |  0.96956% | 230    |  0.970% | 221    |  1.186% | 
 | 96   | Froslass           |  0.96956% | 230    |  0.970% | 205    |  1.100% | 
 | 97   | Cofagrigus         |  0.96113% | 228    |  0.961% | 190    |  1.020% | 
 | 98   | Zapdos             |  0.96113% | 228    |  0.961% | 167    |  0.896% | 
 | 99   | Emboar             |  0.94849% | 225    |  0.948% | 170    |  0.912% | 
 | 100  | Machamp            |  0.94427% | 224    |  0.944% | 170    |  0.912% | 
 | 101  | Porygon2           |  0.94006% | 223    |  0.940% | 179    |  0.961% | 
 | 102  | Ludicolo           |  0.91476% | 217    |  0.915% | 177    |  0.950% | 
 | 103  | Serperior          |  0.89369% | 212    |  0.894% | 150    |  0.805% | 
 | 104  | Unfezant           |  0.88525% | 210    |  0.885% | 185    |  0.993% | 
 | 105  | Crobat             |  0.86839% | 206    |  0.868% | 157    |  0.843% | 
 | 106  | Slowbro            |  0.86418% | 205    |  0.864% | 171    |  0.918% | 
 | 107  | Staraptor          |  0.84310% | 200    |  0.843% | 150    |  0.805% | 
 | 108  | Sceptile           |  0.83888% | 199    |  0.839% | 160    |  0.859% | 
 | 109  | Whimsicott         |  0.80094% | 190    |  0.801% | 143    |  0.768% | 
 | 110  | Blastoise          |  0.79251% | 188    |  0.793% | 139    |  0.746% | 
 | 111  | Dugtrio            |  0.79251% | 188    |  0.793% | 141    |  0.757% | 
 | 112  | Glaceon            |  0.79251% | 188    |  0.793% | 143    |  0.768% | 
 | 113  | Sableye            |  0.78830% | 187    |  0.788% | 164    |  0.880% | 
 | 114  | Archeops           |  0.77144% | 183    |  0.771% | 131    |  0.703% | 
 | 115  | Flygon             |  0.76722% | 182    |  0.767% | 137    |  0.735% | 
 | 116  | Roserade           |  0.76300% | 181    |  0.763% | 158    |  0.848% | 
 | 117  | Nidoking           |  0.73771% | 175    |  0.738% | 130    |  0.698% | 
 | 118  | Tangrowth          |  0.72928% | 173    |  0.729% | 142    |  0.762% | 
 | 119  | Quagsire           |  0.70820% | 168    |  0.708% | 122    |  0.655% | 
 | 120  | Feraligatr         |  0.69556% | 165    |  0.696% | 98     |  0.526% | 
 | 121  | Smeargle           |  0.69134% | 164    |  0.691% | 149    |  0.800% | 
 | 122  | Raikou             |  0.68291% | 162    |  0.683% | 126    |  0.676% | 
 | 123  | Lapras             |  0.67026% | 159    |  0.670% | 117    |  0.628% | 
 | 124  | Hitmontop          |  0.67026% | 159    |  0.670% | 120    |  0.644% | 
 | 125  | Suicune            |  0.66605% | 158    |  0.666% | 115    |  0.617% | 
 | 126  | Dusknoir           |  0.64497% | 153    |  0.645% | 121    |  0.649% | 
 | 127  | Sigilyph           |  0.62389% | 148    |  0.624% | 113    |  0.606% | 
 | 128  | Leavanny           |  0.60703% | 144    |  0.607% | 129    |  0.692% | 
 | 129  | Gardevoir          |  0.60703% | 144    |  0.607% | 101    |  0.542% | 
 | 130  | Azelf              |  0.59017% | 140    |  0.590% | 135    |  0.725% | 
 | 131  | Boldore            |  0.57752% | 137    |  0.578% | 125    |  0.671% | 
 | 132  | Weezing            |  0.56488% | 134    |  0.565% | 104    |  0.558% | 
 | 133  | Honchkrow          |  0.56066% | 133    |  0.561% | 98     |  0.526% | 
 | 134  | Ninjask            |  0.54801% | 130    |  0.548% | 116    |  0.623% | 
 | 135  | Cradily            |  0.53537% | 127    |  0.535% | 88     |  0.472% | 
 | 136  | Clefable           |  0.52694% | 125    |  0.527% | 94     |  0.505% | 
 | 137  | Shuckle            |  0.51008% | 121    |  0.510% | 92     |  0.494% | 
 | 138  | Lilligant          |  0.49743% | 118    |  0.497% | 90     |  0.483% | 
 | 139  | Palpitoad          |  0.49743% | 118    |  0.497% | 113    |  0.606% | 
 | 140  | Hitmonlee          |  0.49321% | 117    |  0.493% | 84     |  0.451% | 
 | 141  | Empoleon           |  0.48900% | 116    |  0.489% | 86     |  0.462% | 
 | 142  | Seismitoad         |  0.46370% | 110    |  0.464% | 92     |  0.494% | 
 | 143  | Typhlosion         |  0.46370% | 110    |  0.464% | 82     |  0.440% | 
 | 144  | Kabutops           |  0.44684% | 106    |  0.447% | 66     |  0.354% | 
 | 145  | Dusclops           |  0.44263% | 105    |  0.443% | 83     |  0.445% | 
 | 146  | Cryogonal          |  0.44263% | 105    |  0.443% | 73     |  0.392% | 
 | 147  | Braviary           |  0.43420% | 103    |  0.434% | 75     |  0.403% | 
 | 148  | Shiftry            |  0.42577% | 101    |  0.426% | 61     |  0.327% | 
 | 149  | Rapidash           |  0.42155% | 100    |  0.422% | 72     |  0.386% | 
 | 150  | Ditto              |  0.40469% | 96     |  0.405% | 80     |  0.429% | 
 | 151  | Lanturn            |  0.40047% | 95     |  0.400% | 73     |  0.392% | 
 | 152  | Gallade            |  0.39626% | 94     |  0.396% | 73     |  0.392% | 
 | 153  | Victreebel         |  0.38361% | 91     |  0.384% | 56     |  0.301% | 
 | 154  | Cinccino           |  0.37939% | 90     |  0.379% | 65     |  0.349% | 
 | 155  | Aron               |  0.36675% | 87     |  0.367% | 47     |  0.252% | 
 | 156  | Porygon-Z          |  0.35832% | 85     |  0.358% | 66     |  0.354% | 
 | 157  | Golem              |  0.34989% | 83     |  0.350% | 75     |  0.403% | 
 | 158  | Drapion            |  0.34989% | 83     |  0.350% | 53     |  0.284% | 
 | 159  | Virizion           |  0.32459% | 77     |  0.325% | 66     |  0.354% | 
