 Total battles: 8319
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 18.83640% | 3134   | 18.836% | 2579   | 21.035% | 
 | 2    | Garchomp           | 18.66210% | 3105   | 18.662% | 2295   | 18.719% | 
 | 3    | Dragonite          | 16.76283% | 2789   | 16.763% | 1883   | 15.358% | 
 | 4    | Tyranitar          | 15.39248% | 2561   | 15.392% | 2011   | 16.402% | 
 | 5    | Politoed           | 14.20844% | 2364   | 14.208% | 2058   | 16.786% | 
 | 6    | Starmie            | 13.81176% | 2298   | 13.812% | 1560   | 12.724% | 
 | 7    | Scizor             | 13.21673% | 2199   | 13.217% | 1572   | 12.822% | 
 | 8    | Alakazam           | 11.61197% | 1932   | 11.612% | 1317   | 10.742% | 
 | 9    | Gengar             | 11.55788% | 1923   | 11.558% | 1355   | 11.052% | 
 | 10   | Landorus-Therian   | 11.32348% | 1884   | 11.323% | 1533   | 12.504% | 
 | 11   | Latios             | 11.15519% | 1856   | 11.155% | 1337   | 10.905% | 
 | 12   | Volcarona          | 11.11311% | 1849   | 11.113% | 1271   | 10.367% | 
 | 13   | Jirachi            | 10.51809% | 1750   | 10.518% | 1309   | 10.677% | 
 | 14   | Skarmory           | 10.49405% | 1746   | 10.494% | 1493   | 12.177% | 
 | 15   | Breloom            | 10.48203% | 1744   | 10.482% | 1289   | 10.513% | 
 | 16   | Heatran            | 10.03125% | 1669   | 10.031% | 1319   | 10.758% | 
 | 17   | Gliscor            |  9.69467% | 1613   |  9.695% | 1178   |  9.608% | 
 | 18   | Rotom-Wash         |  9.34608% | 1555   |  9.346% | 1266   | 10.326% | 
 | 19   | Infernape          |  9.24991% | 1539   |  9.250% | 1122   |  9.151% | 
 | 20   | Hydreigon          |  8.56473% | 1425   |  8.565% | 1027   |  8.376% | 
 | 21   | Keldeo             |  7.82546% | 1302   |  7.825% | 944    |  7.700% | 
 | 22   | Salamence          |  7.81945% | 1301   |  7.819% | 864    |  7.047% | 
 | 23   | Jellicent          |  7.44080% | 1238   |  7.441% | 942    |  7.683% | 
 | 24   | Forretress         |  7.12225% | 1185   |  7.122% | 970    |  7.912% | 
 | 25   | Jolteon            |  6.97199% | 1160   |  6.972% | 841    |  6.859% | 
 | 26   | Gyarados           |  6.89386% | 1147   |  6.894% | 831    |  6.778% | 
 | 27   | Tentacruel         |  6.85179% | 1140   |  6.852% | 840    |  6.851% | 
 | 28   | Kyurem-Black       |  6.78567% | 1129   |  6.786% | 782    |  6.378% | 
 | 29   | Haxorus            |  6.49718% | 1081   |  6.497% | 763    |  6.223% | 
 | 30   | Magnezone          |  6.25676% | 1041   |  6.257% | 761    |  6.207% | 
 | 31   | Thundurus-Therian  |  6.02837% | 1003   |  6.028% | 698    |  5.693% | 
 | 32   | Excadrill          |  6.01034% | 1000   |  6.010% | 699    |  5.701% | 
 | 33   | Terrakion          |  5.85407% | 974    |  5.854% | 661    |  5.391% | 
 | 34   | Conkeldurr         |  5.84205% | 972    |  5.842% | 714    |  5.824% | 
 | 35   | Vaporeon           |  5.64371% | 939    |  5.644% | 649    |  5.293% | 
 | 36   | Metagross          |  5.46941% | 910    |  5.469% | 677    |  5.522% | 
 | 37   | Latias             |  5.25304% | 874    |  5.253% | 567    |  4.625% | 
 | 38   | Cloyster           |  5.21697% | 868    |  5.217% | 628    |  5.122% | 
 | 39   | Reuniclus          |  5.18091% | 862    |  5.181% | 563    |  4.592% | 
 | 40   | Snorlax            |  5.04267% | 839    |  5.043% | 668    |  5.448% | 
 | 41   | Toxicroak          |  5.01262% | 834    |  5.013% | 563    |  4.592% | 
