 Total battles: 15373
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 27.23932% | 8375   | 27.239% | 7331   | 30.286% | 
 | 2    | Politoed           | 22.91355% | 7045   | 22.914% | 6177   | 25.518% | 
 | 3    | Tyranitar          | 19.77818% | 6081   | 19.778% | 5157   | 21.304% | 
 | 4    | Latios             | 19.65134% | 6042   | 19.651% | 4620   | 19.086% | 
 | 5    | Garchomp           | 17.92428% | 5511   | 17.924% | 4292   | 17.731% | 
 | 6    | Landorus-Therian   | 17.34535% | 5333   | 17.345% | 4539   | 18.751% | 
 | 7    | Starmie            | 16.95505% | 5213   | 16.955% | 4020   | 16.607% | 
 | 8    | Jirachi            | 15.19222% | 4671   | 15.192% | 3812   | 15.748% | 
 | 9    | Breloom            | 13.96930% | 4295   | 13.969% | 3464   | 14.310% | 
 | 10   | Scizor             | 13.66682% | 4202   | 13.667% | 3187   | 13.166% | 
 | 11   | Dragonite          | 13.63755% | 4193   | 13.638% | 3108   | 12.840% | 
 | 12   | Tentacruel         | 12.38535% | 3808   | 12.385% | 2851   | 11.778% | 
 | 13   | Excadrill          | 11.82593% | 3636   | 11.826% | 2732   | 11.286% | 
 | 14   | Keldeo             | 11.67632% | 3590   | 11.676% | 2659   | 10.985% | 
 | 15   | Volcarona          | 11.32505% | 3482   | 11.325% | 2509   | 10.365% | 
 | 16   | Magnezone          | 10.76238% | 3309   | 10.762% | 2655   | 10.968% | 
 | 17   | Gliscor            | 10.45664% | 3215   | 10.457% | 2601   | 10.745% | 
 | 18   | Heatran            |  9.99805% | 3074   |  9.998% | 2480   | 10.245% | 
 | 19   | Skarmory           |  9.89722% | 3043   |  9.897% | 2710   | 11.195% | 
 | 20   | Alakazam           |  9.82242% | 3020   |  9.822% | 2176   |  8.989% | 
 | 21   | Salamence          |  9.11338% | 2802   |  9.113% | 2118   |  8.750% | 
 | 22   | Thundurus-Therian  |  8.91823% | 2742   |  8.918% | 2053   |  8.481% | 
 | 23   | Rotom-Wash         |  8.59624% | 2643   |  8.596% | 2267   |  9.365% | 
 | 24   | Gengar             |  8.58323% | 2639   |  8.583% | 1975   |  8.159% | 
 | 25   | Kyurem-Black       |  8.55071% | 2629   |  8.551% | 2033   |  8.399% | 
 | 26   | Hydreigon          |  7.37332% | 2267   |  7.373% | 1753   |  7.242% | 
 | 27   | Jolteon            |  7.23671% | 2225   |  7.237% | 1742   |  7.197% | 
 | 28   | Forretress         |  7.18467% | 2209   |  7.185% | 1921   |  7.936% | 
 | 29   | Cloyster           |  6.60574% | 2031   |  6.606% | 1533   |  6.333% | 
 | 30   | Gyarados           |  6.39108% | 1965   |  6.391% | 1479   |  6.110% | 
 | 31   | Infernape          |  5.98452% | 1840   |  5.985% | 1427   |  5.895% | 
 | 32   | Conkeldurr         |  5.98127% | 1839   |  5.981% | 1465   |  6.052% | 
 | 33   | Ninetales          |  5.57471% | 1714   |  5.575% | 1502   |  6.205% | 
 | 34   | Jellicent          |  5.37306% | 1652   |  5.373% | 1339   |  5.532% | 
 | 35   | Mamoswine          |  5.01854% | 1543   |  5.019% | 1232   |  5.090% | 
 | 36   | Blissey            |  4.98927% | 1534   |  4.989% | 1190   |  4.916% | 
 | 37   | Terrakion          |  4.94698% | 1521   |  4.947% | 1073   |  4.433% | 
 | 38   | Amoonguss          |  4.72257% | 1452   |  4.723% | 1233   |  5.094% | 
 | 39   | Toxicroak          |  4.66402% | 1434   |  4.664% | 1054   |  4.354% | 
 | 40   | Metagross          |  4.33227% | 1332   |  4.332% | 1060   |  4.379% | 
 | 41   | Haxorus            |  4.32577% | 1330   |  4.326% | 971    |  4.011% | 
 | 42   | Lucario            |  4.28674% | 1318   |  4.287% | 910    |  3.759% | 
 | 43   | Reuniclus          |  3.91270% | 1203   |  3.913% | 890    |  3.677% | 
 | 44   | Vaporeon           |  3.62324% | 1114   |  3.623% | 856    |  3.536% | 
 | 45   | Espeon             |  3.61023% | 1110   |  3.610% | 889    |  3.673% | 
 | 46   | Celebi             |  3.52566% | 1084   |  3.526% | 903    |  3.730% | 
 | 47   | Latias             |  3.48338% | 1071   |  3.483% | 798    |  3.297% | 
 | 48   | Gastrodon          |  3.31100% | 1018   |  3.311% | 830    |  3.429% | 
 | 49   | Tornadus           |  3.21668% | 989    |  3.217% | 739    |  3.053% | 
 | 50   | Chansey            |  3.12561% | 961    |  3.126% | 758    |  3.131% | 
 | 51   | Chandelure         |  3.11260% | 957    |  3.113% | 736    |  3.041% | 
 | 52   | Hippowdon          |  3.06056% | 941    |  3.061% | 809    |  3.342% | 
 | 53   | Swampert           |  2.59871% | 799    |  2.599% | 644    |  2.660% | 
 | 54   | Donphan            |  2.41983% | 744    |  2.420% | 636    |  2.627% | 
 | 55   | Arcanine           |  2.41007% | 741    |  2.410% | 584    |  2.413% | 
 | 56   | Darmanitan         |  2.32876% | 716    |  2.329% | 556    |  2.297% | 
 | 57   | Xatu               |  2.28648% | 703    |  2.286% | 604    |  2.495% | 
 | 58   | Mew                |  2.21167% | 680    |  2.212% | 587    |  2.425% | 
 | 59   | Samurott           |  2.09458% | 644    |  2.095% | 483    |  1.995% | 
 | 60   | Riolu              |  2.03604% | 626    |  2.036% | 432    |  1.785% | 
 | 61   | Togekiss           |  1.97099% | 606    |  1.971% | 476    |  1.966% | 
 | 62   | Snorlax            |  1.91895% | 590    |  1.919% | 471    |  1.946% | 
 | 63   | Umbreon            |  1.88317% | 579    |  1.883% | 452    |  1.867% | 
 | 64   | Milotic            |  1.86040% | 572    |  1.860% | 447    |  1.847% | 
 | 65   | Kingdra            |  1.86040% | 572    |  1.860% | 440    |  1.818% | 
 | 66   | Mienshao           |  1.82788% | 562    |  1.828% | 475    |  1.962% | 
 | 67   | Venusaur           |  1.72380% | 530    |  1.724% | 410    |  1.694% | 
 | 68   | Scrafty            |  1.63924% | 504    |  1.639% | 377    |  1.557% | 
 | 69   | Archeops           |  1.63599% | 503    |  1.636% | 360    |  1.487% | 
 | 70   | Azelf              |  1.56118% | 480    |  1.561% | 428    |  1.768% | 
 | 71   | Victini            |  1.56118% | 480    |  1.561% | 370    |  1.529% | 
