 Total battles: 5905
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Ferrothorn         | 24.84335% | 2934   | 24.843% | 2485   | 27.771% | 
 | 2    | Tyranitar          | 20.82981% | 2460   | 20.830% | 1916   | 21.412% | 
 | 3    | Garchomp           | 19.64437% | 2320   | 19.644% | 1804   | 20.160% | 
 | 4    | Politoed           | 16.82472% | 1987   | 16.825% | 1827   | 20.417% | 
 | 5    | Scizor             | 16.15580% | 1908   | 16.156% | 1364   | 15.243% | 
 | 6    | Landorus-Therian   | 15.52075% | 1833   | 15.521% | 1543   | 17.243% | 
 | 7    | Dragonite          | 15.43607% | 1823   | 15.436% | 1266   | 14.148% | 
 | 8    | Latios             | 14.87722% | 1757   | 14.877% | 1284   | 14.349% | 
 | 9    | Starmie            | 13.61558% | 1608   | 13.616% | 1181   | 13.198% | 
 | 10   | Skarmory           | 13.50550% | 1595   | 13.506% | 1382   | 15.444% | 
 | 11   | Jirachi            | 12.96359% | 1531   | 12.964% | 1162   | 12.986% | 
 | 12   | Gengar             | 12.25233% | 1447   | 12.252% | 1043   | 11.656% | 
 | 13   | Jellicent          | 11.39712% | 1346   | 11.397% | 1066   | 11.913% | 
 | 14   | Keldeo             | 11.09229% | 1310   | 11.092% | 963    | 10.762% | 
 | 15   | Heatran            | 11.07536% | 1308   | 11.075% | 1038   | 11.600% | 
 | 16   | Alakazam           | 10.94835% | 1293   | 10.948% | 891    |  9.957% | 
 | 17   | Volcarona          | 10.78747% | 1274   | 10.787% | 868    |  9.700% | 
 | 18   | Breloom            |  9.89839% | 1169   |  9.898% | 914    | 10.214% | 
 | 19   | Hydreigon          |  9.33954% | 1103   |  9.340% | 837    |  9.354% | 
 | 20   | Tentacruel         |  8.81456% | 1041   |  8.815% | 807    |  9.018% | 
 | 21   | Lucario            |  8.11177% | 958    |  8.112% | 691    |  7.722% | 
 | 22   | Terrakion          |  7.71380% | 911    |  7.714% | 669    |  7.476% | 
 | 23   | Infernape          |  7.68840% | 908    |  7.688% | 697    |  7.789% | 
 | 24   | Gliscor            |  7.60373% | 898    |  7.604% | 667    |  7.454% | 
 | 25   | Salamence          |  7.34970% | 868    |  7.350% | 620    |  6.929% | 
 | 26   | Rotom-Wash         |  7.13802% | 843    |  7.138% | 702    |  7.845% | 
 | 27   | Toxicroak          |  6.89246% | 814    |  6.892% | 566    |  6.325% | 
 | 28   | Kyurem-Black       |  6.86706% | 811    |  6.867% | 583    |  6.515% | 
 | 29   | Gastrodon          |  6.14733% | 726    |  6.147% | 558    |  6.236% | 
 | 30   | Magnezone          |  6.06266% | 716    |  6.063% | 542    |  6.057% | 
 | 31   | Reuniclus          |  5.96952% | 705    |  5.970% | 498    |  5.565% | 
 | 32   | Gyarados           |  5.55461% | 656    |  5.555% | 511    |  5.711% | 
 | 33   | Latias             |  5.48688% | 648    |  5.487% | 446    |  4.984% | 
 | 34   | Jolteon            |  5.27519% | 623    |  5.275% | 449    |  5.018% | 
 | 35   | Excadrill          |  5.19898% | 614    |  5.199% | 414    |  4.627% | 
 | 36   | Haxorus            |  5.10584% | 603    |  5.106% | 432    |  4.828% | 
 | 37   | Espeon             |  5.01270% | 592    |  5.013% | 416    |  4.649% | 
 | 38   | Cloyster           |  4.97036% | 587    |  4.970% | 426    |  4.761% | 
 | 39   | Conkeldurr         |  4.94496% | 584    |  4.945% | 452    |  5.051% | 
 | 40   | Thundurus-Therian  |  4.86029% | 574    |  4.860% | 418    |  4.671% | 
 | 41   | Forretress         |  4.85182% | 573    |  4.852% | 490    |  5.476% | 
 | 42   | Hippowdon          |  4.81795% | 569    |  4.818% | 476    |  5.319% | 
 | 43   | Celebi             |  4.80948% | 568    |  4.809% | 429    |  4.794% | 
 | 44   | Ninetales          |  4.05588% | 479    |  4.056% | 403    |  4.504% | 
 | 45   | Mamoswine          |  3.86960% | 457    |  3.870% | 376    |  4.202% | 
 | 46   | Blissey            |  3.86113% | 456    |  3.861% | 334    |  3.733% | 
 | 47   | Chandelure         |  3.80186% | 449    |  3.802% | 340    |  3.800% | 
 | 48   | Tornadus           |  3.65792% | 432    |  3.658% | 320    |  3.576% | 
 | 49   | Chansey            |  3.50550% | 414    |  3.506% | 319    |  3.565% | 
 | 50   | Metagross          |  3.49704% | 413    |  3.497% | 317    |  3.543% | 
 | 51   | Dugtrio            |  3.38696% | 400    |  3.387% | 281    |  3.140% | 
 | 52   | Donphan            |  3.37849% | 399    |  3.378% | 318    |  3.554% | 
 | 53   | Snorlax            |  3.01439% | 356    |  3.014% | 259    |  2.894% | 
 | 54   | Venusaur           |  2.94666% | 348    |  2.947% | 244    |  2.727% | 
 | 55   | Sableye            |  2.82811% | 334    |  2.828% | 250    |  2.794% | 
